,Unnamed: 0,Created_At,Tweets,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming,Bobot,Label,Sentimen
188,188,2021-12-26 13:18:35+00:00,"RT @siomayjones2015: [ Siomay Ikan Tenggiri Asli 100% ]
💵 : Rp.13.000, - Rp.35.000
 📍  : Jl Melati no 10, atau ada juga di Sawojajar
☎️ : 0…",rt siomay ikan tenggiri asli rp rp jl melati no atau ada juga di sawojajar,rt siomay ikan tenggiri asli rupiah rupiah jalan melati no atau ada juga di sawojajar,siomay ikan tenggiri asli rupiah rupiah jalan melati no sawojajar,"['siomay', 'ikan', 'tenggiri', 'asli', 'rupiah', 'rupiah', 'jalan', 'melati', 'no', 'sawojajar']",2,positive,2.0
189,189,2021-12-26 13:16:32+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/oG7sec4fZ0 https://t.co/R3zpWROLBL,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
190,190,2021-12-26 13:13:22+00:00,"Segini ga ada 20k, berguna bgt shopeefood 😭 https://t.co/GROtsPPjty",segini ga ada k berguna bgt shopeefood,segini tidak ada ke berguna begitu shopeefood,segini berguna shopeefood,"['gin', 'guna', 'shopeefood']",1,positive,2.0
191,191,2021-12-26 13:13:04+00:00,#shopeefood #shopeetanam #vouchershopee Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/kZ6r4ji0FN https://t.co/EFe6LO3Ztx,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
192,192,2021-12-26 13:11:00+00:00,"@h0uvanjaeyi Hi kak h0uvanjaeyi, maaf yah kak mengenai voucher ShopeeFood, km bisa klaim voucher&amp;pastikan udh sesua… https://t.co/3vpu8hP2Vu",hi kak huvanjaeyi maaf yah kak mengenai voucher shopeefood km bisa klaim voucheramppastikan udh sesua,hi kak huvanjaeyi maaf yah kak mengenai voucher shopeefood kamu bisa klaim voucheramppastikan sudah sesua,hi kak huvanjaeyi maaf kak voucher shopeefood klaim voucheramppastikan sesua,"['hi', 'kak', 'huvanjaeyi', 'maaf', 'kak', 'voucher', 'shopeefood', 'klaim', 'voucheramppastikan', 'sua']",6,positive,2.0
193,193,2021-12-26 13:09:48+00:00,"@anonsemen_ @paansiajgggg shopeefood o ae bro,angel musuh anak e anggota dewan",shopeefood ae broangel musuh anak anggota dewan,shopeefood ae broangel musuh anak anggota dewan,shopeefood ae broangel musuh anak anggota dewan,"['shopeefood', 'ae', 'broangel', 'musuh', 'anak', 'anggota', 'dewan']",-13,negative,0.0
194,194,2021-12-26 13:09:30+00:00,gilasi shopeefood diskonnya ampe 35k,gilasi shopeefood diskonnya ampe k,gilasi shopeefood diskonnya sampai ke,gilasi shopeefood diskonnya,"['gilas', 'shopeefood', 'diskon']",-2,negative,2.0
195,195,2021-12-26 13:09:20+00:00,kenapa driver shopeefood pada ganteng sih motornya keren lagi,kenapa driver shopeefood pada ganteng sih motornya keren lagi,kenapa driver shopeefood pada ganteng sih motornya keren lagi,driver shopeefood ganteng motornya keren,"['driver', 'shopeefood', 'ganteng', 'motor', 'keren']",4,positive,2.0
196,196,2021-12-26 13:06:14+00:00,percuma anying dpt voucher shopeefood kalo merchant nya jelek2. mana menunya dinaikin semua harganya,percuma anying dpt voucher shopeefood kalo merchant nya jelek mana menunya dinaikin semua harganya,percuma anying dapat voucher shopeefood kalau merchant nya jelek mana menunya dinaikin semua harganya,anying voucher shopeefood merchant jelek menunya dinaikin harganya,"['anying', 'voucher', 'shopeefood', 'merchant', 'jelek', 'menu', 'dinaikin', 'harga']",1,positive,2.0
197,197,2021-12-26 13:04:55+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/mQSjBRSwcH https://t.co/5vfZN5xoIs,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
198,198,2021-12-26 13:03:45+00:00,@cuddleskuy_ Hai kak Amizah terkait kendala kamu saat Checkout ShopeeFood dengan keterangan K07 hal tersebut dikare… https://t.co/PauopAXU3q,hai kak amizah terkait kendala kamu saat checkout shopeefood dengan keterangan k hal tersebut dikare,hai kak amizah terkait kendala kamu saat checkout shopeefood dengan keterangan ke hal tersebut dikare,hai kak amizah terkait kendala checkout shopeefood keterangan dikare,"['hai', 'kak', 'amizah', 'kait', 'kendala', 'checkout', 'shopeefood', 'terang', 'dikare']",6,positive,2.0
199,199,2021-12-26 13:01:25+00:00,"Karna penasaran dengan nasi Hainan, tanpa fafifu langsung gas ke shopeefood. Dari 32rb, jadi 13rb. 
@shopeefood_id… https://t.co/DpwWhHCSAU",karna penasaran dengan nasi hainan tanpa fafifu langsung gas ke shopeefood dari rb jadi rb id,karena penasaran dengan nasi hainan tanpa fafifu langsung gas ke shopeefood dari rb jadi rb id,penasaran nasi hainan fafifu langsung gas shopeefood rb rb id,"['penasaran', 'nasi', 'hainan', 'fafifu', 'langsung', 'gas', 'shopeefood', 'rb', 'rb', 'id']",-2,negative,0.0
200,200,2021-12-26 12:53:16+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/Z1m7QYCk1W https://t.co/75KWRg9Prg,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
201,201,2021-12-26 12:52:56+00:00,@RacunBelanja Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/m2N0z8TxKn,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
202,202,2021-12-26 12:49:02+00:00,"@FOOD_FESS calling all Balikpapan's citizen ini enakkk bgttt asdfghjkl 
syg gada di shopeefood :( https://t.co/0vdxUUiQIf",fess calling all balikpapan citizen ini enakkk bgttt asdfghjkl syg gada di shopeefood,fess calling all balikpapan citizen ini enakkk bgttt asdfghjkl sayang tidak ada di shopeefood,fess calling all balikpapan citizen enakkk bgttt asdfghjkl sayang shopeefood,"['fess', 'calling', 'all', 'balikpapan', 'citizen', 'enakkk', 'bgttt', 'asdfghjkl', 'sayang', 'shopeefood']",3,positive,2.0
203,203,2021-12-26 12:48:07+00:00,"Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/sFm8ofKStl
Masi kosong",share amp makan gratis bareng teman di shopeefood masi kosong,bagikan amp makan gratis bersama teman di shopeefood masih kosong,bagikan makan gratis teman shopeefood kosong,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood', 'kosong']",3,positive,2.0
204,204,2021-12-26 12:46:27+00:00,"@ShopeeCare min,ini dha mau ganti tau tp kok aq blum dpt panggilan utk jd Shopeefood driver?",minini dha mau ganti tau tp kok aq blum dpt panggilan utk jd shopeefood driver,minini dha mau ganti tahu tapi kok saya belum dapat panggilan untuk jadi shopeefood driver,minini dha ganti panggilan shopeefood driver,"['min', 'dha', 'ganti', 'panggil', 'shopeefood', 'driver']",2,positive,2.0
205,205,2021-12-26 12:44:54+00:00,@shenthe Claim vouchernya di shopeefood jam 11.00 sama jam 17.00,claim vouchernya di shopeefood jam sama jam,claim vouchernya di shopeefood jam sama jam,claim vouchernya shopeefood jam jam,"['claim', 'vouchernya', 'shopeefood', 'jam', 'jam']",-3,negative,2.0
206,206,2021-12-26 12:43:23+00:00,"Salam u olls, jom order takoyaki by TAKOATOK 😋👍

@shopeefood
https://t.co/xyXEoSvu14

@grabfood… https://t.co/rYZ0DR8aFd",salam olls jom order takoyaki by takoatok,salam olls jom order takoyaki by takoatok,salam olls jom order takoyaki by takoatok,"['salam', 'olls', 'jom', 'order', 'takoyaki', 'by', 'takoatok']",0,neutral,2.0
207,207,2021-12-26 12:42:58+00:00,@minewithmine Mam ayam geprek promo shopeefood,mam ayam geprek promo shopeefood,mam ayam geprek promo shopeefood,mam ayam geprek promo shopeefood,"['mam', 'ayam', 'geprek', 'promo', 'shopeefood']",-2,negative,0.0
208,208,2021-12-26 12:41:18+00:00,"@penikmat_hujann @izaenn_ yaah nyesel pasti ngtagnya aku, aku ga ada apk gofood shopeefood dkk",hujann yaah nyesel pasti ngtagnya aku aku ga ada apk gofood shopeefood dkk,hujann yaah menyesal pasti ngtagnya saya saya tidak ada apakah gofood shopeefood dkk,hujann yaah menyesal ngtagnya gofood shopeefood dkk,"['hujann', 'yaah', 'sesal', 'ngtagnya', 'gofood', 'shopeefood', 'dkk']",1,positive,2.0
209,209,2021-12-26 12:36:20+00:00,kaget di sidoarjo diskon shopeefood nya besar2 😭😭 https://t.co/STw26Kpt0u,kaget di sidoarjo diskon shopeefood nya besar,kaget di sidoarjo potongan harga shopeefood nya besar,kaget sidoarjo potongan harga shopeefood,"['kaget', 'sidoarjo', 'potong', 'harga', 'shopeefood']",4,positive,2.0
210,210,2021-12-26 12:35:28+00:00,"Padahal yg batalkan pesanan sistem shopee food nya, tapi dianggap voucher udah digunakan, ini gimana maksudnya… https://t.co/xed4jndAs4",padahal yg batalkan pesanan sistem shopee food nya tapi dianggap voucher udah digunakan ini gimana maksudnya,padahal yang batalkan pesanan sistem shopee food nya tapi dianggap voucher sudah digunakan ini bagaimana maksudnya,batalkan pesanan sistem shopee food dianggap voucher maksudnya,"['batal', 'pesan', 'sistem', 'shopee', 'food', 'anggap', 'voucher', 'maksud']",-1,negative,2.0
211,211,2021-12-26 12:35:21+00:00,lg laper bgt pesen shopeefood tp pesenannya salah 💔,lg laper bgt pesen shopeefood tp pesenannya salah,lagi laper begitu pesan shopeefood tapi pesenannya salah,laper pesan shopeefood pesenannya salah,"['laper', 'pesan', 'shopeefood', 'sen', 'salah']",-5,negative,2.0
212,212,2021-12-26 12:34:40+00:00,"Kesel sih, maksa mencoba isi shopee pay biar bisa jajan lewat shopeefood",kesel sih maksa mencoba isi shopee pay biar bisa jajan lewat shopeefood,kesal sih maksa mencoba isi shopee pay biar bisa jajan lewat shopeefood,kesal maksa mencoba isi shopee pay jajan shopeefood,"['kesal', 'maksa', 'coba', 'isi', 'shopee', 'pay', 'jajan', 'shopeefood']",3,positive,2.0
213,213,2021-12-26 12:33:31+00:00,mumpung shopeefood lagi diskon 70% nihh wkwk kapan lagi sate ayam 20 tusuk cuma bayar 18ribu 🤤 https://t.co/THAwMIljs6,mumpung shopeefood lagi diskon nihh wkwk kapan lagi sate ayam tusuk cuma bayar ribu,mumpung shopeefood lagi potongan harga ini wkwk kapan lagi sate ayam tusuk hanya bayar ribu,mumpung shopeefood potongan harga wkwk sate ayam tusuk bayar ribu,"['mumpung', 'shopeefood', 'potong', 'harga', 'wkwk', 'sate', 'ayam', 'tusuk', 'bayar', 'ribu']",0,neutral,2.0
214,214,2021-12-26 12:31:36+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/AoMAZoFn0x,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
215,215,2021-12-26 12:31:30+00:00,Gimana gw mau ga jajan terus shopeefood bjingan diskonnya,gimana gw mau ga jajan terus shopeefood bjingan diskonnya,bagaimana saya mau tidak jajan terus shopeefood bjingan diskonnya,jajan shopeefood bjingan diskonnya,"['jajan', 'shopeefood', 'bjingan', 'diskon']",2,positive,2.0
216,216,2021-12-26 12:31:17+00:00,@ngalamfess Pesen cemilan seng garai mood booster. Biasae aku pesen banana nugget Switzerland ndek shopeefood.,pesen cemilan seng garai mood booster biasae aku pesen banana nugget switzerland ndek shopeefood,pesan cemilan seng garai mood booster biasae saya pesan banana nugget switzerland ndek shopeefood,pesan cemilan seng garai mood booster biasae pesan banana nugget switzerland ndek shopeefood,"['pesan', 'cemilan', 'seng', 'garai', 'mood', 'booster', 'biasae', 'pesan', 'banana', 'nugget', 'switzerland', 'ndek', 'shopeefood']",6,positive,2.0
217,217,2021-12-26 12:30:52+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/EflZeetBpX https://t.co/pMBKwJ3ggA,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
218,218,2021-12-26 12:27:57+00:00,"Mudah je u olls, jom order takoyaki by TAKOATOK 😋👍

@shopeefood
https://t.co/xyXEoSvu14

@grabfood… https://t.co/GIy5s3Quzl",mudah je olls jom order takoyaki by takoatok,mudah je olls jom order takoyaki by takoatok,mudah je olls jom order takoyaki by takoatok,"['mudah', 'je', 'olls', 'jom', 'order', 'takoyaki', 'by', 'takoatok']",4,positive,2.0
219,219,2021-12-26 12:27:52+00:00,"@ShopeeID @ShopeeCare @shopeefood_id 
Ini kenapa ya dari tadi shopee food nya gak bisa terus, dibatalkan sistem ter… https://t.co/x2ROtmhVSr",id ini kenapa ya dari tadi shopee food nya gak bisa terus dibatalkan sistem ter,id ini kenapa ya dari tadi shopee food nya tidak bisa terus dibatalkan sistem ter,id shopee food dibatalkan sistem ter,"['id', 'shopee', 'food', 'batal', 'sistem', 'ter']",-9,negative,0.0
220,220,2021-12-26 12:26:32+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/n6moeANTK4 https://t.co/qnNImtc52b,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
221,221,2021-12-26 12:25:56+00:00,"Kenapa waktu ketemu beda kek ""wah""
Dating app❎
Driver Shopeefood/go jek dkk ☑️
Udah dapt diskon makan, diskon penga… https://t.co/84EfK0P0hd",kenapa waktu ketemu beda kek wah dating app driver shopeefoodgo jek dkk udah dapt diskon makan diskon penga,kenapa waktu ketemu beda seperti wah dating aplikasi driver shopeefoodgo jek dkk sudah dapat potongan harga makan potongan harga penga,ketemu beda dating aplikasi driver shopeefoodgo jek dkk potongan harga makan potongan harga penga,"['ketemu', 'beda', 'dating', 'aplikasi', 'driver', 'shopeefoodgo', 'jek', 'dkk', 'potong', 'harga', 'makan', 'potong', 'harga', 'penga']",-2,negative,0.0
222,222,2021-12-26 12:25:15+00:00,Si paling sabar beli nasi goreng di shopeefood ngantrinya sejam,si paling sabar beli nasi goreng di shopeefood ngantrinya sejam,si paling sabar beli nasi goreng di shopeefood mengantrinya sejam,sabar beli nasi goreng shopeefood mengantrinya sejam,"['sabar', 'beli', 'nasi', 'goreng', 'shopeefood', 'antri', 'jam']",10,positive,2.0
223,223,2021-12-26 12:22:41+00:00,@RacunBelanja Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/Ne2R9C1TX5,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
224,224,2021-12-26 12:12:29+00:00,"RT @siomayjones2015: [ Siomay Ikan Tenggiri Asli 100% ]
💵 : Rp.13.000, - Rp.35.000
 📍  : Jl Melati no 10, atau ada juga di Sawojajar
☎️ : 0…",rt siomay ikan tenggiri asli rp rp jl melati no atau ada juga di sawojajar,rt siomay ikan tenggiri asli rupiah rupiah jalan melati no atau ada juga di sawojajar,siomay ikan tenggiri asli rupiah rupiah jalan melati no sawojajar,"['siomay', 'ikan', 'tenggiri', 'asli', 'rupiah', 'rupiah', 'jalan', 'melati', 'no', 'sawojajar']",2,positive,2.0
225,225,2021-12-26 12:10:40+00:00,@badguydevilss Kyknya ini cuman keitung dari shopeefood 🤣 https://t.co/4e9CCUVBRj,kyknya ini cuman keitung dari shopeefood,sepertinya ini cuman keitung dari shopeefood,cuman keitung shopeefood,"['cuman', 'keitung', 'shopeefood']",0,neutral,1.0
226,226,2021-12-26 12:10:27+00:00,"RT @Seeulatte2: Hari minggumu sepi ajaa? Nihh ditemenin Honey Latte sabii sih☺

Cek di Grabfood sekarang krn lagi ada disc.15%!🤗

Grabfood/…",rt hari minggumu sepi ajaa nihh ditemenin honey latte sabii sih cek di grabfood sekarang krn lagi ada disc grabfood,rt hari minggumu sepi aja ini ditemenin honey latte sabii sih cek di grabfood sekarang karena  lagi ada disc grabfood,minggumu sepi ditemenin honey latte sabii cek grabfood disc grabfood,"['minggu', 'sepi', 'ditemenin', 'honey', 'latte', 'sabi', 'cek', 'grabfood', 'disc', 'grabfood']",-7,negative,0.0
227,227,2021-12-26 12:09:34+00:00,Abang shopeefood napa ya yg dipoto sm yg dateng mukanya sering beda,abang shopeefood napa ya yg dipoto sm yg dateng mukanya sering beda,abang shopeefood kenapa ya yang dipoto sama yang dateng mukanya sering beda,abang shopeefood dipoto dateng mukanya beda,"['abang', 'shopeefood', 'dipoto', 'dateng', 'muka', 'beda']",0,neutral,1.0
228,228,2021-12-26 12:08:28+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/tb5tKstfCN,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
229,229,2021-12-26 12:06:33+00:00,*menunggu mas-mas Shopeefood dengan sabar*,menunggu masmas shopeefood dengan sabar,menunggu masmas shopeefood dengan sabar,menunggu masmas shopeefood sabar,"['tunggu', 'masmas', 'shopeefood', 'sabar']",6,positive,2.0
230,230,2021-12-26 12:06:31+00:00,"RT @Seeulatte2: Hari minggumu sepi ajaa? Nihh ditemenin Honey Latte sabii sih☺

Cek di Grabfood sekarang krn lagi ada disc.15%!🤗

Grabfood/…",rt hari minggumu sepi ajaa nihh ditemenin honey latte sabii sih cek di grabfood sekarang krn lagi ada disc grabfood,rt hari minggumu sepi aja ini ditemenin honey latte sabii sih cek di grabfood sekarang karena  lagi ada disc grabfood,minggumu sepi ditemenin honey latte sabii cek grabfood disc grabfood,"['minggu', 'sepi', 'ditemenin', 'honey', 'latte', 'sabi', 'cek', 'grabfood', 'disc', 'grabfood']",-7,negative,0.0
231,231,2021-12-26 12:05:30+00:00,"sayangnya jepara gaada shopeefood
bosok og🤧🤧🤧 https://t.co/uNHc1NG3mA",sayangnya jepara gaada shopeefood bosok og,sayangnya jepara tidak ada shopeefood bosok og,sayangnya jepara shopeefood bosok og,"['sayang', 'jepara', 'shopeefood', 'bosok', 'og']",3,positive,2.0
232,232,2021-12-26 12:04:57+00:00,"RT @siomayjones2015: [ Siomay Ikan Tenggiri Asli 100% ]
💵 : Rp.13.000, - Rp.35.000
 📍  : Jl Melati no 10, atau ada juga di Sawojajar
☎️ : 0…",rt siomay ikan tenggiri asli rp rp jl melati no atau ada juga di sawojajar,rt siomay ikan tenggiri asli rupiah rupiah jalan melati no atau ada juga di sawojajar,siomay ikan tenggiri asli rupiah rupiah jalan melati no sawojajar,"['siomay', 'ikan', 'tenggiri', 'asli', 'rupiah', 'rupiah', 'jalan', 'melati', 'no', 'sawojajar']",2,positive,2.0
233,233,2021-12-26 12:02:30+00:00,Udh lagi dibuat emosi sm dia ini lg mau berak tp pam nya mati mana lg pesen shopeefood mau gamau nunggu makanan dateng dulu😥😥,udh lagi dibuat emosi sm dia ini lg mau berak tp pam nya mati mana lg pesen shopeefood mau gamau nunggu makanan dateng dulu,sudah lagi dibuat emosi sama dia ini lagi mau berak tapi pam nya mati mana lagi pesan shopeefood mau tidak mau nunggu makanan dateng dulu,emosi berak pam mati pesan shopeefood nunggu makanan dateng,"['emosi', 'berak', 'pam', 'mati', 'pesan', 'shopeefood', 'nunggu', 'makan', 'dateng']",9,positive,2.0
234,234,2021-12-26 12:02:02+00:00,kalo shopeefood/gofood/grabfood kalian gratiss suka ga tega sm driver nya ga?,kalo shopeefoodgofoodgrabfood kalian gratiss suka ga tega sm driver nya ga,kalau shopeefoodgofoodgrabfood kalian gratis suka tidak tega sama driver nya tidak,shopeefoodgofoodgrabfood gratis suka tega driver,"['shopeefoodgofoodgrabfood', 'gratis', 'suka', 'tega', 'driver']",2,positive,2.0
235,235,2021-12-26 12:01:10+00:00,"Gofood grabfood shopeefood isine ayam geprek, mie ayam, bakso, nasgor, seblak dan kwetiau kan bingung meh makan pesen opo😭",gofood grabfood shopeefood isine ayam geprek mie ayam bakso nasgor seblak dan kwetiau kan bingung meh makan pesen opo,gofood grabfood shopeefood isine ayam geprek mie ayam bakso nasgor seblak dan kwetiau kan bingung meh makan pesan apa,gofood grabfood shopeefood isine ayam geprek mie ayam bakso nasgor seblak kwetiau bingung meh makan pesan,"['gofood', 'grabfood', 'shopeefood', 'isine', 'ayam', 'geprek', 'mie', 'ayam', 'bakso', 'nasgor', 'seblak', 'kwetiau', 'bingung', 'meh', 'makan', 'pesan']",-2,negative,2.0
236,236,2021-12-26 12:00:48+00:00,@ShopeeID Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/qemXLeqiDY,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
237,237,2021-12-26 11:55:59+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/kZmOqTdwUM,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
238,238,2021-12-26 11:54:17+00:00,@RacunBelanja Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/qemXLeqiDY,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
239,239,2021-12-26 11:46:53+00:00,"Shopeefood diskon 70% s.d 35k hahahaha, lgsg checkout tiga makanan gw...",shopeefood diskon k hahahaha lgsg checkout tiga makanan gw,shopeefood potongan harga ke hahahaha langsung checkout tiga makanan saya,shopeefood potongan harga hahahaha langsung checkout makanan,"['shopeefood', 'potong', 'harga', 'hahahaha', 'langsung', 'checkout', 'makan']",5,positive,2.0
240,240,2021-12-26 11:45:58+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/ECUlNV8jiF,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
241,241,2021-12-26 11:44:36+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/dPAy5AXXYc,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
242,242,2021-12-26 11:43:09+00:00,shopeefood tolong sediakan pembayaran tunai😓,shopeefood tolong sediakan pembayaran tunai,shopeefood tolong sediakan pembayaran tunai,shopeefood tolong sediakan pembayaran tunai,"['shopeefood', 'tolong', 'sedia', 'bayar', 'tunai']",9,positive,2.0
243,243,2021-12-26 11:43:01+00:00,@origguk aku pakee shopeefood ada kok,aku pakee shopeefood ada kok,saya pakee shopeefood ada kok,pakee shopeefood,"['pakee', 'shopeefood']",0,neutral,1.0
244,244,2021-12-26 11:41:48+00:00,@hikaruning 🤤buka shopeefood ada diskon 35rb kaa coba cek wkwk,buka shopeefood ada diskon rb kaa coba cek wkwk,buka shopeefood ada potongan harga rb kaa coba cek wkwk,buka shopeefood potongan harga rb kaa coba cek wkwk,"['buka', 'shopeefood', 'potong', 'harga', 'rb', 'kaa', 'coba', 'cek', 'wkwk']",2,positive,2.0
245,245,2021-12-26 11:41:17+00:00,Kapan nih di kediri ada #shopeefood ?? 🙄🙄🙄,kapan nih di kediri ada,kapan ini di kediri ada,kediri,['diri'],-1,negative,0.0
246,246,2021-12-26 11:36:47+00:00,"Bego banget!
CO di Shopee tapi pake alamat temen yg aku kirimin hampers natal lewat Shopeefood.
Udah ada 2 paket te… https://t.co/Uho4rYMen4",bego banget co di shopee tapi pake alamat temen yg aku kirimin hampers natal lewat shopeefood udah ada paket te,bodoh banget co di shopee tapi pakai alamat teman yang saya kirimin hampers natal lewat shopeefood sudah ada paket te,bodoh banget co shopee pakai alamat teman kirimin hampers natal shopeefood paket te,"['bodoh', 'banget', 'co', 'shopee', 'pakai', 'alamat', 'teman', 'kirimin', 'hampers', 'natal', 'shopeefood', 'paket', 'te']",1,positive,2.0
247,247,2021-12-26 11:36:16+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood kosong banyak https://t.co/itx9MCI1Jt https://t.co/A6raYr6wis,share amp makan gratis bareng teman di shopeefood kosong banyak,bagikan amp makan gratis bersama teman di shopeefood kosong banyak,bagikan makan gratis teman shopeefood kosong,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood', 'kosong']",3,positive,2.0
248,248,2021-12-26 11:30:42+00:00,"@sk8ddz coba pake shopeefood, ini juga di pesenin sama tante t____t",coba pake shopeefood ini juga di pesenin sama tante tt,coba pakai shopeefood ini juga di pesenin sama tante tt,coba pakai shopeefood pesenin tante tt,"['coba', 'pakai', 'shopeefood', 'senin', 'tante', 'tt']",0,neutral,2.0
249,249,2021-12-26 11:26:34+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/c489ysZfNq,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
250,250,2021-12-26 11:26:14+00:00,@taruyus @Whoismw Yuk yuk tahun depan shopeefood di byl🤲🏼,yuk yuk tahun depan shopeefood di byl,yuk yuk tahun depan shopeefood di byl,yuk yuk shopeefood byl,"['yuk', 'yuk', 'shopeefood', 'byl']",8,positive,2.0
251,251,2021-12-26 11:23:16+00:00,@infomalang min/followers spill dong nasgor sing haucek dan onok ndk shopeefood 😅 makasihh,minfollowers spill dong nasgor sing haucek dan onok ndk shopeefood makasihh,minfollowers spill dong nasgor orang haucek dan onok tidak shopeefood makasihh,minfollowers spill nasgor orang haucek onok shopeefood makasihh,"['minfollowers', 'spill', 'nasgor', 'orang', 'haucek', 'onok', 'shopeefood', 'makasihh']",0,neutral,1.0
252,252,2021-12-26 11:22:28+00:00,@shopeefood_id Min di Medan kok ga dapat driver ya sejak 12.12 sampe sekarang?,id min di medan kok ga dapat driver ya sejak sampe sekarang,id minimal di medan kok tidak dapat driver ya sejak sampai sekarang,id minimal medan driver,"['id', 'minimal', 'medan', 'driver']",-3,negative,0.0
253,253,2021-12-26 11:20:49+00:00,"Kacaunya @ShopeeID beli pulsa dari kemarin belum sampai, order makanan di @shopeefood_id titiknya melenceng lebih d… https://t.co/mo6hXnj5hb",kacaunya beli pulsa dari kemarin belum sampai order makanan di id titiknya melenceng lebih,kacaunya beli pulsa dari kemarin belum sampai order makanan di id titiknya melenceng lebih,kacaunya beli pulsa kemarin order makanan id titiknya melenceng,"['kacau', 'beli', 'pulsa', 'kemarin', 'order', 'makan', 'id', 'titik', 'lenceng']",-3,negative,0.0
