tweet_id,tweet_text,polarity
349,busy @ PPUKM with Dr Yamin..  http://irc.jombuatduit.net,positive
350,"RT @Crazy_Golfer: ""If you lose followers on #Twitter don't worry even Jesus lost followers"" ~Unknown #quote via @smqueue",neutral
351,"well tweeps, im off, i gotta have a shower then go get a haircut. good bye everyone ",positive
352,RT @Free_Nuttball: #fuckyoumean #Pittsburgh don't got the best #twitter.,neutral
353,I think I need to get laid. Sad revolution I had earlier rofl  http://twurl.nl/ibz2wb,negative
354,@DTizzler and it took me my entire walk to the train station to undo it ,negative
355,#Twitter'OFF,neutral
356,#TWITTER OFF.,neutral
357,Thank you @logoninjas for following us on #twitter - awesome name btw!,neutral
358,"@imbanditspal to each her own, I say!  ",positive
359,"lol, honeybaby, i sound like a ny-quil commercial. that word only looks right with a green background. i want to sleep but i can't ",negative
360,new to this omg ,positive
361,I'm goin 2 bed #TWITTER dead tonight,positive
362,No TravoRadio this morning. BlipFM is down. ,negative
363,#twitter off!!...,neutral
364,@GGGKeri completely agree...Fallout Boy = amazing ,positive
365,@DaveBos its okay ive done it once didnt but Wooo Stayed up longer then expected lol ,positive
366,Everyone be sure to follow me on #twitter @mellee_love and check out my boy @TheRealDWI CT stand up!!,neutral
367,@DonnieWahlberg Great words of wisdom D-Dub!! Now can you tell the doctor to let me have some alcohol &amp; caffeine!! ,positive
368,@Warlach Curse ye!! Have fun at it. I miss doing online PR for Paramount Pics ,negative
369,@ZackSiam you just might be the most influential man in the #twitter universe,neutral
370,@codelust the dvd is with me. will bring when we meet next ,positive
371,@Lilylauren I get sad when ppl shave their moustaches  I don't know if I'd cry about it tho,negative
372,Doing my taxes. Not in the best mood because of this ,negative
373,I'm going to love this season of the hills... I can tell!  Spartans sucked.    Goodnight!!,positive
374,@elmardc ok thanks elmar! ,positive
375,"@Staci_Marie I have to go outside to smoke, so I do that all the time. I live next door to a bar so the sounds aren't always soothing lol ",positive
376,Yahoo Profit Drops 26 Per Cent! http://t.co/7AdG1Hss #yahoo #microsoft,neutral
377,Missing the fab five ,negative
378,RT @wbasinger: RT @TeachHub: 50 Ways to Use #Twitter in the Classroom http://t.co/AFHx3m2n,neutral
379,"I'm so tired, have to get up and go in to school during holidays for the 3rd time  xxx",negative
380,night twittys! i hope to dream of  johnny depp again ,positive
381,~~~~&gt; RT @RealJaythoven #twitter and #Facebook gone get sumbody beat up mane everybody b so reckless,neutral
382,@yod9 Thanks tons man! Seems to b working  Now I must try it on my internet PC in the studio. Need to get u 2 work on my recording pc! ha!,positive
383,"Who will be our #Twitter #winner 4 #daytimewdonna giveaway for $100 this Fri. Tweet about our show, our guests, why you LOVE us use #dwd100",neutral
384,@Cezzadwen I think that it's pretty standard wherever you go?  Can't find it anywhere in Canberra yet ,negative
385,@WBPodcast Hells to the no.  I only room with @demmalition.  ,positive
386,Best night inna while :) #newbestfriends wish you kids had #Twitter #amaturehour,neutral
387,@D_REALRogers BE SLEEP N WHO NOEZ WHERE I BE BUT HOW IT's it U so called sleep but every 5 sec u got a new #twitter post up #btfu,neutral
388,Elvis isn't dead he just took home &quot;quote! MIB ,positive
389,@DanielCalderonL yeaah I hate that! ,negative
390,@Labrys67 the chat broked? ,negative
391,@darylsws  Morning  What's up?,positive
392,My #twitter age is 1 year 148 days 1 hour 15 minutes 56 seconds. Find out yours at http://t.co/hcR3FSpD #twittertime,neutral
393,working into the wee hours ,negative
394,RT @Charlielace: Instead of updating your #Twitter why don't you update your life!,neutral
395,@FallenStar1 YAY!!! (even if i can't go *pouts*) She's supporting morrissey on one of his CA shows too which makes me happy ,positive
396,Blackberry Bold and Kingston 8gb microsd card en route ,positive
397,@martiy ouchies.    have a good day .......and goodnight @SuperTim.,positive
398,It's a brand new day  Dr. Horrible is AWESOME!!! http://www.hulu.com/watch/28343/dr-horribles-sing-along-blog#s-p1-st-i0,positive
399,@jeanchia you're welcome dearie!  voted already! goodluck!,positive
400,is watching CSI : NY.  ) Excited for Lighting Workshop. ,positive
401,@indiblogger  do i neeI dotn get any comments and suggestions ,negative
402,Oh darn...it's mandy creed isnt it @jordar @mikerra ,negative
403,Do you Share More #jokes #quotes #music #photos or #news #articles on #Facebook or #Twitter?,neutral
404,@nateflynn go to twin peaks &amp; check out the view of SF    don't forget your jackets/hoodies!,positive
405,#Twitter Thank you.Read those great tweets.helps live better! :) Bows.,neutral
406,@TJ_Sopher damn right - the grill is always open down here ,positive
407,Just got back from the hospital. BF's nephew might have meningitis ,negative
408,leave approved! europe here i come  thanks singapore airlines for the cheap flights ,positive
409,@1an3 thank you!! I have to now do it all again today ,positive
410,RT Is @Wahooly the long awaited way to make clear the ROI of #Twitter? http://t.co/rjY5WGr0 #socialmedia /via @socialmedia2day #gosocial,neutral
411,"#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: â€œSometimes, Youâ€™re Luckyâ€ http://t.co/D0u2o9nZ",neutral
412,"The worst part about laundry is: the longer that you wait to do it, the more unpleasant it becomes. ",negative
413,"@ZappoMan oh, your tweet was about weapons? That's covered by Pandora's Box - can't uninvent it, leaving us all with MAD ",negative
414,@spencerordonez although we have lot work to do and cannot wait to start this project ,negative
415,JUST realized im talking to no one... ,negative
416,"Whatta mess! We should have won this! Anyways, not bad after all! We won another series abroad. ",positive
417,#2000tweets !!!! #milestone #twitter,neutral
418,#Apple vs #Microsoft: Two Opposite Approaches to Building an OS http://t.co/ZAMoDZ9O #Windows8 #OSX #iOS5,neutral
419,RT @twinkleG_ray: Quit acting all hard. It's only #twitter,neutral
420,"@RyanStar  Hey Ryan, just thought I'd say that u put on a great show in Radford Sunday night, &amp; I'm so glad I got to meet you! ",positive
421,@ChoChoMojo  Goodnight Miss Q  you take care  ,positive
422,"@StacieLane Oh...well, never mind then.  lol But what if a guy you really liked had a mama like that?",positive
423,I have a new background  It didn't exactly work how I wanted but I was bored with the old one.,positive
424,@missoliviaa nooo brat. to the west coast hahaa quite making me sad ,negative
425,"@ddlovato heydemi  whats up? haha, i just wanted to say i love you music and your a really talented person. love to hear from you &lt;3",positive
426,"@wigsie I do too, but I seemed to have missed this one.   It's a  double feature tonight, On the Waterfront and Casablanca. ",positive
427,@ParadoxicalMike yes... our is under lock and key... we are guarded by the mighty #Microsoft.... unlike #google with it's androids,neutral
428,My #twitter age is 1 year 65 days 18 hours 47 minutes 24 seconds. Find out yours at http://t.co/tQMSBDrx #twittertime,neutral
429,Blip.fm is undergoing maintenance.  http://blip.fm/,negative
430,"Ballmer On Not Buying Yahoo: â€œSometimes Youâ€™re Luckyâ€: Speaking today at Web 2.0, #Microsoftâ€¦ http://t.co/KOt83DxF",neutral
431,This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/Qcih8fjg #apple #microsoft,neutral
432,"@BenFolds p.s. I would have never used the word ""playa"" over ""player"" if #Twitter wasn't so restrictive...",neutral
433,"wow! i got sick out of nowhere  and now i cant think straight....and mtv hasnt posted the hills online, wtf!",negative
434,@EvilUnicorn im not on aim rn ,negative
435,Jasmine and Bohdi are here for the holidays!! ,positive
436,im going to danniis party nd im gona dress up as a giant duck  yaay!!,positive
437,"I'm going so good without myspace, msn and stuff ",positive
438,"Good morning, hope everyone is feeling better than me.... this cold has really got hold now ",negative
439,Ballmer: Weâ€™re beating Google in the cloud http://t.co/YFAmguRF #ballmer #google #microsoft #cloud,neutral
440,@NickityNatNat Color it purple! ,positive
441,What is the difference between #twitter and #googleplus??,neutral
442,@IamTinaThompson @JudgeGregMathis is on #twitter also!!,neutral
443,Sooooooo busy right now. Have a lot of custom orders to catch up on! Haven't blogged since the 31st.  There aren't enough hrs in a day! ;),negative
444,"@Steve_Buscemi And the weather in England, at this hour of the morning (6:47 am) is cool, gloomy &amp; crap. YOU have a nice day, mate! ",positive
445,Tweet number 1000 shout out to all my followers #Twitter,neutral
446,making dinner with my son ,positive
447,i feel lonely today.... ,negative
448,"@jia_zhen it's an odd little thing isn't it, 'is it from another planet?'.... but i think i like it ",positive
449,RT @MonicaaC_: Damn tired! .. Need some rest! Night #twitter,neutral
450,CE-Oh no he didn't: Steve Ballmer lays into Android http://t.co/uTmHyIFD #microsoft #ballmer #android,neutral
451,"Love having access to a research machine with 4 quad core 64 bit opterons, and 60 gigs of ram ",positive
452,@thalovebug ,positive
453,Thinking of pay day.....another 3 weeks to go  lol,negative
454,"@scarletjac thanks, I know that video is harrowing, especially the last 2 minutes  I must admit I cried",negative
455,@wolfsoul Thanks!  ,positive
456,#twitter OFF&lt;3,neutral
457,rufus rufus rufus! Bloody Brillaint!!!! Shame my mum is such a miserable crab or i could liten to him while i work ,negative
458,BRB #twitter;p,positive
459,@mari_chiquitita nice pics from last years festival. How about we plan to meet there next year! ,positive
460,brb going to Ireland ,positive
461,#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/znFYtK9P @mashable #social,neutral
462,#twitter and #Facebook gone get sumbody beat up mane everybody b so reckless,neutral
463,Good night #Twitter and #TheLegionoftheFallen.  5:45am cimes awfully early!,neutral
464,"@GABBYiSACTiVE mmmmmm coffee please, LOL ",positive
465,these #chickz on #twitter stay with they #mommy,neutral
466,Got the vocals done! now time for the best part: the music track or bed! whichever you wanna call it lol ,positive
467,has realized that twitter is getting more attention from her mama then she is....hahaha  LAME!,negative
468,@berofx: good luck with your challenge ,positive
469,agghhhh  looosing my mind!!!!,positive
470,gud mrng #twitter & all my frnds too. ;),neutral
471,@Obamaphile @vegascharlieb your not in #twitter jail again r u ?,neutral
472,Good Night #Twitter && #TwitterTweeters :),neutral
473,"@rootbeerfloats8 Nah, Gee will reply to me whenever he wishes. His birthday is coming up, so I have something that will make him smile. ",positive
474,@bustxamovex i love you ,positive
475,"I'm at work, and I'm sick.. And its helluva lot todo. This blows. ",negative
476,Computer/internet is hating me tonight... I swear. And I can't find my USB cord for my sidekick ,negative
477,is losing her hubby for a week tomorrow for work.  Easter and all ,negative
478,just got back from starbucks.. tried the tea with lemonade very good  miss gg already. 1st one!,positive
479,am trying to fit all my stuff in a tiny bag so i can take it on as hand luggage. dont think its gonna work ,negative
480,wont get any rudd money   for those in doubt... http://calculators.ato.gov.au/scripts/axos/axos.asp?CONTEXT=&amp;KBS=ESB.xr4&amp;go=ok,negative
481,gosh...it makes me sad when people don't give God a chance ,negative
482,@dk_emmanuel Solomon was supposed to be wise - but 3000 wives - I'm thinking not ,positive
483,#Niggas on here talking bout sharing one condom with his boy to run a train on the same girl only on #twitter you #nasty muthafucka,neutral
484,"Good morning world, couldn't sleep tonight  Copenhagen doesn't want to leave my head...",negative
485,#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extendedâ€¦ http://t.co/NWLalDdd,neutral
486,"3,2,1,0 #Twitter OFF",neutral
487,i want my money from kevo to hurry up ,negative
488,@ashleeadams doesn't make you look fat at all man. Good photo. ,positive
489,@Prince_P follow me chris!! ,neutral
490,Going to sleep... hoping to wake up and tommorow will be Wednesday instead of Tuesday... I really don't want to go to work ,negative
491,@adamdexter i can't wait to see you buddy ,negative
492,@ColorBakery http://twurl.cc/qs4 Try this page ,positive
493,does anyone else get the 'milky white film of business' with Visual Studio? #vs2010 #microsoft,neutral
494,"@reznik360 @bonbonfire another fun confab, no matter what comes of it. i wish i hadn't worked until 9. i'm gonna miss next week, though. ",negative
495,@realchrissystar I'm sure if I saw you I'd think you're way little! ,positive
496,"How to Keep Up With Over 100,000 #Twitter Followers http://t.co/XD5GST4L for those of you with this many tweeps rock on, i'm not there YET=)",neutral
497,goodnight all &lt;3 goin to bed gotta get up early and get the fuck out of town tomorrow  canada here  I come,positive
498,"ok so the twilight book is pretty addicting, chapter 6, now its time for some sleep.. Good Night Tweeps ",positive
499,#microsoft #edu Microsoft's Kinect brings 'playful learning' to the Xbox 360 - The Guardian http://t.co/MW22MJOG,neutral
500,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 26,neutral
