,Tweets,Case_Folding;;;;;;
5233,shopeefood dh ada di samarinda kah!????!??? tp di aplikasi nya gd knp,shopeefood dh ada di samarinda kah!????!??? tp di aplikasi nya gd knp;;;;;;
5234,Ada yang bisa cv dari gopay ke shopeefood? #zonaba #zonauang,ada yang bisa cv dari gopay ke shopeefood? #zonaba #zonauang;;;;;;
5235,@FOODFESS2 Di shopeefood gak ada keterangan rujak cingur campur buah ternyata pas dateng campur buah. https://t.co/QEehmkcks0,@foodfess2 di shopeefood gak ada keterangan rujak cingur campur buah ternyata pas dateng campur buah. https://t.co/qeehmkcks0;;;;;;
5236,Makan Gratis Bareng Teman di ShopeeFood https://t.co/PklMst58TT,makan gratis bareng teman di shopeefood https://t.co/pklmst58tt;;;;;;
5237,Semoga bulan depan shopeefood ada di Pare 🙏🙏🙏🙏,semoga bulan depan shopeefood ada di pare 🙏🙏🙏🙏;;;;;;
"5238,""Enaknya pakai ShopeeFood, tiap hari ada voucher 👍"",""enaknya pakai shopeefood, tiap hari ada voucher 👍""";;;;;;
"5239,""@arsalfy Berarti mending parken, soalnya udh ada shopeefood wkwkwk"",""@arsalfy berarti mending parken, soalnya udh ada shopeefood wkwkwk""";;;;;;
5240,Shopeefood baru buka di kotaku gamau bakar duit gede-gedean apa ya. Kok promonya dikit tumben,shopeefood baru buka di kotaku gamau bakar duit gede-gedean apa ya. kok promonya dikit tumben;;;;;;
5241,Makan Gratis Bareng Teman di ShopeeFood https://t.co/NTbvgewjuk https://t.co/jrcXDRCq2L,makan gratis bareng teman di shopeefood https://t.co/ntbvgewjuk https://t.co/jrcxdrcq2l;;;;;;
5242,Makan Gratis Bareng Teman di ShopeeFood https://t.co/NTbvgewjuk https://t.co/3zzcqOhH8M,makan gratis bareng teman di shopeefood https://t.co/ntbvgewjuk https://t.co/3zzcqohh8m;;;;;;
5243,Makan Gratis Bareng Teman di ShopeeFood https://t.co/tMhiJNyg8z https://t.co/SqywLQaP1E,makan gratis bareng teman di shopeefood https://t.co/tmhijnyg8z https://t.co/sqywlqap1e;;;;;;
5244,Makan Gratis Bareng Teman di ShopeeFood https://t.co/m7GuqJ2vRU https://t.co/stMAQeNpEN,makan gratis bareng teman di shopeefood https://t.co/m7guqj2vru https://t.co/stmaqenpen;;;;;;
5245,Makan Gratis Bareng Teman di ShopeeFood https://t.co/1GK3eMSual,makan gratis bareng teman di shopeefood https://t.co/1gk3emsual;;;;;;
"5246,""@dinisahh17_ shopeefood in saya aja mbak, ditempat saya ada shopeefood wkwk🤣🤣"",""@dinisahh17_ shopeefood in saya aja mbak, ditempat saya ada shopeefood wkwk🤣🤣""";;;;;;
"5247,""@bandooy @fachrozi @AbangojolBOTak @gojekindonesia Iya mas. Awalnya juga kena 20%, makin rame makin naik.";;;;;;
Shopeefood yg masih 25%;;;;;;
;;;;;;
Makanya harganya di naikin sebesar pajak. Pernah dikomplain kok harga beda jauh di outlet dibilang tidak jujur dsb 😂;;;;;;
"Pengennya kan ya harga sama, tp pihak gojk ata grbnya yg maksa naik dgn naikin adm"",""@bandooy @fachrozi @abangojolbotak @gojekindonesia iya mas. awalnya juga kena 20%, makin rame makin naik.";;;;;;
shopeefood yg masih 25%;;;;;;
;;;;;;
makanya harganya di naikin sebesar pajak. pernah dikomplain kok harga beda jauh di outlet dibilang tidak jujur dsb 😂;;;;;;
"pengennya kan ya harga sama, tp pihak gojk ata grbnya yg maksa naik dgn naikin adm""";;;;;;
"5248,""geh! pengen nyobain jajan di shopeefood tapi kok diskon nya belom segede kota laen ya:""""))"",""geh! pengen nyobain jajan di shopeefood tapi kok diskon nya belom segede kota laen ya:""""))""";;;;;;
"5249,""Miedes DPR Dopinarak - Jetis sekarang ada di ShopeeFood! Pesan Sekarang, langsung diantar. https://t.co/eiLuu1D55Q https://t.co/Sant0t2DYp"",""miedes dpr dopinarak - jetis sekarang ada di shopeefood! pesan sekarang, langsung diantar. https://t.co/eiluu1d55q https://t.co/sant0t2dyp""";;;;;;
5250,Mau pesen shopeefood tp ujan trus bentar lg magrib tp udh laper bgtttt,mau pesen shopeefood tp ujan trus bentar lg magrib tp udh laper bgtttt;;;;;;
5251,@bbangricc ribet gaksi mesen di shopeefood?,@bbangricc ribet gaksi mesen di shopeefood?;;;;;;
"5252,""YANG MAU LAGI JOIN SINII🥺🥺";;;;;;
;;;;;;
"Makan Gratis Bareng Teman di ShopeeFood https://t.co/HcNMBz7Qj9"",""yang mau lagi join sinii🥺🥺";;;;;;
;;;;;;
"makan gratis bareng teman di shopeefood https://t.co/hcnmbz7qj9""";;;;;;
"5253,""Tadi pagi ngomong """"pokoknya aku mau diet supaya body ku kayak tamara dai"""". Siangnya di kantor """"shopeefood-bittersweet by najla-promo"""". Sebuwaah serita."",""tadi pagi ngomong """"pokoknya aku mau diet supaya body ku kayak tamara dai"""". siangnya di kantor """"shopeefood-bittersweet by najla-promo"""". sebuwaah serita.""";;;;;;
"5254,""Promo....";;;;;;
Hanya di Ni Boba BRAWIJAYA - MOJOKERTO;;;;;;
Silahkan cek di :;;;;;;
#GrabFood #GoFood #ShopeeFood;;;;;;
;;;;;;
#1111BigDeals #ShopeePay #shopeeID;;;;;;
#PromoShopee #PromoShopeePay #ShopeePay1111 #InfoPromo;;;;;;
#ShopeeFood;;;;;;
#KirimTandaSayang;;;;;;
#GrabYourGifts;;;;;;
#Makathon;;;;;;
#GrabFoodMulai10rb;;;;;;
"#GoFoodinAja https://t.co/YIdOHGwRja"",""promo....";;;;;;
hanya di ni boba brawijaya - mojokerto;;;;;;
silahkan cek di :;;;;;;
#grabfood #gofood #shopeefood;;;;;;
;;;;;;
#1111bigdeals #shopeepay #shopeeid;;;;;;
#promoshopee #promoshopeepay #shopeepay1111 #infopromo;;;;;;
#shopeefood;;;;;;
#kirimtandasayang;;;;;;
#grabyourgifts;;;;;;
#makathon;;;;;;
#grabfoodmulai10rb;;;;;;
"#gofoodinaja https://t.co/yidohgwrja""";;;;;;
"5255,""Shopeefood soon lebih kejem. Masih baakr duwit aja dia, nikmatin. https://t.co/7Ih2awwQrI"",""shopeefood soon lebih kejem. masih baakr duwit aja dia, nikmatin. https://t.co/7ih2awwqri""";;;;;;
"5256,""@FrahmahHAE benerr, Cobain croffle nya jugaaa enak Dan pas sama kopsus nya. Kalo kamu pesen di shopeefood lagi promo hehe"",""@frahmahhae benerr, cobain croffle nya jugaaa enak dan pas sama kopsus nya. kalo kamu pesen di shopeefood lagi promo hehe""";;;;;;
5257,Makan Gratis Bareng Teman di ShopeeFood https://t.co/PdqyOdrcxc https://t.co/DPye2ue0U2,makan gratis bareng teman di shopeefood https://t.co/pdqyodrcxc https://t.co/dpye2ue0u2;;;;;;
5258,Ihhhhhh knp sih promoan shopeefood skrg gabisa dipake di mcd hadeeeeeh,ihhhhhh knp sih promoan shopeefood skrg gabisa dipake di mcd hadeeeeeh;;;;;;
5259,Makan Gratis Bareng Teman di ShopeeFood https://t.co/rMe4ULE0SW,makan gratis bareng teman di shopeefood https://t.co/rme4ule0sw;;;;;;
5260,@ightadori itu shopeefood trs nanti km search makanannyaa https://t.co/0Fab3MpNcy,@ightadori itu shopeefood trs nanti km search makanannyaa https://t.co/0fab3mpncy;;;;;;
5261,@RacunBelanja Makan Gratis Bareng Teman di ShopeeFood https://t.co/SMkDxqArRB,@racunbelanja makan gratis bareng teman di shopeefood https://t.co/smkdxqarrb;;;;;;
5262,Daftar shopeefood lagi daftar maxim mau daftar lalamove riweh pake kk segala,daftar shopeefood lagi daftar maxim mau daftar lalamove riweh pake kk segala;;;;;;
5263,2 jam mikir gofood sm shopeefood ujung2nya gajadi karena bingung..,2 jam mikir gofood sm shopeefood ujung2nya gajadi karena bingung..;;;;;;
"5264,""@yantiii_JK09 Alamat kakakku di Bogor 😂";;;;;;
"Kemarin abis kesana trus pesen shopeefood trus otomatis alamat sana jadi alamat utama gitudeh. Trus kemarin co pas kerja jadi gak fokus 🤧🤧🤧🤧"",""@yantiii_jk09 alamat kakakku di bogor 😂";;;;;;
"kemarin abis kesana trus pesen shopeefood trus otomatis alamat sana jadi alamat utama gitudeh. trus kemarin co pas kerja jadi gak fokus 🤧🤧🤧🤧""";;;;;;
5265,Makan Gratis Bareng Teman di ShopeeFood https://t.co/Pvc5nmL0s2 https://t.co/1Ga1InJ6h9,makan gratis bareng teman di shopeefood https://t.co/pvc5nml0s2 https://t.co/1ga1inj6h9;;;;;;
"5266,""Guis lagi bm richeese, pengen nyobain promo gojek masi ada ga sih? Di dom sender belum ada shopeefood, liat di grab tadi promonya cuma 15rb, di gojek masih ada gaa promoannya?"",""guis lagi bm richeese, pengen nyobain promo gojek masi ada ga sih? di dom sender belum ada shopeefood, liat di grab tadi promonya cuma 15rb, di gojek masih ada gaa promoannya?""";;;;;;
"5267,""Rek, ndang rek, mampir ke Depot Sari Rasa 1972 plus Sate Ayam Ponorogo Pak, Diskon 60% Shopeefood, camilannya ada Ququru plus, enak ini gaez. https://t.co/3hIDxTiGk4"",""rek, ndang rek, mampir ke depot sari rasa 1972 plus sate ayam ponorogo pak, diskon 60% shopeefood, camilannya ada ququru plus, enak ini gaez. https://t.co/3hidxtigk4""";;;;;;
"5268,""Not gonna brag";;;;;;
"Tapi, inilah kenapa kalo pesen gofood atau grabfood atau shopeefood sebisa mungkin selalu ngasi tips uang tunai minimal 5000 https://t.co/nE9CQB5QLH"",""not gonna brag";;;;;;
"tapi, inilah kenapa kalo pesen gofood atau grabfood atau shopeefood sebisa mungkin selalu ngasi tips uang tunai minimal 5000 https://t.co/ne9cqb5qlh""";;;;;;
"5269,""gabung sini🥺";;;;;;
;;;;;;
"Makan Gratis Bareng Teman di ShopeeFood https://t.co/UwwptnAcfT https://t.co/un6qQU3MUQ"",""gabung sini🥺";;;;;;
;;;;;;
"makan gratis bareng teman di shopeefood https://t.co/uwwptnacft https://t.co/un6qqu3muq""";;;;;;
5270,Pengen shopeefood tp bingung mau beli apa :) pen beli makanan ringan gitu buat ngemil,pengen shopeefood tp bingung mau beli apa :) pen beli makanan ringan gitu buat ngemil;;;;;;
"5271,""@frhnrmdhaaan @haifykia @xanxkrystal @sbyfess mjb kak, maaf tanya kan diskon di shopeefood lumayan banyak ya, nah itu yg masuk ke driver harga asli atau harga after diskon?"",""@frhnrmdhaaan @haifykia @xanxkrystal @sbyfess mjb kak, maaf tanya kan diskon di shopeefood lumayan banyak ya, nah itu yg masuk ke driver harga asli atau harga after diskon?""";;;;;;
5272,@adisdvn Enaknya ada shopeefood😭😭,@adisdvn enaknya ada shopeefood😭😭;;;;;;
"5273,""@nikenteki Hidup dikota jogja membuatku boros, karena promo shopeefood dan bakol jajal sing masoook kabeh"",""@nikenteki hidup dikota jogja membuatku boros, karena promo shopeefood dan bakol jajal sing masoook kabeh""";;;;;;
"5274,""@fatmazhaang Mauuu buatt jajan shopeefood hehe.";;;;;;
Semogaaa segala urusan ka fatmaa dimudahkan&amp;"dilancarkan selalu rezekinyaa. Aamiin💖💖"",""@fatmazhaang mauuu buatt jajan shopeefood hehe.";;;;;
semogaaa segala urusan ka fatmaa dimudahkan&amp;"dilancarkan selalu rezekinyaa. aamiin💖💖""";;;;;
5275,@AbangojolBOTak dsni gada shopeefood:( paling banyak ya grab.. tapi grab restonya masang harga lebih ga ngotak lagi. harga asli di warungnya 19.000 di aplikasi 31.000 :) promo nya cmn ada yg 35% atau 30% dmna cuman cukup buat ngecover ongkir 🤣,@abangojolbotak dsni gada shopeefood:( paling banyak ya grab.. tapi grab restonya masang harga lebih ga ngotak lagi. harga asli di warungnya 19.000 di aplikasi 31.000 :) promo nya cmn ada yg 35% atau 30% dmna cuman cukup buat ngecover ongkir 🤣;;;;;;
"5276,""Baru sadar kalau jajan di shopeefood (atau di food app yg lain), pas beli banyak jadi lebih murah :|"",""baru sadar kalau jajan di shopeefood (atau di food app yg lain), pas beli banyak jadi lebih murah :|""";;;;;;
5277,Makan Gratis Bareng Teman di ShopeeFood https://t.co/1dJqHaVIJD https://t.co/DorSmkmzib,makan gratis bareng teman di shopeefood https://t.co/1djqhavijd https://t.co/dorsmkmzib;;;;;;
5278,Makan Gratis Bareng Teman di ShopeeFood https://t.co/bVsCh4tC4Q https://t.co/iFQ7BzR2FG,makan gratis bareng teman di shopeefood https://t.co/bvsch4tc4q https://t.co/ifq7bzr2fg;;;;;;
"5279,""Habis tracking keuangan. Ternyata habis di shopeefood, gofood sama grabfood. Parah!🤦🏻‍♀️"",""habis tracking keuangan. ternyata habis di shopeefood, gofood sama grabfood. parah!🤦🏻‍♀️""";;;;;;
5280,WOI murah bgt shopeefood anjir aku br pertama pake emg semurah ini ap #bye g0fud https://t.co/gTW4WNT6OW,woi murah bgt shopeefood anjir aku br pertama pake emg semurah ini ap #bye g0fud https://t.co/gtw4wnt6ow;;;;;;
"5281,""Mau ajak siapa makan crospy sebanyak inii, hhmmm ...yummy 😋🤗";;;;;;
.;;;;;;
Jangan lupa langsung order ya😉;;;;;;
.;;;;;;
Ojek Online Kita Stby untuk kamu biar banyak diskon;;;;;;
"Gofood , Grabfood, ShopeeFood ,Traveloka Eats https://t.co/owSX5FzCnv"",""mau ajak siapa makan crospy sebanyak inii, hhmmm ...yummy 😋🤗";;;;;;
.;;;;;;
jangan lupa langsung order ya😉;;;;;;
.;;;;;;
ojek online kita stby untuk kamu biar banyak diskon;;;;;;
"gofood , grabfood, shopeefood ,traveloka eats https://t.co/owsx5fzcnv""";;;;;;
"5282,""MULAI DARI 6 rb buat manisin harimu 🍵";;;;;;
Mumpung ada promo ☕️;;;;;;
Ongkir cuma 7K seJKT 💚;;;;;;
Cus ke ig @/tehdanco.klat;;;;;;
Bisa via ShopeeFood Gofood;;;;;;
"Fess https://t.co/43XLbvqeqr"",""mulai dari 6 rb buat manisin harimu 🍵";;;;;;
mumpung ada promo ☕️;;;;;;
ongkir cuma 7k sejkt 💚;;;;;;
cus ke ig @/tehdanco.klat;;;;;;
bisa via shopeefood gofood;;;;;;
"fess https://t.co/43xlbvqeqr""";;;;;;
5283,Makan Gratis Bareng Teman di ShopeeFood https://t.co/5PUeOdisfH https://t.co/41lH677Jze,makan gratis bareng teman di shopeefood https://t.co/5pueodisfh https://t.co/41lh677jze;;;;;;
"5284,""guys itu di shopeefood kan ada diskon 100% &amp";" gratis ongkir, itu beneran diskon?"",""guys itu di shopeefood kan ada diskon 100% &amp";" gratis ongkir, itu beneran diskon?""";;;;
5285,hari ini shopeefood kacang ijo lagi :(((,hari ini shopeefood kacang ijo lagi :(((;;;;;;
"5286,""@evylagi @gapernahpulang Kalo pas rame rame enak, pas sendiri dah shopeefood aja dah wkwk"",""@evylagi @gapernahpulang kalo pas rame rame enak, pas sendiri dah shopeefood aja dah wkwk""";;;;;;
5287,Makan Gratis Bareng Teman di ShopeeFood https://t.co/R3sEbqUaHe https://t.co/1UJCp3LdGO,makan gratis bareng teman di shopeefood https://t.co/r3sebquahe https://t.co/1ujcp3ldgo;;;;;;
"5288,""@AbangojolBOTak Dengerin tuh @gojekindonesia , kalau gini customer berasa jadi beban anjir.. Mening order di @shopeefood_id aje lah"",""@abangojolbotak dengerin tuh @gojekindonesia , kalau gini customer berasa jadi beban anjir.. mening order di @shopeefood_id aje lah""";;;;;;
"5289,""Justru itu saya pake shopeefood mas, biar yg punya gojek rugi!! https://t.co/JIB9RjZSGc"",""justru itu saya pake shopeefood mas, biar yg punya gojek rugi!! https://t.co/jib9rjzsgc""";;;;;;
5290,@mal_kamal007 Discountsnya mantep bener di shopeefood emang,@mal_kamal007 discountsnya mantep bener di shopeefood emang;;;;;;
"5291,""@FOODFESS2 Agak sadfood, tepungnya keras bgt, ayamnya ga juicy, harganya mayan. Untung dpt diskon di shopeefood https://t.co/nijAGgnQHh"",""@foodfess2 agak sadfood, tepungnya keras bgt, ayamnya ga juicy, harganya mayan. untung dpt diskon di shopeefood https://t.co/nijaggnqhh""";;;;;;
5292,@Iqlimaula dari juhur fak jelajah shopeefood,@iqlimaula dari juhur fak jelajah shopeefood;;;;;;
"5293,""@sengtenang_ @cinnamongirlc Gak mau lah. Mosok judulnya """"Tutorial Tuyul Akun Driver Shopeefood Milik Suami"""""",""@sengtenang_ @cinnamongirlc gak mau lah. mosok judulnya """"tutorial tuyul akun driver shopeefood milik suami""""""";;;;;;
5294,yaallah ujan deres kasian pak driver shopeefood ku😭🙏,yaallah ujan deres kasian pak driver shopeefood ku😭🙏;;;;;;
"5295,""BEAR BOBBA LOWOKWARU / BLIMBING";;;;;;
;;;;;;
Boba Double Salted Caramel  15K #BigCup22oz;;;;;;
50% Disc #ShopeeFood #GrabFood #GoFood;;;;;;
;;;;;;
https://t.co/6fplAdGVlD;;;;;;
;;;;;;
#InfoKulinerMalang;;;;;;
#LaporLaper;;;;;;
#KulinerHitsMalang;;;;;;
#MalangCulinary;;;;;;
#BobaMalang;;;;;;
#KopiMalang ;;;;;;
#EsTehMalang;;;;;;
#MojitoMalang;;;;;;
#Grab;;;;;;
#GoJek;;;;;;
"#Shopee https://t.co/tHUf526T68"",""bear bobba lowokwaru / blimbing";;;;;;
;;;;;;
boba double salted caramel  15k #bigcup22oz;;;;;;
50% disc #shopeefood #grabfood #gofood;;;;;;
;;;;;;
https://t.co/6fpladgvld;;;;;;
;;;;;;
#infokulinermalang;;;;;;
#laporlaper;;;;;;
#kulinerhitsmalang;;;;;;
#malangculinary;;;;;;
#bobamalang;;;;;;
#kopimalang ;;;;;;
#estehmalang;;;;;;
#mojitomalang;;;;;;
#grab;;;;;;
#gojek;;;;;;
"#shopee https://t.co/thuf526t68""";;;;;;
"5296,""jual vc / voucher / promo shopeefood";;;;;;
disc 100% minbel 40rb, max disc 40rb (mcd, chatime);;;;;;
disc 100% minbel 30rb, max disc 30rb;;;;;;
disc 100% minbel 0, max disc 25rb (Jabodetabek);;;;;;
disc 100% minbel 0, max disc 20rb (Bandung);;;;;;
"fee 7k/vc #zonauang #zonaba #zonabu #zonajajan #gofood"",""jual vc / voucher / promo shopeefood";;;;;;
disc 100% minbel 40rb, max disc 40rb (mcd, chatime);;;;;;
disc 100% minbel 30rb, max disc 30rb;;;;;;
disc 100% minbel 0, max disc 25rb (jabodetabek);;;;;;
disc 100% minbel 0, max disc 20rb (bandung);;;;;;
"fee 7k/vc #zonauang #zonaba #zonabu #zonajajan #gofood""";;;;;;
5297,Makan Gratis Bareng Teman di ShopeeFood https://t.co/b2C3XdLmiU,makan gratis bareng teman di shopeefood https://t.co/b2c3xdlmiu;;;;;;
5298,-rek aku lg mood mam yg manis2 ada rekomendasi jajanan atau dessert yg ada di gojek/grab/shopeefood? TIA,-rek aku lg mood mam yg manis2 ada rekomendasi jajanan atau dessert yg ada di gojek/grab/shopeefood? tia;;;;;;
5299,#zonauang voucher gratong sama voucher shopeefood marii di angkut🔥 https://t.co/Rpyc7WFsVS,#zonauang voucher gratong sama voucher shopeefood marii di angkut🔥 https://t.co/rpyc7wfsvs;;;;;;
5300,please lah semua makanan disini bs masuk shopeefood aja gak 🥲🤩 wk,please lah semua makanan disini bs masuk shopeefood aja gak 🥲🤩 wk;;;;;;
5301,@FOOD_FESS Mentok sampe 20k sih kalau pakai shopeefood,@food_fess mentok sampe 20k sih kalau pakai shopeefood;;;;;;
5302,Makan Gratis Bareng Teman di ShopeeFood https://t.co/lRWIH2fXWW https://t.co/M9e8yQLfgA,makan gratis bareng teman di shopeefood https://t.co/lrwih2fxww https://t.co/m9e8yqlfga;;;;;;
"5303,""Memang aku register shopeefood jela lepas ni, grabexpress ni memang lancau"",""memang aku register shopeefood jela lepas ni, grabexpress ni memang lancau""";;;;;;
"5304,""jual / wts vc / voucher promo mcd shopeefood / shopee food, diskon 100% sd 40k, contoh pemakaian vc ada di pict, fee 10k #zonaba #zonajajan #zonabu #zonauang #gofood https://t.co/XHzmRWvGhs"",""jual / wts vc / voucher promo mcd shopeefood / shopee food, diskon 100% sd 40k, contoh pemakaian vc ada di pict, fee 10k #zonaba #zonajajan #zonabu #zonauang #gofood https://t.co/xhzmrwvghs""";;;;;;
5305,Makan Gratis Bareng Teman di ShopeeFood https://t.co/5PUeOdisfH https://t.co/7zlLgKlRze,makan gratis bareng teman di shopeefood https://t.co/5pueodisfh https://t.co/7zllgklrze;;;;;;
5306,@undipmenfess bisa klaim voucher di menu voucher gituu. kalo gak buka shopeefood trus buka resto yg mana aja gitu ntar paling atas bakal muncul voucher2nya trus diklaim aja semua ada s&amp;k nya jugaa,@undipmenfess bisa klaim voucher di menu voucher gituu. kalo gak buka shopeefood trus buka resto yg mana aja gitu ntar paling atas bakal muncul voucher2nya trus diklaim aja semua ada s&amp;k nya jugaa;;;;
"5307,""WOHOOOOO!! AYAM GULAI MCD BALIK LAGI!! Wah, siapa yg disini udah kangen banget sama Ayam Gulai McDonald's? Ngacung!";;;;;;
;;;;;;
Buruan yuk pesan sekarang! Berlaku untuk Dine In, Take Away, Drive Thru, McDelivery atau GrabFood, GoFood dan ShopeeFood.;;;;;;
;;;;;;
"#mcdonalds #giladiskon https://t.co/wEtWV1JwlW"",""wohooooo!! ayam gulai mcd balik lagi!! wah, siapa yg disini udah kangen banget sama ayam gulai mcdonald's? ngacung!";;;;;;
;;;;;;
buruan yuk pesan sekarang! berlaku untuk dine in, take away, drive thru, mcdelivery atau grabfood, gofood dan shopeefood.;;;;;;
;;;;;;
"#mcdonalds #giladiskon https://t.co/wetwv1jwlw""";;;;;;
"5308,""@shopeefood_id min mohon di bantu tindak lanjuti kasus ku ";;;;;;
"sampai hari ini aku blm terima makanan,driver tidak mau mengantar ke tempat makanan malah di buang di parkiran untuk nomer pesanan ini 754782058408960182 @shopeefood_id"",""@shopeefood_id min mohon di bantu tindak lanjuti kasus ku ";;;;;;
"sampai hari ini aku blm terima makanan,driver tidak mau mengantar ke tempat makanan malah di buang di parkiran untuk nomer pesanan ini 754782058408960182 @shopeefood_id""";;;;;;
"5309,""Jadi QA nya @ShopeeID shopeefood, mohon dibantu ini transparansi sistem ratingnya buat drivernya min,, https://t.co/HYAoLOimZC"",""jadi qa nya @shopeeid shopeefood, mohon dibantu ini transparansi sistem ratingnya buat drivernya min,, https://t.co/hyaoloimzc""";;;;;;
5310,Markicob jajan di shopeefood https://t.co/l1tkbiHGIT,markicob jajan di shopeefood https://t.co/l1tkbihgit;;;;;;
"5311,""@miss_deactivate @rakhmania @pagesofsinner @FancystuffI @FOODFESS2 iyaa, kalo harga aku kurang tau yaaa. ini yang japanese cheesecake di foto sender di shopeefood sama gofood harganya 39.600, kalau di toko offline nya aku kurang tauu. harusnya sih kalo online lebih mahal karna ada biaya admin dll (?)"",""@miss_deactivate @rakhmania @pagesofsinner @fancystuffi @foodfess2 iyaa, kalo harga aku kurang tau yaaa. ini yang japanese cheesecake di foto sender di shopeefood sama gofood harganya 39.600, kalau di toko offline nya aku kurang tauu. harusnya sih kalo online lebih mahal karna ada biaya admin dll (?)""";;;;;;
"5312,""@xanxkrystal @sbyfess oalah itu yang di atas pake shopeefood toh kirain pake gofood wkwk, anyway thankyouu😭😭"",""@xanxkrystal @sbyfess oalah itu yang di atas pake shopeefood toh kirain pake gofood wkwk, anyway thankyouu😭😭""";;;;;;
5313,Akhirnya area rumahku ada shopeefood 😆 https://t.co/QJbQnZxUrK,akhirnya area rumahku ada shopeefood 😆 https://t.co/qjbqnzxurk;;;;;;
"5314,""@haifykia @jonaminnn @sbyfess mjb, kalo aku sih biasanya shopeepay nder soalnya ini pke shopeefood";;;;;;
"gatau kalo gopay"",""@haifykia @jonaminnn @sbyfess mjb, kalo aku sih biasanya shopeepay nder soalnya ini pke shopeefood";;;;;;
"gatau kalo gopay""";;;;;;
5315,Guis promo di shopeefood itu bikin dompet hemat banget ya :) https://t.co/NLty1rgDjw,guis promo di shopeefood itu bikin dompet hemat banget ya :) https://t.co/nlty1rgdjw;;;;;;
5316,Makan Gratis Bareng Teman di ShopeeFood https://t.co/lczE3wtAth https://t.co/lPz3lYGhv1,makan gratis bareng teman di shopeefood https://t.co/lcze3wtath https://t.co/lpz3lyghv1;;;;;;
5317,kak sy mau shopeefood saranin sy kak makan apa 🤔,kak sy mau shopeefood saranin sy kak makan apa 🤔;;;;;;
"5318,""Enaknya varian namazu sushi roll di Ichiban Sushi harus kamu cobain langsung.";;;;;;
;;;;;;
Buruan langsung ke Ichiban Sushi aja daripada ngiler terus 🤤 atau kamu juga bisa langsung pesen menu Ichiban Sushi dari Grabfood, Gofood dan Shopeefood ya 😆;;;;;;
;;;;;;
"Ichiban Sushi 4th Floor Baywalk Mall https://t.co/cFL5LxUkNz"",""enaknya varian namazu sushi roll di ichiban sushi harus kamu cobain langsung.";;;;;;
;;;;;;
buruan langsung ke ichiban sushi aja daripada ngiler terus 🤤 atau kamu juga bisa langsung pesen menu ichiban sushi dari grabfood, gofood dan shopeefood ya 😆;;;;;;
;;;;;;
"ichiban sushi 4th floor baywalk mall https://t.co/cfl5lxuknz""";;;;;;
"5319,""@jackass09 anterin kue, tapi bilangnya bu yayah yang pesen shopeefood"",""@jackass09 anterin kue, tapi bilangnya bu yayah yang pesen shopeefood""";;;;;;
5320,akhirnua ada rica rica setelah sekian lama cari di grabfood dan shopeefood,akhirnua ada rica rica setelah sekian lama cari di grabfood dan shopeefood;;;;;;
5321,Makan Gratis Bareng Teman di ShopeeFood https://t.co/2S1bBEOCOx https://t.co/5XBS56dK7D,makan gratis bareng teman di shopeefood https://t.co/2s1bbeocox https://t.co/5xbs56dk7d;;;;;;
5322,Makan Gratis Bareng Teman di ShopeeFood https://t.co/2S1bBEOCOx https://t.co/Ab0AyKlaHg,makan gratis bareng teman di shopeefood https://t.co/2s1bbeocox https://t.co/ab0ayklahg;;;;;;
5323,shopeefood stop ngasih voc diskon 15ribu tiap hari gw jd pengen jajan terus fak,shopeefood stop ngasih voc diskon 15ribu tiap hari gw jd pengen jajan terus fak;;;;;;
"5324,""@ddidadong_ @Arianasabela256 @FOOD_FESS Mjb, bisa kok. Dibagian FAQ shopeefood kalo gak salah. Pernah soalnya pesen McD ada menu yg kurang, lapor di shopeefood emang lama si prosesnya, tp trus ditanganin. Biasanya si pengembalian dana kalo gak restonya inisiatif kirim kekurangannya"",""@ddidadong_ @arianasabela256 @food_fess mjb, bisa kok. dibagian faq shopeefood kalo gak salah. pernah soalnya pesen mcd ada menu yg kurang, lapor di shopeefood emang lama si prosesnya, tp trus ditanganin. biasanya si pengembalian dana kalo gak restonya inisiatif kirim kekurangannya""";;;;;;
5325,gak berlaku buat @nprmndhn yang prioritas pengeluarannya grabfood/shopeefood https://t.co/Z63L4O3xCF,gak berlaku buat @nprmndhn yang prioritas pengeluarannya grabfood/shopeefood https://t.co/z63l4o3xcf;;;;;;
"5326,""@FOODFESS2 Gacoan cabang manapun selalu rame nder..tp tergantung daerahnya jg ada yg walaupun rame, pelayanannya tetep satset cekatan jd ga antri lama..enak lg beli di shopeefood/gofood/grabfood aja"",""@foodfess2 gacoan cabang manapun selalu rame nder..tp tergantung daerahnya jg ada yg walaupun rame, pelayanannya tetep satset cekatan jd ga antri lama..enak lg beli di shopeefood/gofood/grabfood aja""";;;;;;
"5327,""maluu bgt tapi ngakak 10menit, w prnh mesenin ni orang shopeefood trs alamatnya lupa gue delete dari shopee w, dan bsa bsanya gue mesen barang lupa check lg alamatnya😭 mananya rumahnya jauh bgt di cakung😭😭😭 menertawai kebodohan diri sendiri https://t.co/eajaLhgaRE"",""maluu bgt tapi ngakak 10menit, w prnh mesenin ni orang shopeefood trs alamatnya lupa gue delete dari shopee w, dan bsa bsanya gue mesen barang lupa check lg alamatnya😭 mananya rumahnya jauh bgt di cakung😭😭😭 menertawai kebodohan diri sendiri https://t.co/eajalhgare""";;;;;;
"5328,""BEAR BOBBA LOWOKWARU";;;;;;
