,Unnamed: 0,Created_At,Tweets,Case_Folding,Clean_Data,sentiment,label
214,1519,2021-10-22 05:08:07+00:00,"Saatnya Geprek Bensu atasi rasa laparmu😋😋
.
Yuk order Geprek Bensu, banyak banget promo yang bisa kamu nikmati loh🤩
.
Bisa datang ke outlet Geprek Bensu langsung atau order via Grabfood, Gofood, Shopeefood &amp; EatsbyTraveloka ya😉
.
#geprekbensu #senangprodukindonesia #opp https://t.co/2cqXpj5V24","saatnya geprek bensu atasi rasa laparmu😋😋
.
yuk order geprek bensu, banyak banget promo yang bisa kamu nikmati loh🤩
.
bisa datang ke outlet geprek bensu langsung atau order via grabfood, gofood, shopeefood &amp; eatsbytraveloka ya😉
.
#geprekbensu #senangprodukindonesia #opp https://t.co/2cqxpj5v24",geprek bensu atasi laparmu yuk order geprek bensu banget promo nikmati loh outlet geprek bensu order via grabfood gofood shopeefood amp eatsbytraveloka,2,positif
215,1520,2021-10-22 05:07:33+00:00,@Fachrizaalll @shopeefood_id nahlohh,@fachrizaalll @shopeefood_id nahlohh,id nahlohh,0,netral
216,1521,2021-10-22 05:03:42+00:00,yaallah mau shopeefood tp spay gue kurang 200perak doang sedih bgt wkwkwkwkk😭😭😭😭😭,yaallah mau shopeefood tp spay gue kurang 200perak doang sedih bgt wkwkwkwkk😭😭😭😭😭,yaallah shopeefood spay perak doang sedih banget wkwkwkwkk,-2,negatif
217,1522,2021-10-22 04:55:14+00:00,Sekarang aku punya pekerjaan! Yeayyyy. Driver shopeefood😝,sekarang aku punya pekerjaan! yeayyyy. driver shopeefood😝,pekerjaan yeayyyy driver shopeefood,3,positif
218,1523,2021-10-22 04:45:57+00:00,"Kenape sih drtd dpt resto gabener di shopeefood.
Lg ngidam keju eh dikasi coklat.
Jauh amat bedanyaaa.
🥲🥲🥲 https://t.co/Gw4h8PUnwU","kenape sih drtd dpt resto gabener di shopeefood.
lg ngidam keju eh dikasi coklat.
jauh amat bedanyaaa.
🥲🥲🥲 https://t.co/gw4h8punwu",kenape sih dari tadi resto gabener shopeefood ngidam keju eh dikasi coklat bedanyaaa,-8,negatif
219,1524,2021-10-22 04:40:17+00:00,"Tanggal tua tetep bisa makan dan jajan enak di #ShopeePayDay! 🤪

Apapun rasanya bisa kamu nikmatin promo FLASH SALE RP1, SHOPEEPAY SERBA RP10, dan juga SHOPEEFOOD DISKON 75%.

Cus, cek infonya di https://t.co/Nbzr1MGBep
#ShopeePayDay #ShopeePay #ShopeeID #PromoShopee https://t.co/XjBBhJrclk","tanggal tua tetep bisa makan dan jajan enak di #shopeepayday! 🤪

apapun rasanya bisa kamu nikmatin promo flash sale rp1, shopeepay serba rp10, dan juga shopeefood diskon 75%.

cus, cek infonya di https://t.co/nbzr1mgbep
#shopeepayday #shopeepay #shopeeid #promoshopee https://t.co/xjbbhjrclk",tanggal tua makan jajan enak apapun nikmatin promo flash sale rp shopeepay serba rp shopeefood diskon cus cek infonya,-7,negatif
220,1525,2021-10-22 04:36:54+00:00,Ketagihan pesan makan di shopeefood deh akuu😭😭,ketagihan pesan makan di shopeefood deh akuu😭😭,ketagihan pesan makan shopeefood deh akuu,0,netral
221,1526,2021-10-22 04:36:45+00:00,"Niat shopeefood tapi saldo kurang gope anjir
Literally 500 perakkk wkwkwk","niat shopeefood tapi saldo kurang gope anjir
literally 500 perakkk wkwkwk",niat shopeefood saldo gope anjing literally perakkk wkwkwk,1,positif
222,1527,2021-10-22 04:32:28+00:00,gila shopeefood banyak bgt promonya ga kaya grab boongan sue,gila shopeefood banyak bgt promonya ga kaya grab boongan sue,gila shopeefood banget promonya ga kaya grab boongan sue,2,positif
223,1528,2021-10-22 04:31:14+00:00,"@ssefnum Di shopeefood tiap hari diskon kok, aku saranin bube!","@ssefnum di shopeefood tiap hari diskon kok, aku saranin bube!",shopeefood diskon saranin bube,2,positif
224,1529,2021-10-22 04:22:16+00:00,"@haneeepie oalahh, outlet janjiw toast di deket rumahku blm ada di shopeefood 🥲","@haneeepie oalahh, outlet janjiw toast di deket rumahku blm ada di shopeefood 🥲",oalahh outlet janjiw toast deket rumahku shopeefood,4,positif
225,1530,2021-10-22 04:16:36+00:00,"WTS VOUCHER SHOPEE
Ready gratis ongkir
Ready shopee food
S&amp;K dm ajaa, bisa cek harga duluu yaa~
gass dm ajaa, fee murce!

t. wtb wts need ada mau jual beli vc voucher voc gratong shopee minbel 0 shopee food shopeefood

#zonauang  #zonajajan https://t.co/WMKzbH69oP","wts voucher shopee
ready gratis ongkir
ready shopee food
s&amp;k dm ajaa, bisa cek harga duluu yaa~
gass dm ajaa, fee murce!

t. wtb wts need ada mau jual beli vc voucher voc gratong shopee minbel 0 shopee food shopeefood

#zonauang  #zonajajan https://t.co/wmkzbh69op",wts voucher shopee ready gratis ongkos kirim ready shopee food sampk dm ajaa cek harga duluu yaa gass dm ajaa fee murce t wtb wts need jual beli vc voucher voc gratong shopee minbel shopee food shopeefood,16,positif
226,1531,2021-10-22 04:16:25+00:00,Pengen Yoshinoya tapi budgetku lagi Hokben diskon ShopeeFood.,pengen yoshinoya tapi budgetku lagi hokben diskon shopeefood.,pengen yoshinoya budgetku hokben diskon shopeefood,5,positif
227,1532,2021-10-22 04:08:27+00:00,haloo aku ada voucher shopeefood potongan 25k 18k samaa 15k fee nyaa 2k-5k yaa #zonauang #zonajajan #zonaba https://t.co/vu3Ib7WRjW,haloo aku ada voucher shopeefood potongan 25k 18k samaa 15k fee nyaa 2k-5k yaa #zonauang #zonajajan #zonaba https://t.co/vu3ib7wrjw,haloo voucher shopeefood potongan samaa fee nyaa kakak yaa,4,positif
228,1533,2021-10-22 03:58:31+00:00,ada tak jual cake kat shopeefood ni tibeh rasa nak makan kek,ada tak jual cake kat shopeefood ni tibeh rasa nak makan kek,tidak jual cake kat shopeefood tibeh nak makan,0,netral
229,1534,2021-10-22 03:53:54+00:00,@jojlicht @FOOD_FESS biasa beli yg sushi attack ichikuma di shopeefood,@jojlicht @food_fess biasa beli yg sushi attack ichikuma di shopeefood,fess beli sushi attack ichikuma shopeefood,2,positif
230,1535,2021-10-22 03:51:04+00:00,"auto shopeefood weh hari2, nasib murah sbb free delivery and banyak diskaun https://t.co/15r5kV8kkv","auto shopeefood weh hari2, nasib murah sbb free delivery and banyak diskaun https://t.co/15r5kv8kkv",auto shopeefood weh nasib murah sebagai berikut free delivery and diskaun,3,positif
231,1536,2021-10-22 03:40:25+00:00,"Besok kalo punya rumah, g mau tinggal di desa ah. Soalnya g bisa ngerasain promo shopeefood dan makanan enak lainnya","besok kalo punya rumah, g mau tinggal di desa ah. soalnya g bisa ngerasain promo shopeefood dan makanan enak lainnya",besok rumah g desa ah g ngerasain promo shopeefood makanan enak,15,positif
232,1537,2021-10-22 03:37:16+00:00,icm venti myr15 je dekat shopeefood,icm venti myr15 je dekat shopeefood,icm venti myr je shopeefood,0,netral
233,1538,2021-10-22 03:33:15+00:00,"@ShopeeID @Frizzy7296 Hai admin, ini kok pendapatan resto shopeefood ga di transfer2 ya? Katanya 2-5 hari kerja jg ga di transfer2 nih, sampe bingung muter uang buat modal🙌🏻","@shopeeid @frizzy7296 hai admin, ini kok pendapatan resto shopeefood ga di transfer2 ya? katanya 2-5 hari kerja jg ga di transfer2 nih, sampe bingung muter uang buat modal🙌🏻",hai admin pendapatan resto shopeefood ga transfer katanya kerja ga transfer bingung muter uang modal,8,positif
234,1539,2021-10-22 03:31:04+00:00,"Hola holaaa holaaaaa! Happy banget nih ya menyambut weekend 😍

Biar jumatnya makin semangat, yuk pesen @nasgortiarbah kemayoran 🔥🔥🔥

Gofood ✅
Grabfood ✅
Shopeefood ✅ https://t.co/oSdkWTqFd2","hola holaaa holaaaaa! happy banget nih ya menyambut weekend 😍

biar jumatnya makin semangat, yuk pesen @nasgortiarbah kemayoran 🔥🔥🔥

gofood ✅
grabfood ✅
shopeefood ✅ https://t.co/osdkwtqfd2",hola holaaa holaaaaa bahagia banget menyambut weekend biar jumatnya semangat yuk pesen kemayoran gofood grabfood shopeefood,19,positif
235,1540,2021-10-22 03:30:05+00:00,"khusus shopeefood karenaa kaloo menang hexa langsung pesenin darii aplikasi punyaa hexa yaa. 
jadii siapinn alamat yg jelas ajaa (privasi aman, no bocor sepertii no drop) 
tidak bisaa diuangkan mohon maaf🙏🏻

endnyaa habis jum'atan yaa sekitar jam 1! 

goodluck🤍🤍🤍","khusus shopeefood karenaa kaloo menang hexa langsung pesenin darii aplikasi punyaa hexa yaa. 
jadii siapinn alamat yg jelas ajaa (privasi aman, no bocor sepertii no drop) 
tidak bisaa diuangkan mohon maaf🙏🏻

endnyaa habis jum'atan yaa sekitar jam 1! 

goodluck🤍🤍🤍",shopeefood karenaa kaloo menang hexa pesenin darii aplikasi punyaa hexa yaa jadii siapinn alamat ajaa privasi aman bocor sepertii drop tidak bisaa diuangkan mohon maaf endnyaa habis jumatan yaa jam goodluck,-1,negatif
236,1541,2021-10-22 03:28:37+00:00,@pinnepel_pipel aduh gatau tu bu marni ada di shopeefood mending ke tempat langsung,@pinnepel_pipel aduh gatau tu bu marni ada di shopeefood mending ke tempat langsung,pipel aduh gatau tu bu marni shopeefood lebih baik,4,positif
237,1542,2021-10-22 03:24:37+00:00,"@hexAphroditee udah, udah ada shopeefood","@hexaphroditee udah, udah ada shopeefood",shopeefood,0,netral
238,1543,2021-10-22 03:23:26+00:00,"@hexAphroditee udah banyak shopeefood disini, tp belum pernah coba make shopeefood","@hexaphroditee udah banyak shopeefood disini, tp belum pernah coba make shopeefood",shopeefood disini coba make shopeefood,2,positif
239,1544,2021-10-22 03:22:56+00:00,"ok ok ini beneran hahaha. 

karena jumat berkah, hexa(+ sponsor) mau beliin kopii/jajan buat 4 orang yang rep tweet ini yaa! 

syaratnya cuma di daerah rumahnya udah ada shopeefood ajaa. 
rep bebas, hexa pilih random pakai tools kok jadii fair and square! 

good luck 🤍🤍🤍 https://t.co/NFO2jsDQxf","ok ok ini beneran hahaha. 

karena jumat berkah, hexa(+ sponsor) mau beliin kopii/jajan buat 4 orang yang rep tweet ini yaa! 

syaratnya cuma di daerah rumahnya udah ada shopeefood ajaa. 
rep bebas, hexa pilih random pakai tools kok jadii fair and square! 

good luck 🤍🤍🤍 https://t.co/nfo2jsdqxf",ok ok beneran hahaha jumat berkah hexa sponsor belikan kopiijajan rep tweet yaa syaratnya daerah rumahnya shopeefood ajaa rep bebas hexa pilih random pakai tools jadii fair and square good luck,24,positif
240,1545,2021-10-22 03:18:36+00:00,"@favoojekey di shopeefood setiap hari ada kak, di grab juga biasanya ada coba cek disini @RacunBelanja","@favoojekey di shopeefood setiap hari ada kak, di grab juga biasanya ada coba cek disini @racunbelanja",shopeefood kak grab coba cek disini,-2,negatif
241,1546,2021-10-22 03:17:42+00:00,@favoojekey aku biasanya banyak di grab/shopeefood si mutt,@favoojekey aku biasanya banyak di grab/shopeefood si mutt,grabshopeefood si mutt,0,netral
242,1547,2021-10-22 03:16:41+00:00,@undipmenfess Sayang banget di rumahku g ada shopeefood,@undipmenfess sayang banget di rumahku g ada shopeefood,sayang banget rumahku g shopeefood,7,positif
243,1548,2021-10-22 03:06:54+00:00,"Liat croissant geprek di shopeefood, sebiji 20rb 

Ga dulu deh wkwk https://t.co/RNQoz0RZkh","liat croissant geprek di shopeefood, sebiji 20rb 

ga dulu deh wkwk https://t.co/rnqoz0rzkh",lihat croissant geprek shopeefood sebiji rb ga deh wkwk,-2,negatif
244,1549,2021-10-22 03:04:59+00:00,di daeraah kaliaan udaah ada shopeefood beloom?,di daeraah kaliaan udaah ada shopeefood beloom?,daeraah kaliaan udaah shopeefood beloom,0,netral
245,1550,2021-10-22 02:59:41+00:00,"@jill_bobby THIS

Senja nitip lapak jualan Senja : Ricebox Wagyu, available di Jakarta dsk, bisa dipesan via GoFood/GrabFood/ShopeeFood (search : senjayummy). https://t.co/WPUxf5jlBM","@jill_bobby this

senja nitip lapak jualan senja : ricebox wagyu, available di jakarta dsk, bisa dipesan via gofood/grabfood/shopeefood (search : senjayummy). https://t.co/wpuxf5jlbm",bobby this senja nitip lapak jualan senja ricebox wagyu available jakarta dsk dipesan via gofoodgrabfoodshopeefood search senjayummy,1,positif
246,1551,2021-10-22 02:59:06+00:00,"@aan__ Serem ya Kak 🥴🥴

Senja nitip lapak jualan Senja : Ricebox Wagyu, available di Jakarta dsk, bisa dipesan via GoFood/GrabFood/ShopeeFood (search : senjayummy). https://t.co/pJulKzMm6R","@aan__ serem ya kak 🥴🥴

senja nitip lapak jualan senja : ricebox wagyu, available di jakarta dsk, bisa dipesan via gofood/grabfood/shopeefood (search : senjayummy). https://t.co/pjulkzmm6r",serem kak senja nitip lapak jualan senja ricebox wagyu available jakarta dsk dipesan via gofoodgrabfoodshopeefood search senjayummy,-4,negatif
247,1552,2021-10-22 02:57:39+00:00,"Gak usah takut sama tanggal tua, soalnya ada #SHOPEEPAYDAY yang bikin tanggal tua tetep happy! 😝😘

Cuma sampai 24 Oktober, nikmati FLASH SALE RP1, SHOPEEFOOD DISKON 75%, sampai SHOPEEPAY SERBA RP10!

Cus, cek https://t.co/Nbzr1MGBep yaa.
#ShopeePay #ShopeeID #PromoShopee https://t.co/Of19ESfMzk","gak usah takut sama tanggal tua, soalnya ada #shopeepayday yang bikin tanggal tua tetep happy! 😝😘

cuma sampai 24 oktober, nikmati flash sale rp1, shopeefood diskon 75%, sampai shopeepay serba rp10!

cus, cek https://t.co/nbzr1mgbep yaa.
#shopeepay #shopeeid #promoshopee https://t.co/of19esfmzk",tidak perlu takut tanggal tua bikin tanggal tua bahagia oktober nikmati flash sale rp shopeefood diskon shopeepay serba rp cus cek yaa,-12,negatif
248,1553,2021-10-22 02:57:23+00:00,"Pengen selat solo bgt, ada yg pernah beli di grab food/gofood/ shopeefood ga?","pengen selat solo bgt, ada yg pernah beli di grab food/gofood/ shopeefood ga?",pengen selat solo banget beli grab foodgofood shopeefood ga,2,positif
249,1554,2021-10-22 02:56:35+00:00,ShopeeFood andalanku selama di Jogja,shopeefood andalanku selama di jogja,shopeefood andalanku jogja,5,positif
250,1555,2021-10-22 02:01:53+00:00,@dontbesyai Bismillah bantu @upnormalgang jemput rezeki biar dapet shopeefood wkwk,@dontbesyai bismillah bantu @upnormalgang jemput rezeki biar dapet shopeefood wkwk,bismillah bantu jemput rezeki biar shopeefood wkwk,11,positif
251,1556,2021-10-22 01:53:38+00:00,shopee kenapa dom ku tidak ada shopeefood?? @ShopeeID,shopee kenapa dom ku tidak ada shopeefood?? @shopeeid,shopee dom ku tidak shopeefood,0,netral
252,1557,2021-10-22 01:52:01+00:00,"shopeefood bnr2 menopang hidup anak kos, seengganya buat sekarang krn promonya masi murah hati xixixi &lt;3 https://t.co/M1FX4BamXp","shopeefood bnr2 menopang hidup anak kos, seengganya buat sekarang krn promonya masi murah hati xixixi &lt;3 https://t.co/m1fx4bamxp",shopeefood bnr menopang anak kos seengganya promonya masi murah hati tertawa lt,7,positif
253,1558,2021-10-22 01:43:51+00:00,"@FFOODFESS Di shopeefood juga bisa nder, bisa 20k an versi yg lain 😅","@ffoodfess di shopeefood juga bisa nder, bisa 20k an versi yg lain 😅",shopeefood nder an versi,0,netral
254,1559,2021-10-22 01:23:52+00:00,"@arrasyyyy Kak rrrra ayo ke dom gwen..
Ntar beli shopeefood banyak2 😘😘","@arrasyyyy kak rrrra ayo ke dom gwen..
ntar beli shopeefood banyak2 😘😘",kak rrrra ayo dom gwen beli shopeefood,6,positif
255,1560,2021-10-22 01:16:42+00:00,"@inganggita suami : gojek
istri : shopeefood
compare harga dan promo

simple sebenarnya, tapi memakan waktu 30 menitan 😂

urusan perut buatku, tidak sesimple gambaran pria di atas wkwk.","@inganggita suami : gojek
istri : shopeefood
compare harga dan promo

simple sebenarnya, tapi memakan waktu 30 menitan 😂

urusan perut buatku, tidak sesimple gambaran pria di atas wkwk.",suami gojek istri shopeefood compare harga promo simple memakan menitan urusan perut buatku tidak sesimple gambaran pria wkwk,11,positif
256,1561,2021-10-22 00:58:03+00:00,Pagi ini diawali dengan salah mencet lokasi shopeefood. MARAAAAAAH.,pagi ini diawali dengan salah mencet lokasi shopeefood. maraaaaaah.,pagi diawali salah mencet lokasi shopeefood maraaaaaah,-1,negatif
257,1562,2021-10-22 00:50:04+00:00,Shopeefood aja apa ya :(,shopeefood aja apa ya :(,shopeefood,0,netral
258,1563,2021-10-22 00:06:35+00:00,ShopeeFood dah tak bagi voucher ke???,shopeefood dah tak bagi voucher ke???,shopeefood deh tidak voucher,-3,negatif
259,1564,2021-10-21 23:32:42+00:00,"@babucats @mouldie_sep Jujur aku masih pake titidije, biasanya kalau order shopeefood atau gofood mesti bilang gt ke kurirnya 🙂","@babucats @mouldie_sep jujur aku masih pake titidije, biasanya kalau order shopeefood atau gofood mesti bilang gt ke kurirnya 🙂",sep jujur pakai titidije order shopeefood gofood mesti bilang kurirnya,1,positif
260,1565,2021-10-21 23:22:57+00:00,"pagi pagi : ""rekomen shopeefood"" aslii dari kemarin mau jajan gatau apaan hshshs","pagi pagi : ""rekomen shopeefood"" aslii dari kemarin mau jajan gatau apaan hshshs",pagi pagi rekomen shopeefood aslii jajan gatau hshshs,3,positif
261,1566,2021-10-21 21:39:33+00:00,Hayo seng senengane tuku mangan bareng gae gofood/grabfood/shopeefood ojo lali split bill,hayo seng senengane tuku mangan bareng gae gofood/grabfood/shopeefood ojo lali split bill,hayo seng senengane tuku mangan bareng gae gofoodgrabfoodshopeefood ojo lali split bill,3,positif
262,1567,2021-10-21 21:35:16+00:00,"@Shafasyaya hai kak, mohon maaf atas ketidaknyamanannya. terkait kendala kakak bisa infokan nomor pesanan ShopeeFood tersebut melalui DM agar bisa aku bantu cek ya kak. ditunggu 🙏 ^CK","@shafasyaya hai kak, mohon maaf atas ketidaknyamanannya. terkait kendala kakak bisa infokan nomor pesanan shopeefood tersebut melalui dm agar bisa aku bantu cek ya kak. ditunggu 🙏 ^ck",hai kak mohon maaf ketidaknyamanannya terkait kendala kakak infokan nomor pesanan shopeefood dm bantu cek kak ditunggu ck,4,positif
263,1568,2021-10-21 21:00:16+00:00,@bogorfess_ gojek aja/shopeefood,@bogorfess_ gojek aja/shopeefood,gojek ajashopeefood,0,netral
264,1569,2021-10-21 19:29:38+00:00,"Jangan lupa klaim Voucher ShopeeFood kamu hari ini 

https://t.co/tCA2ilgUvH","jangan lupa klaim voucher shopeefood kamu hari ini 

https://t.co/tca2ilguvh",lupa klaim voucher shopeefood,4,positif
265,1570,2021-10-21 19:15:40+00:00,"Pesen makan terlama di @shopeefood_id @ShopeeID awalnya mesen lele goreng tiba tiba abis terpaksa harus ganti ayam goreng nambah 5ribu lagi mana duit lagi pas pasan tinggal segitu segitunya, di cancel gak bisa https://t.co/RaFnCmE9nn","pesen makan terlama di @shopeefood_id @shopeeid awalnya mesen lele goreng tiba tiba abis terpaksa harus ganti ayam goreng nambah 5ribu lagi mana duit lagi pas pasan tinggal segitu segitunya, di cancel gak bisa https://t.co/rafncme9nn",pesen makan terlama id mesen lele goreng habis terpaksa ganti ayam goreng nambah duit pas pasan segitu segitunya cancel tidak,1,positif
266,1571,2021-10-21 18:46:29+00:00,"ada orderan shopeefood di warung gue,  ternyata drivernya msi kelas 11 dan dia ngalong pdhl paginya sekolah. dan kerennya, pas mau pergi anter pesenan dia pamitan salim dulu sm ayah ibuk. semangat cari cuan adeeeek!👍","ada orderan shopeefood di warung gue,  ternyata drivernya msi kelas 11 dan dia ngalong pdhl paginya sekolah. dan kerennya, pas mau pergi anter pesenan dia pamitan salim dulu sm ayah ibuk. semangat cari cuan adeeeek!👍",orderan shopeefood warung drivernya msi kelas ngalong pdhl paginya sekolah kerennya pas pergi pesanan pamitan salim ayah ibuk semangat cari cuan adeeeek,14,positif
267,1572,2021-10-21 17:55:03+00:00,@___mouraa Xiboba tuh lagi buy 1 get 1 croffle terus pake voucher shopeefood cuma 40an,@___mouraa xiboba tuh lagi buy 1 get 1 croffle terus pake voucher shopeefood cuma 40an,mouraa xiboba tuh buy get croffle pakai voucher shopeefood an,3,positif
268,1573,2021-10-21 17:12:16+00:00,@bdngfess cukup.. shopeefood grabfood banyak promo di bdg,@bdngfess cukup.. shopeefood grabfood banyak promo di bdg,shopeefood grabfood promo bandung,2,positif
269,1574,2021-10-21 17:03:27+00:00,@skinsmoothiara @shopeefood_id Tunggu aku balik ntar kita jajan muterin smg😭,@skinsmoothiara @shopeefood_id tunggu aku balik ntar kita jajan muterin smg😭,id tunggu jajan muterin smg,1,positif
270,1575,2021-10-21 16:56:18+00:00,Mau shopeefood es.teh tp jauhh bngttttttt masa mahalan ongkirnya drpd minumannya sy sballlllll😕😕😕😕😕,mau shopeefood es.teh tp jauhh bngttttttt masa mahalan ongkirnya drpd minumannya sy sballlllll😕😕😕😕😕,shopeefood esteh jauhh bngttttttt mahalan ongkirnya drpd minumannya sballlllll,-2,negatif
271,1576,2021-10-21 16:54:31+00:00,@AshraffSanuddin Done semua step! Semoga ada rezeki saya boleh beli mknn kt shopeefood and semoga bertmbh jugak rezeki pemberi amin 🤲🏼 https://t.co/Dbr1QdJ4m9,@ashraffsanuddin done semua step! semoga ada rezeki saya boleh beli mknn kt shopeefood and semoga bertmbh jugak rezeki pemberi amin 🤲🏼 https://t.co/dbr1qdj4m9,done step semoga rezeki beli mknn shopeefood and semoga bertmbh jugak rezeki pemberi amin,15,positif
272,1577,2021-10-21 16:53:11+00:00,"@shopeefood_id udah berkali kali dpt driver shopeefud yang di map ga gerak tp udh ga bisa dicancel..
Skrg lg order dan udh setengah jam drivernya ga gerak menuju resto, di chat bilangnya tunggu..
Pernah terparah sampe 2 jam baru dtg makanannya
Plis plis.. lama2 jengkel ih","@shopeefood_id udah berkali kali dpt driver shopeefud yang di map ga gerak tp udh ga bisa dicancel..
skrg lg order dan udh setengah jam drivernya ga gerak menuju resto, di chat bilangnya tunggu..
pernah terparah sampe 2 jam baru dtg makanannya
plis plis.. lama2 jengkel ih",id berkali driver shopeefud map ga gerak ga dicancel order jam drivernya ga gerak menuju resto chat bilangnya tunggu terparah jam makanannya plis plis jengkel ih,-8,negatif
273,1578,2021-10-21 16:49:42+00:00,abi nunggu shopeefood sampe tidur untung ketauan lagi mesen haddeuh,abi nunggu shopeefood sampe tidur untung ketauan lagi mesen haddeuh,abi nunggu shopeefood tidur untung ketahuan mesen haddeuh,4,positif
274,1579,2021-10-21 16:44:57+00:00,Patungan sedekah untuk McD bareng ShopeeFood. https://t.co/0K7ALWvoAp,patungan sedekah untuk mcd bareng shopeefood. https://t.co/0k7alwvoap,patungan sedekah mcd bareng shopeefood,3,positif
275,1580,2021-10-21 16:31:48+00:00,@berbuatdosaa @kakroms Wkwkwk shopeefood kyo asu,@berbuatdosaa @kakroms wkwkwk shopeefood kyo asu,wkwkwk shopeefood kyo asu,-2,negatif
276,1581,2021-10-21 16:27:36+00:00,"@jogmfs info le ndue resto shopeefood e banter boss, ijin ngiperi😀","@jogmfs info le ndue resto shopeefood e banter boss, ijin ngiperi😀",informasi le ndue resto shopeefood e banter boss ijin ngiperi,2,positif
277,1582,2021-10-21 16:21:53+00:00,"Kalo blm tidur,  suka serem dihantuin discount 70% shopeefood","kalo blm tidur,  suka serem dihantuin discount 70% shopeefood",tidur suka serem dihantuin discount shopeefood,1,positif
278,1583,2021-10-21 16:18:56+00:00,"Aku mau rekomendasiin Sop Iga Jontor di Balonggede, ini tu murah dan enak banget iganya nggak pelit, dan sambelnya mantep, beli di shopeefood harganya ke up gede tapi pake voucher jadi murah banget 2 porsi cuma 25rb https://t.co/khXpHEhoJy","aku mau rekomendasiin sop iga jontor di balonggede, ini tu murah dan enak banget iganya nggak pelit, dan sambelnya mantep, beli di shopeefood harganya ke up gede tapi pake voucher jadi murah banget 2 porsi cuma 25rb https://t.co/khxphehojy",rekomendasiin sop iga jontor balonggede tu murah enak banget iganya tidak pelit sambelnya mantap beli shopeefood harganya up gede pakai voucher murah banget porsi rb,28,positif
279,1584,2021-10-21 15:58:22+00:00,@artineutami diselingi shopeefood kak ben ga lelah banget 😋,@artineutami diselingi shopeefood kak ben ga lelah banget 😋,diselingi shopeefood kak ben ga lelah banget,-3,negatif
280,1585,2021-10-21 15:38:18+00:00,Dah pesen di shopeefood tenang aja. Abangnya otw,dah pesen di shopeefood tenang aja. abangnya otw,"deh pesen shopeefood tenang abangnya on the way, sedang di jalan",5,positif
281,1586,2021-10-21 15:18:42+00:00,"Tau cafe ini gara2 liat di shopeefood dan punya rating yang bagus 🌟4.9
🛎Disini menunya cukup variatif.Ada makanan berat, jajanan, dan minuman.
🍽Aku selalu pesen greentea &amp; kentang goreng. Grenteanya enak bgt! 🥲👍🏻

📌Cuss meluncur 👉🏻 https://t.co/pacKrYXASh https://t.co/86CRJbMvIq","tau cafe ini gara2 liat di shopeefood dan punya rating yang bagus 🌟4.9
🛎disini menunya cukup variatif.ada makanan berat, jajanan, dan minuman.
🍽aku selalu pesen greentea &amp; kentang goreng. grenteanya enak bgt! 🥲👍🏻

📌cuss meluncur 👉🏻 https://t.co/packryxash https://t.co/86crjbmviq",cafe gara lihat shopeefood rating bagus disini menunya variatifada makanan jajanan minuman pesen greentea amp kentang goreng grenteanya enak banget cuss meluncur,8,positif
282,1587,2021-10-21 15:17:51+00:00,Daftarin warung shopeefood susyahhh bgt,daftarin warung shopeefood susyahhh bgt,daftarin warung shopeefood susyahhh banget,1,positif
283,1588,2021-10-21 15:04:17+00:00,@arrasyyyy Pokoknya dom gue jakarta utara. Terserah mau lu shopeefood in gue kek ngga kek. Ini mah cuma mau curhat aja biar gue gk ketinggalan 😭😭 gue mau tidur awal² soalnya beb. Kepala pusing sekaleh 😭😭,@arrasyyyy pokoknya dom gue jakarta utara. terserah mau lu shopeefood in gue kek ngga kek. ini mah cuma mau curhat aja biar gue gk ketinggalan 😭😭 gue mau tidur awal² soalnya beb. kepala pusing sekaleh 😭😭,pokoknya dom jakarta utara terserah shopeefood in tidak mah curhat biar gk ketinggalan tidur awal sayang kepala pusing sekaleh,4,positif
284,1589,2021-10-21 15:04:05+00:00,"@arrasyyyy ka ara manaa😭
aku jawa tp gaadaa shopeefood😭","@arrasyyyy ka ara manaa😭
aku jawa tp gaadaa shopeefood😭",kakak ara manaa jawa gaadaa shopeefood,0,netral
285,1590,2021-10-21 15:03:35+00:00,"🍽 REKOMENDASI MAKANAN &amp; MINUMAN DI SEMARANG khususnya daerah Banyumanik, Tembalang, dan sekitarnya 🍽

✨🌟 Semuanya bisa di order di @shopeefood_id 🌟✨
#racuninkuliner
#lokalfood

[A THREAD] https://t.co/qxg9zW9l4n","🍽 rekomendasi makanan &amp; minuman di semarang khususnya daerah banyumanik, tembalang, dan sekitarnya 🍽

✨🌟 semuanya bisa di order di @shopeefood_id 🌟✨
#racuninkuliner
#lokalfood

[a thread] https://t.co/qxg9zw9l4n",rekomendasi makanan amp minuman semarang daerah banyumanik tembalang order id a thread,0,netral
286,1591,2021-10-21 14:56:31+00:00,Shopeefood knp si wkwk gue pesen rotbak dari jam set7 baru nyampe skrg abangny,shopeefood knp si wkwk gue pesen rotbak dari jam set7 baru nyampe skrg abangny,shopeefood si wkwk pesen rotbak jam set nyampe abangny,0,netral
