,Created_At,Tweets,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming,Bobot,Label,Sentimen
72,2021-12-18 10:58:14+00:00,"Kali ini saya kedatangan lagi sepaket makanan enak. Manitoku apakah kamu seorang abang syopifud?

Ada butiran salju… https://t.co/wKZPu3Z6yu",kali ini saya kedatangan lagi sepaket makanan enak manitoku apakah kamu seorang abang syopifud ada butiran salju,kali ini saya kedatangan lagi sepaket makanan enak manitoku apakah kamu seorang abang syopifud ada butiran salju,kali kedatangan sepaket makanan enak manitoku abang syopifud butiran salju,"['kali', 'datang', 'paket', 'makan', 'enak', 'manitoku', 'abang', 'syopifud', 'butir', 'salju']",8,positive,1.0
73,2021-12-18 08:51:45+00:00,Plis jangan ujan dulu sebelom syopifud nya dateng 🙏🏻,plis jangan ujan dulu sebelom syopifud nya dateng,plis jangan hujan dulu sebelom syopifud nya dateng,plis hujan sebelom syopifud dateng,"['plis', 'hujan', 'bom', 'syopifud', 'dateng']",4,positive,1.0
74,2021-12-18 08:12:12+00:00,Nunggu syopifud😔 https://t.co/n9dbY3nNt9,nunggu syopifud,nunggu syopifud,nunggu syopifud,"['nunggu', 'syopifud']",1,positive,1.0
75,2021-12-18 07:51:25+00:00,"Pesen syopifud dr jam 1 ampe skrg ga dtg2 ni abangnya, gue salah apa ya",pesen syopifud dr jam ampe skrg ga dtg ni abangnya gue salah apa ya,pesan syopifud dari jam sampai sekarang tidak datang ini abangnya saya salah apa ya,pesan syopifud jam abangnya salah,"['pesan', 'syopifud', 'jam', 'abang', 'salah']",-2,negative,0.0
76,2021-12-18 07:21:04+00:00,agak susah ya dapet driver syopifud kalo rada2 petir mo hujan gini☺,agak susah ya dapet driver syopifud kalo rada petir mo hujan gini,agak susah ya dapat driver syopifud kalau rada petir mau hujan begini,susah driver syopifud rada petir hujan,"['susah', 'driver', 'syopifud', 'rada', 'petir', 'hujan']",-5,negative,0.0
77,2021-12-18 06:52:53+00:00,@minewithmine mau chigo kakk uda 3/4 bulan ga beli gara-gara diskonnya ilang di syopifud tp kemarin pas kucek eh ud… https://t.co/x17JMYBq8C,mau chigo kakk uda bulan ga beli garagara diskonnya ilang di syopifud tp kemarin pas kucek eh ud,mau chigo kakk sudah bulan tidak beli garagara diskonnya ilang di syopifud tapi kemarin pas kucek eh sudah,chigo kakk beli garagara diskonnya ilang syopifud kemarin pas kucek eh,"['chigo', 'kakk', 'beli', 'garagara', 'diskon', 'ilang', 'syopifud', 'kemarin', 'pas', 'kucek', 'eh']",2,positive,1.0
78,2021-12-18 06:52:51+00:00,History syopifud isinya gacoan semua,history syopifud isinya gacoan semua,history syopifud isinya gacoan semua,history syopifud isinya gacoan,"['history', 'syopifud', 'isi', 'gaco']",0,neutral,2.0
79,2021-12-18 05:12:06+00:00,"@arrheniavalency Tia tim syopifud :"")",tia tim syopifud,tia tim syopifud,tia tim syopifud,"['tia', 'tim', 'syopifud']",-4,negative,0.0
80,2021-12-18 02:38:36+00:00,"tp gila ga sih, beli di syopifud pake voucher aku 20k aja uda dapet 2 hotdog 1 burger",tp gila ga sih beli di syopifud pake voucher aku k aja uda dapet hotdog burger,tapi gila tidak sih beli di syopifud pakai voucher saya ke aja sudah dapat hotdog burger,gila beli syopifud pakai voucher hotdog burger,"['gila', 'beli', 'syopifud', 'pakai', 'voucher', 'hotdog', 'burger']",8,positive,1.0
81,2021-12-18 01:30:55+00:00,@IIISOEUN02 KAMU NI KESINI PAKE BAJU IJO IJO NI YA PASTI. Mangkanya pake warna oren aja biar disangkanya syopifud bukan gofud😩,kamu ni kesini pake baju ijo ijo ni ya pasti mangkanya pake warna oren aja biar disangkanya syopifud bukan gofud,kamu ini kesini pakai baju ijo ijo ini ya pasti makanya pakai warna oren aja biar disangkanya syopifud bukan gofud,kesini pakai baju ijo ijo pakai warna oren disangkanya syopifud gofud,"['kesini', 'pakai', 'baju', 'ijo', 'ijo', 'pakai', 'warna', 'oren', 'sangka', 'syopifud', 'gofud']",5,positive,1.0
82,2021-12-18 01:29:44+00:00,"""Aku nyoba syopifud, Chacha Burgo ya?""
""Iyaa""

Terus dateng, ternyata enak, bisa dimakan berdua karena satu selera.… https://t.co/ILMHTKPbbz",aku nyoba syopifud chacha burgo ya iyaa terus dateng ternyata enak bisa dimakan berdua karena satu selera,saya nyoba syopifud chacha burgo ya iyaa terus dateng ternyata enak bisa dimakan berdua karena satu selera,nyoba syopifud chacha burgo iyaa dateng enak dimakan berdua selera,"['nyoba', 'syopifud', 'chacha', 'burgo', 'iyaa', 'dateng', 'enak', 'makan', 'dua', 'selera']",9,positive,1.0
83,2021-12-18 00:16:39+00:00,@flaminhx Hah?????? Beli langsung apa syopifud? Kok bisa?,hah beli langsung apa syopifud kok bisa,hah beli langsung apa syopifud kok bisa,hah beli langsung syopifud,"['hah', 'beli', 'langsung', 'syopifud']",5,positive,1.0
84,2021-12-17 16:29:59+00:00,"@gupigupimeng makan yg ada aja, tp klo ga mood ya syopifud sajaa",makan yg ada aja tp klo ga mood ya syopifud sajaa,makan yang ada aja tapi kalau tidak mood ya syopifud sajaa,makan mood syopifud sajaa,"['makan', 'mood', 'syopifud', 'sajaa']",3,positive,1.0
85,2021-12-17 16:13:37+00:00,"@katyswagayu BILANG AJA KLO ALASAN ASLINYA SUSPICIOUS SAMA SALDO SPAY, BUKAN KRN SYOPIFUD 🙃",bilang aja klo alasan aslinya suspicious sama saldo spay bukan krn syopifud,bilang aja kalau alasan aslinya suspicious sama saldo spay bukan karena  syopifud,alasan aslinya suspicious saldo spay syopifud,"['alas', 'asli', 'suspicious', 'saldo', 'spay', 'syopifud']",4,positive,1.0
86,2021-12-17 15:05:57+00:00,@keroopiiw Bikin mie sambil nunggu orderan syopifud sampe wkwk,bikin mie sambil nunggu orderan syopifud sampe wkwk,bikin mie sambil nunggu orderan syopifud sampai wkwk,mie nunggu orderan syopifud wkwk,"['mie', 'nunggu', 'order', 'syopifud', 'wkwk']",1,positive,1.0
87,2021-12-17 14:13:23+00:00,STRES KALI DRTD ORDER SYOPIFUD GADAPAT DRIVER,stres kali drtd order syopifud gadapat driver,stres kali drtd order syopifud gadapat driver,stres kali drtd order syopifud gadapat driver,"['stres', 'kali', 'drtd', 'order', 'syopifud', 'gadapat', 'driver']",-4,negative,0.0
88,2021-12-17 12:48:15+00:00,"Syopifud, aku padamu",syopifud aku padamu,syopifud saya padamu,syopifud padamu,"['syopifud', 'pada']",-3,negative,0.0
89,2021-12-17 11:40:54+00:00,"DUAIN

Aku beli di syopifud ayamnya gamateng anyinkkk eneg banget makannya. Jadi trauma beli makan di syopifud https://t.co/Yr4Y1gV08l",duain aku beli di syopifud ayamnya gamateng anyinkkk eneg banget makannya jadi trauma beli makan di syopifud,duain saya beli di syopifud ayamnya gamateng anyinkkk bosan banget makannya jadi trauma beli makan di syopifud,duain beli syopifud ayamnya gamateng anyinkkk bosan banget makannya trauma beli makan syopifud,"['duain', 'beli', 'syopifud', 'ayam', 'gamateng', 'anyinkkk', 'bosan', 'banget', 'makan', 'trauma', 'beli', 'makan', 'syopifud']",11,positive,1.0
90,2021-12-17 08:57:51+00:00,Cape bgt njir dr kmrn ud cek syopifud ama gofud chatime x bt21 habis terus😭,cape bgt njir dr kmrn ud cek syopifud ama gofud chatime bt habis terus,capek begitu njir dari kemarin sudah cek syopifud sama gofud chatime bt habis terus,capek njir kemarin cek syopifud gofud chatime bt habis,"['capek', 'njir', 'kemarin', 'cek', 'syopifud', 'gofud', 'chatime', 'bt', 'habis']",0,neutral,2.0
91,2021-12-17 07:27:05+00:00,RT @rssyayyv: Lah iya makin kesini makin banyak mas mas syopifud meresahkannnn 😌,rt lah iya makin kesini makin banyak mas mas syopifud meresahkannnn,rt lah iya makin kesini makin banyak mas mas syopifud meresahkannnn,iya kesini mas mas syopifud meresahkannnn,"['iya', 'kesini', 'mas', 'mas', 'syopifud', 'meresahkannnn']",0,neutral,2.0
92,2021-12-17 07:23:25+00:00,"Kali ini beli boba. Karna liat di Syopifud ada promo, cobalah tuh Xiboba yang Salted Caramel Biscoff. SYOK BANGET,… https://t.co/yFuDCkjR6n",kali ini beli boba karna liat di syopifud ada promo cobalah tuh xiboba yang salted caramel biscoff syok banget,kali ini beli boba karena lihat di syopifud ada promo cobalah  itu xiboba yang salted caramel biscoff syok banget,kali beli boba lihat syopifud promo cobalah xiboba salted caramel biscoff syok banget,"['kali', 'beli', 'boba', 'lihat', 'syopifud', 'promo', 'coba', 'xiboba', 'salted', 'caramel', 'biscoff', 'syok', 'banget']",11,positive,1.0
93,2021-12-17 06:40:39+00:00,"mau cerita sedikit kedangdutanku hari ini.
barusan bgt aku pesen syopifud, kutanya abangnya antri apa ngga tp ga di… https://t.co/aCIOYb6mOS",mau cerita sedikit kedangdutanku hari ini barusan bgt aku pesen syopifud kutanya abangnya antri apa ngga tp ga di,mau cerita sedikit kedangdutanku hari ini barusan begitu saya pesan syopifud kutanya abangnya antri apa tidak tapi tidak di,cerita kedangdutanku barusan pesan syopifud kutanya abangnya antri,"['cerita', 'dangdut', 'barusan', 'pesan', 'syopifud', 'kuta', 'abang', 'antri']",4,positive,1.0
94,2021-12-17 06:08:36+00:00,@loafskyeom ayo jajan di syopifud,ayo jajan di syopifud,ayo jajan di syopifud,ayo jajan syopifud,"['ayo', 'jajan', 'syopifud']",4,positive,1.0
95,2021-12-17 05:18:59+00:00,"@jinskive Hmmmm🙂 tpi di g0jek/gr4b/syopifud tinggal yg minuman doang gaada magnetnya, beli lgsg ke tempatnya w males jauhhh:)",hmmmm tpi di gjekgrbsyopifud tinggal yg minuman doang gaada magnetnya beli lgsg ke tempatnya males jauhhh,hmmmm tapi di gjekgrbsyopifud tinggal yang minuman saja tidak ada magnetnya beli langsung ke tempatnya malas  jauhhh,hmmmm gjekgrbsyopifud tinggal minuman magnetnya beli langsung tempatnya malas jauhhh,"['hmmmm', 'gjekgrbsyopifud', 'tinggal', 'minum', 'magnet', 'beli', 'langsung', 'tempat', 'malas', 'jauhhh']",-4,negative,0.0
96,2021-12-17 05:18:56+00:00,Es Teh Indonesia ga mau apa ikut promo2 di syopifud atau grab :(((,es teh indonesia ga mau apa ikut promo di syopifud atau grab,es teh indonesia tidak mau apa ikut promo di syopifud atau grab,es teh indonesia promo syopifud grab,"['es', 'teh', 'indonesia', 'promo', 'syopifud', 'grab']",4,positive,1.0
97,2021-12-17 04:30:29+00:00,"Nggak sendirian, ditemenin abang2 gofud ama syopifud",nggak sendirian ditemenin abang gofud ama syopifud,tidak sendirian ditemenin abang gofud sama syopifud,ditemenin abang gofud syopifud,"['ditemenin', 'abang', 'gofud', 'syopifud']",0,neutral,2.0
98,2021-12-17 04:10:09+00:00,Lah iya makin kesini makin banyak mas mas syopifud meresahkannnn 😌,lah iya makin kesini makin banyak mas mas syopifud meresahkannnn,lah iya makin kesini makin banyak mas mas syopifud meresahkannnn,iya kesini mas mas syopifud meresahkannnn,"['iya', 'kesini', 'mas', 'mas', 'syopifud', 'meresahkannnn']",0,neutral,2.0
99,2021-12-17 03:22:59+00:00,mauu mi ayam goreng tp gada di gofut sm syopifud hadehh mls ke warungnya,mauu mi ayam goreng tp gada di gofut sm syopifud hadehh mls ke warungnya,mauu mi ayam goreng tapi tidak ada di gofut sama syopifud aduh mls ke warungnya,mauu mi ayam goreng gofut syopifud aduh mls warungnya,"['mauu', 'mi', 'ayam', 'goreng', 'gofut', 'syopifud', 'aduh', 'mls', 'warung']",-2,negative,0.0
100,2021-12-16 19:03:29+00:00,nemenin babang syopifud https://t.co/d4nIDFqjNs,nemenin babang syopifud,nemenin babang syopifud,nemenin babang syopifud,"['nemenin', 'babang', 'syopifud']",2,positive,1.0
101,2021-12-16 17:21:50+00:00,"pengen crita dikit, ku berpapasan dengan abank syopifud dan dia terpeleset namun tidak terjatuh, taulah yg kea “eeh… https://t.co/O2vNkK6Dk9",pengen crita dikit ku berpapasan dengan abank syopifud dan dia terpeleset namun tidak terjatuh taulah yg kea eeh,ingin crita dikit ku berpapasan dengan abank syopifud dan dia terpeleset namun tidak terjatuh tahulah yang kea eeh,crita dikit ku berpapasan abank syopifud terpeleset terjatuh tahulah kea eeh,"['crita', 'dikit', 'ku', 'papas', 'abank', 'syopifud', 'peleset', 'jatuh', 'tahu', 'kea', 'eeh']",-3,negative,0.0
102,2021-12-16 16:59:54+00:00,gw baru tau ya nak coolyeahan sini kalo order mamam lebih cepet pake syopifud drpd gopud/grebfud,gw baru tau ya nak coolyeahan sini kalo order mamam lebih cepet pake syopifud drpd gopudgrebfud,saya baru tahu ya nak coolyeahan sini kalau order mamam lebih cepat pakai syopifud daripada gopudgrebfud,nak coolyeahan order mamam cepat pakai syopifud gopudgrebfud,"['nak', 'coolyeahan', 'order', 'mamam', 'cepat', 'pakai', 'syopifud', 'gopudgrebfud']",0,neutral,2.0
103,2021-12-16 16:27:51+00:00,"@nyil_naa kalo syopifud, jam segini jarang. adanya yang masi buka geh jaraknya jauh bgt dari rumah ku, kasian abangnya 😃💔",naa kalo syopifud jam segini jarang adanya yang masi buka geh jaraknya jauh bgt dari rumah ku kasian abangnya,naa kalau syopifud jam segini jarang adanya yang masih buka geh jaraknya jauh begitu dari rumah ku kasihan abangnya,naa syopifud jam segini jarang buka geh jaraknya rumah ku kasihan abangnya,"['naa', 'syopifud', 'jam', 'gin', 'jarang', 'buka', 'geh', 'jarak', 'rumah', 'ku', 'kasihan', 'abang']",13,positive,1.0
104,2021-12-16 15:42:22+00:00,@uljimaaa_ Rekomen makanan di syopifud dong klo gtu sy laper,rekomen makanan di syopifud dong klo gtu sy laper,rekomen makanan di syopifud dong kalau begitu saya laper,rekomen makanan syopifud laper,"['rekomen', 'makan', 'syopifud', 'laper']",0,neutral,2.0
105,2021-12-16 15:10:47+00:00,"RT @FFOODFESS: HIDDEN GEM MIE ENAK DI BANDUNG!

Fess ini wajib banget kalian coba kalo di Bandung, dia cuma ada di grab/gofud/syopifud sih…",rt hidden gem mie enak di bandung fess ini wajib banget kalian coba kalo di bandung dia cuma ada di grabgofudsyopifud sih,rt hidden gem mie enak di bandung fess ini wajib banget kalian coba kalau di bandung dia hanya ada di grabgofudsyopifud sih,hidden gem mie enak bandung fess wajib banget coba bandung grabgofudsyopifud,"['hidden', 'gem', 'mie', 'enak', 'bandung', 'fess', 'wajib', 'banget', 'coba', 'bandung', 'grabgofudsyopifud']",4,positive,1.0
106,2021-12-16 15:03:27+00:00,@sugargliddr order gledy via syopifud🙏🏼,order gledy via syopifud,order gledy via syopifud,order gledy via syopifud,"['order', 'gledy', 'via', 'syopifud']",0,neutral,2.0
107,2021-12-16 14:44:46+00:00,NANGISSS BANGETTTT beli ayam koplo di syopifud dari harga awalnya 48rb jadi cuma 19rb 😩😩😩 my broke ass is so grateful THANK YOU GOD,nangisss bangetttt beli ayam koplo di syopifud dari harga awalnya rb jadi cuma rb my broke ass is so grateful thank you god,nangisss bangetttt beli ayam koplo di syopifud dari harga awalnya rb jadi hanya rb my broke ass is so grateful thank you god,nangisss bangetttt beli ayam koplo syopifud harga rb rb my broke ass is so grateful thank you god,"['nangisss', 'bangetttt', 'beli', 'ayam', 'koplo', 'syopifud', 'harga', 'rb', 'rb', 'my', 'broke', 'ass', 'is', 'so', 'grateful', 'thank', 'you', 'god']",6,positive,1.0
108,2021-12-16 14:23:49+00:00,"Makasi syopifud, berkah total jd 18k dan free ongkir nyiehehe https://t.co/T2Gh8aWTIH",makasi syopifud berkah total jd k dan free ongkir nyiehehe,makasi syopifud berkah total jadi ke dan free ongkir nyiehehe,makasi syopifud berkah total free ongkir nyiehehe,"['makas', 'syopifud', 'berkah', 'total', 'free', 'ongkir', 'nyiehehe']",7,positive,1.0
109,2021-12-16 13:26:30+00:00,"pak syopifud: ""makasih ya mbak""
ak: *belum ngomong apa apa*
pak syopifud: ""iyah samasama""

pakkkkk wkwkw ngapain saltink😭😭😭",pak syopifud makasih ya mbak ak belum ngomong apa apa pak syopifud iyah samasama pakkkkk wkwkw ngapain saltink,bapak syopifud makasih ya mbak ak belum bicara apa apa bapak syopifud iyah samasama pakkkkk wkwkw ngapain saltink,syopifud makasih mbak ak bicara syopifud iyah samasama pakkkkk wkwkw ngapain saltink,"['syopifud', 'makasih', 'mbak', 'ak', 'bicara', 'syopifud', 'iyah', 'samasama', 'pakkkkk', 'wkwkw', 'ngapain', 'saltink']",4,positive,1.0
110,2021-12-16 13:02:06+00:00,"@hrdbacot Untuk sekarang alokasi gaji:
80% rdpt target utk dp rumah tahun depan
20% living cost

Krn wfh jadi gak n… https://t.co/pQOFlaEHsO",untuk sekarang alokasi gaji rdpt target utk dp rumah tahun depan living cost krn wfh jadi gak,untuk sekarang alokasi gaji rdpt target untuk dp rumah tahun depan living cost karena  wfh jadi tidak,alokasi gaji rdpt target dp rumah living cost wfh,"['alokasi', 'gaji', 'rdpt', 'target', 'dp', 'rumah', 'living', 'cost', 'wfh']",3,positive,1.0
111,2021-12-16 12:59:45+00:00,"@collegemenfess Bener banget, baru aja tadi sore makan sama ayam geprek + belinya pake diskon syopifud:)",bener banget baru aja tadi sore makan sama ayam geprek belinya pake diskon syopifud,benar banget baru aja tadi sore makan sama ayam geprek belinya pakai potongan harga syopifud,banget sore makan ayam geprek belinya pakai potongan harga syopifud,"['banget', 'sore', 'makan', 'ayam', 'geprek', 'beli', 'pakai', 'potong', 'harga', 'syopifud']",5,positive,1.0
112,2021-12-16 12:37:17+00:00,"@collegemenfess Kebanyakan sih nder, kalo mau syopifud mending langsung beli 3 menu atau joinan sama temen gitu biar murah",kebanyakan sih nder kalo mau syopifud mending langsung beli menu atau joinan sama temen gitu biar murah,kebanyakan sih nder kalau mau syopifud mending langsung beli menu atau joinan sama teman begitu biar murah,kebanyakan nder syopifud mending langsung beli menu joinan teman murah,"['banyak', 'nder', 'syopifud', 'mending', 'langsung', 'beli', 'menu', 'joinan', 'teman', 'murah']",12,positive,1.0
113,2021-12-16 12:36:57+00:00,@chichinmage aku lagi pesen kue sus di syopifud uu ga sabar,aku lagi pesen kue sus di syopifud uu ga sabar,saya lagi pesan kue sus di syopifud uu tidak sabar,pesan kue sus syopifud uu sabar,"['pesan', 'kue', 'sus', 'syopifud', 'uu', 'sabar']",7,positive,1.0
114,2021-12-16 12:18:49+00:00,@mutiacangtip Ga ada syopifud di kediri lohh,ga ada syopifud di kediri lohh,tidak ada syopifud di kediri lohh,syopifud kediri lohh,"['syopifud', 'diri', 'lohh']",-1,negative,0.0
115,2021-12-16 11:26:04+00:00,shope lu kenapa siii gue mau buka syopifud gabisa ajgggg,shope lu kenapa siii gue mau buka syopifud gabisa ajgggg,shope kamu kenapa siii saya mau buka syopifud tidak bisa ajgggg,shope siii buka syopifud ajgggg,"['shope', 'siii', 'buka', 'syopifud', 'ajgggg']",3,positive,1.0
116,2021-12-16 09:48:10+00:00,"@forelsketji Nah aku belum coba di syopifud, gak ada apanya jugaaa😣, besokku coba👍🏻👍🏻",nah aku belum coba di syopifud gak ada apanya jugaaa besokku coba,nah saya belum coba di syopifud tidak ada apanya jugaaa besokku coba,coba syopifud apanya jugaaa besokku coba,"['coba', 'syopifud', 'apa', 'jugaaa', 'besok', 'coba']",1,positive,1.0
117,2021-12-16 09:43:39+00:00,@anggul_melah @ujungkromosom skarang syopifud juga :'),melah skarang syopifud juga,melah sekarang syopifud juga,melah syopifud,"['lah', 'syopifud']",0,neutral,2.0
118,2021-12-16 09:35:59+00:00,"@xelnou aku tadi beli di syopifud ada satu outlet yang masih available semua, sempet tutup sementara berkali kali s… https://t.co/dqyy5d4rpP",aku tadi beli di syopifud ada satu outlet yang masih available semua sempet tutup sementara berkali kali,saya tadi beli di syopifud ada satu outlet yang masih available semua sempat tutup sementara berkali kali,beli syopifud outlet available tutup berkali kali,"['beli', 'syopifud', 'outlet', 'available', 'tutup', 'kali', 'kali']",0,neutral,2.0
119,2021-12-16 09:08:38+00:00,misiii syopifud... https://t.co/kTjfaCz5ip,misiii syopifud,misiii syopifud,misiii syopifud,"['misiii', 'syopifud']",0,neutral,2.0
120,2021-12-16 08:34:26+00:00,"@rnjunchnle MAU!! jajan apa aja deeh ntr aku scroll"" syopifud mumpung ad gratong sm diskon 60% niii",mau jajan apa aja deeh ntr aku scroll syopifud mumpung ad gratong sm diskon niii,mau jajan apa aja deeh nanti saya scroll syopifud mumpung ada gratong sama potongan harga niii,jajan deeh scroll syopifud mumpung gratong potongan harga niii,"['jajan', 'deeh', 'scroll', 'syopifud', 'mumpung', 'gratong', 'potong', 'harga', 'niii']",3,positive,1.0
121,2021-12-16 07:27:37+00:00,bah sayang bgt duit 75 rebu guee 🥲 mayan buat syopifud 3 hari 🥲,bah sayang bgt duit rebu guee mayan buat syopifud hari,bah sayang begitu uang rebu guee mayan buat syopifud hari,bah sayang uang rebu guee mayan syopifud,"['bah', 'sayang', 'uang', 'rebu', 'guee', 'mayan', 'syopifud']",0,neutral,2.0
122,2021-12-16 05:27:12+00:00,"@ayuoctrina Ngga ceee, pake syopifud kebetulan ada. Cek berkala ajaaa. Eh kmren aku ke ubertos banyak kok stok bt21",ngga ceee pake syopifud kebetulan ada cek berkala ajaaa eh kmren aku ke ubertos banyak kok stok bt,tidak ceee pakai syopifud kebetulan ada cek berkala ajaaa eh kmren saya ke ubertos banyak kok stok bt,ceee pakai syopifud cek berkala ajaaa eh kmren ubertos stok bt,"['ceee', 'pakai', 'syopifud', 'cek', 'kala', 'ajaaa', 'eh', 'kmren', 'ubertos', 'stok', 'bt']",-7,negative,0.0
123,2021-12-16 03:41:56+00:00,@indomyfess gw di syopifud,gw di syopifud,saya di syopifud,syopifud,['syopifud'],0,neutral,2.0
124,2021-12-16 03:40:45+00:00,@indomyfess Syopifud kalau mau diskon,syopifud kalau mau diskon,syopifud kalau mau potongan harga,syopifud potongan harga,"['syopifud', 'potong', 'harga']",1,positive,1.0
125,2021-12-16 02:58:08+00:00,"gue udah lama bgt ga dine in di mcd... selalu drive thru atau gofud/syopifud mulu, terus kaget liat menfess ini WKK… https://t.co/2CIdy2C8Nx",gue udah lama bgt ga dine in di mcd selalu drive thru atau gofudsyopifud mulu terus kaget liat menfess ini wkk,saya sudah lama begitu tidak dine in di mcd selalu drive thru atau gofudsyopifud terus terus kaget lihat menfess ini wkk,dine in mcd drive thru gofudsyopifud kaget lihat menfess wkk,"['dine', 'in', 'mcd', 'drive', 'thru', 'gofudsyopifud', 'kaget', 'lihat', 'menfess', 'wkk']",6,positive,1.0
126,2021-12-16 00:26:34+00:00,"@FOODFESS2 Mau nyoba yang matchaaa tp jauh bgt keknya indomaret point disini, mana tdk ada di syopifud pula",mau nyoba yang matchaaa tp jauh bgt keknya indomaret point disini mana tdk ada di syopifud pula,mau nyoba yang matchaaa tapi jauh begitu sepertiya indomaret point disini mana tidak ada di syopifud pula,nyoba matchaaa sepertiya indomaret point syopifud,"['nyoba', 'matchaaa', 'sepertiya', 'indomaret', 'point', 'syopifud']",0,neutral,2.0
127,2021-12-15 17:31:03+00:00,@000314PJH khusus syopifud aj nie kak lagie ada promo nyanyi shopee cod,khusus syopifud aj nie kak lagie ada promo nyanyi shopee cod,khusus syopifud aj ini kak lagie ada promo nyanyi shopee cod,khusus syopifud aj kak lagie promo nyanyi shopee cod,"['khusus', 'syopifud', 'aj', 'kak', 'lagie', 'promo', 'nyanyi', 'shopee', 'cod']",6,positive,1.0
128,2021-12-15 13:36:43+00:00,@FOODFESS2 sliweran mluu nih tp di grab gojek syopifud gada 😭,sliweran mluu nih tp di grab gojek syopifud gada,sliweran mluu ini tapi di grab gojek syopifud tidak ada,sliweran mluu grab gojek syopifud,"['sliweran', 'mluu', 'grab', 'gojek', 'syopifud']",0,neutral,2.0
129,2021-12-15 13:34:29+00:00,"@beyourselfbts Tapi kmaren aku ngecek di syopifud gk ada dah :""(",tapi kmaren aku ngecek di syopifud gk ada dah,tapi kmaren saya ngecek di syopifud tidak ada sudah,kmaren ngecek syopifud,"['kmaren', 'ngecek', 'syopifud']",0,neutral,2.0
130,2021-12-15 12:56:04+00:00,@davtenosis nunggu mamang syopifud,nunggu mamang syopifud,nunggu mamang syopifud,nunggu mamang syopifud,"['nunggu', 'mamang', 'syopifud']",-3,negative,0.0
131,2021-12-15 12:42:51+00:00,"@stvxdrz ena anjr, baru aja mesen syopifud rawon wkwk",ena anjr baru aja mesen syopifud rawon wkwk,ena astaga baru aja  pesan syopifud rawon wkwk,ena astaga pesan syopifud rawon wkwk,"['ena', 'astaga', 'pesan', 'syopifud', 'rawon', 'wkwk']",5,positive,1.0
132,2021-12-15 12:24:23+00:00,"Gw kek badmood bgt seharian ni anjj, udah mah dr subuh kalang kabut ngerjain tugas, paginya ngeliat 1 org d kelompo… https://t.co/HdwNNI3R0m",gw kek badmood bgt seharian ni anjj udah mah dr subuh kalang kabut ngerjain tugas paginya ngeliat org kelompo,saya seperti badmood begitu seharian ini anjj sudah mah dari subuh kalang kabut ngerjain tugas paginya melihat orang kelompo,badmood seharian anjj mah subuh kalang kabut ngerjain tugas paginya orang kelompo,"['badmood', 'hari', 'anjj', 'mah', 'subuh', 'kalang', 'kabut', 'ngerjain', 'tugas', 'pagi', 'orang', 'kelompo']",-8,negative,0.0
133,2021-12-15 12:15:20+00:00,"YAWLA DRAMA BGT SUMPIL MESEN SYOPIFUD DOANG T.T

Untung ada admin yg gercep jawab keluhan gw 🥺",yawla drama bgt sumpil mesen syopifud doang untung ada admin yg gercep jawab keluhan gw,yawla drama begitu sumpil  pesan syopifud saja untung ada admin yang gerak cepat jawab keluhan saya,yawla drama sumpil pesan syopifud untung admin gerak cepat keluhan,"['yawla', 'drama', 'sumpil', 'pesan', 'syopifud', 'untung', 'admin', 'gerak', 'cepat', 'keluh']",1,positive,1.0
134,2021-12-15 12:03:50+00:00,Lagi cari kado di Teko sekalian mampir Chatime. Di syopifud udh sold eh pas ke store langsung masih ada dan pas ban… https://t.co/KmhaZeovxx,lagi cari kado di teko sekalian mampir chatime di syopifud udh sold eh pas ke store langsung masih ada dan pas ban,lagi cari kado di teko sekalian mampir chatime di syopifud sudah sold eh pas ke store langsung masih ada dan pas ban,cari kado teko mampir chatime syopifud sold eh pas store langsung pas ban,"['cari', 'kado', 'teko', 'mampir', 'chatime', 'syopifud', 'sold', 'eh', 'pas', 'store', 'langsung', 'pas', 'ban']",10,positive,1.0
135,2021-12-15 11:09:37+00:00,bli boba 13k doang dpet 2 i lov syopifud,bli boba k doang dpet lov syopifud,bli boba ke saja dapat lov syopifud,bli boba lov syopifud,"['bli', 'boba', 'lov', 'syopifud']",0,neutral,2.0
136,2021-12-15 10:17:45+00:00,"@cale_niim lagi nunggu syopifud dateng ehehhehe, IKAN BLUM MANDII UEUE MALES DINGIN BGT",niim lagi nunggu syopifud dateng ehehhehe ikan blum mandii ueue males dingin bgt,niim lagi nunggu syopifud dateng ehehhehe ikan belum mandii ueue malas  dingin begitu,niim nunggu syopifud dateng ehehhehe ikan mandii ueue malas dingin,"['niim', 'nunggu', 'syopifud', 'dateng', 'ehehhehe', 'ikan', 'mandi', 'ueue', 'malas', 'dingin']",3,positive,1.0
137,2021-12-15 09:49:34+00:00,hasil tergoda diskon syopifud😅 https://t.co/yVLyN3SRHP,hasil tergoda diskon syopifud,hasil tergoda potongan harga syopifud,hasil tergoda potongan harga syopifud,"['hasil', 'goda', 'potong', 'harga', 'syopifud']",6,positive,1.0
