,Created_At,Tweets,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming
276,2021-12-26 05:52:19+00:00,"@RacunBelanja KOSONGGG
Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/KxJP1lhrzx",kosonggg share amp makan gratis bareng teman di shopeefood,kosonggg bagikan amp makan gratis bersama teman di shopeefood,kosonggg bagikan makan gratis teman shopeefood,"['kosonggg', 'bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
277,2021-12-26 05:46:27+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/OixF1GoDH2,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
278,2021-12-26 05:39:10+00:00,"Pesta Geprek Bensu hari iniiiii, mau order yang mana? 😋👍
.
Yuk order Geprek Bensu, banyak banget promo yang bisa kamu nikmati loh🤩
.
Bisa datang ke outlet Geprek Bensu langsung atau order via Grabfood, Gofood, Shopeefood &amp; EatsbyTraveloka ya😉
.
#geprekbensu #opp https://t.co/qI851fSGu0",pesta geprek bensu hari iniiiii mau order yang mana yuk order geprek bensu banyak banget promo yang bisa kamu nikmati loh bisa datang ke outlet geprek bensu langsung atau order via grabfood gofood shopeefood amp eatsbytraveloka ya,pesta geprek bensu hari iniiiii mau order yang mana yuk order geprek bensu banyak banget promo yang bisa kamu nikmati loh bisa datang ke outlet geprek bensu langsung atau order via grabfood gofood shopeefood amp eatsbytraveloka ya,pesta geprek bensu iniiiii order yuk order geprek bensu banget promo nikmati outlet geprek bensu langsung order via grabfood gofood shopeefood eatsbytraveloka,"['pesta', 'geprek', 'bensu', 'iniiiii', 'order', 'yuk', 'order', 'geprek', 'bensu', 'banget', 'promo', 'nikmat', 'outlet', 'geprek', 'bensu', 'langsung', 'order', 'via', 'grabfood', 'gofood', 'shopeefood', 'eatsbytraveloka']"
279,2021-12-26 05:39:00+00:00,"Hari minggumu sepi ajaa? Nihh ditemenin Honey Latte sabii sih☺

Cek di Grabfood sekarang krn lagi ada disc.15%!🤗

Grabfood/Shopeefood= Start 17k
Takeaway = Start 15k
Jln. Mayjen panjaitan no.88
089514678776

#honeymilklatte #kulinermalang #pasarmingguinfomalang @infomalang https://t.co/szR5xneXqK",hari minggumu sepi ajaa nihh ditemenin honey latte sabii sih cek di grabfood sekarang krn lagi ada disc grabfoodshopeefood start k takeaway start k jln mayjen panjaitan no,hari minggumu sepi aja ini ditemenin honey latte sabii sih cek di grabfood sekarang karena  lagi ada disc grabfoodshopeefood start ke takeaway start ke jalan mayjen panjaitan no,minggumu sepi ditemenin honey latte sabii cek grabfood disc grabfoodshopeefood start takeaway start jalan mayjen panjaitan no,"['minggu', 'sepi', 'ditemenin', 'honey', 'latte', 'sabi', 'cek', 'grabfood', 'disc', 'grabfoodshopeefood', 'start', 'takeaway', 'start', 'jalan', 'mayjen', 'panjaitan', 'no']"
280,2021-12-26 05:35:41+00:00,"Misal customer cancel, kalo driver approve ya udah cancel aja. Atau misal driver ingin cancel karna antri panjang, kalo customer approve, ya udah. Atau harus ada approval juga dari merchant.
@ShopeeID #ShopeeFood",misal customer cancel kalo driver approve ya udah cancel aja atau misal driver ingin cancel karna antri panjang kalo customer approve ya udah atau harus ada approval juga dari merchant,misal customer cancel kalau driver approve ya sudah cancel aja atau misal driver ingin cancel karena antri panjang kalau customer approve ya sudah atau harus ada approval juga dari merchant,customer cancel driver approve cancel driver cancel antri customer approve approval merchant,"['customer', 'cancel', 'driver', 'approve', 'cancel', 'driver', 'cancel', 'antri', 'customer', 'approve', 'approval', 'merchant']"
281,2021-12-26 05:35:09+00:00,"Klik yaaa, beb.. 🤗❤️

Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/k5mHeTwpkY https://t.co/RS2FJyUVsa",klik yaaa beb share amp makan gratis bareng teman di shopeefood,klik yaaa beb bagikan amp makan gratis bersama teman di shopeefood,klik yaaa beb bagikan makan gratis teman shopeefood,"['klik', 'yaaa', 'beb', 'bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
282,2021-12-26 05:33:13+00:00,Grup shopeefood masih kosong https://t.co/xPfacjo91L,grup shopeefood masih kosong,grup shopeefood masih kosong,grup shopeefood kosong,"['grup', 'shopeefood', 'kosong']"
283,2021-12-26 05:32:54+00:00,"Bisa gak, di sistemnya, untuk cancel order dibikin semacam konfirmasi antar driver - customer aja, atau plus merchant juga boleh.
@ShopeeID #ShopeeFood",bisa gak di sistemnya untuk cancel order dibikin semacam konfirmasi antar driver customer aja atau plus merchant juga boleh,bisa tidak di sistemnya untuk cancel order dibikin semacam konfirmasi antar driver customer aja atau plus merchant juga boleh,sistemnya cancel order dibikin konfirmasi driver customer plus merchant,"['sistem', 'cancel', 'order', 'bikin', 'konfirmasi', 'driver', 'customer', 'plus', 'merchant']"
284,2021-12-26 05:31:40+00:00,"Order makan siang, ngantrinya se-jam-an. Gak bisa cancel, driver juga gak bisa cancel. Padahal kami udah setuju aja sih kalau cancel. Mau cancel harus lewat CS dulu, ribet.
#ShopeeFood @ShopeeID",order makan siang ngantrinya sejaman gak bisa cancel driver juga gak bisa cancel padahal kami udah setuju aja sih kalau cancel mau cancel harus lewat cs dulu ribet,order makan siang mengantrinya sejaman tidak bisa cancel driver juga tidak bisa cancel padahal kami sudah setuju aja sih kalau cancel mau cancel harus lewat cs dulu ribet,order makan siang mengantrinya sejaman cancel driver cancel setuju cancel cancel cs ribet,"['order', 'makan', 'siang', 'antri', 'jam', 'cancel', 'driver', 'cancel', 'tuju', 'cancel', 'cancel', 'cs', 'ribet']"
285,2021-12-26 05:28:03+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/1YwSqErWJY https://t.co/1ryBpnsneK,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
286,2021-12-26 05:22:33+00:00,Ko gaada resto di jatos yg bisa di beli di shopeefood ya,ko gaada resto di jatos yg bisa di beli di shopeefood ya,kok tidak ada resto di jatos yang bisa di beli di shopeefood ya,resto jatos beli shopeefood,"['resto', 'jatos', 'beli', 'shopeefood']"
287,2021-12-26 05:22:05+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/JK0O3AdVY5 https://t.co/ofsiEyHtJO,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
288,2021-12-26 05:19:16+00:00,"-rek kalo aku buka gofood/grabfood/shopeefood, sering nemuin frenchise kaya mcd, kopken, kfc, dll di rest area. Nah kalo gitu kita bisa beli ngga?
Trus pak gojeknya ini pake motor apa gimana?

Soalnya rumah aku deket tol gitu. Makasi yang udah jawab, sender beneran ga ngerti🙏",rek kalo aku buka gofoodgrabfoodshopeefood sering nemuin frenchise kaya mcd kopken kfc dll di rest area nah kalo gitu kita bisa beli ngga trus pak gojeknya ini pake motor apa gimana soalnya rumah aku deket tol gitu makasi yang udah jawab sender beneran ga ngerti,rek kalau saya buka gofoodgrabfoodshopeefood sering nemuin frenchise seperti mcd kopken kfc dan lain-lain di rest area nah kalau begitu kita bisa beli tidak terus bapak gojeknya ini pakai motor apa bagaimana soalnya rumah saya dekat tol begitu makasi yang sudah jawab sender benaran tidak ngerti,rek buka gofoodgrabfoodshopeefood nemuin frenchise mcd kopken kfc lain-lain rest area beli gojeknya pakai motor rumah tol makasi sender benaran ngerti,"['rek', 'buka', 'gofoodgrabfoodshopeefood', 'nemuin', 'frenchise', 'mcd', 'kopken', 'kfc', 'lain', 'rest', 'area', 'beli', 'gojek', 'pakai', 'motor', 'rumah', 'tol', 'makas', 'sender', 'benar', 'ngerti']"
289,2021-12-26 05:17:22+00:00,"Besar jasa @shopeefood_id padaku, bisa cobain semua makanan hits ngga pake mahal ✨",besar jasa id padaku bisa cobain semua makanan hits ngga pake mahal,besar jasa id padaku bisa cobain semua makanan hits tidak pakai mahal,jasa id padaku cobain makanan hits pakai mahal,"['jasa', 'id', 'pada', 'cobain', 'makan', 'hits', 'pakai', 'mahal']"
290,2021-12-26 05:16:51+00:00,Share &amp; Makan Gratis Bareng Teman di Shopeefood #ShopeeID https://t.co/ribjgz1oCT,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
291,2021-12-26 05:15:47+00:00,agaaak gimana gitu anying ketauan belom gajian tapi shopeefood diskon mulu fak,agaaak gimana gitu anying ketauan belom gajian tapi shopeefood diskon mulu fak,agaaak bagaimana begitu anying ketahuan belum gajian tapi shopeefood potongan harga terus fakultas,agaaak anying ketahuan gajian shopeefood potongan harga fakultas,"['agaaak', 'anying', 'tahu', 'gaji', 'shopeefood', 'potong', 'harga', 'fakultas']"
292,2021-12-26 05:15:03+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/j7Chbic3jb,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
293,2021-12-26 05:11:58+00:00,"kepada brader shopeefood lagenda merah , nanti jumpa kat highway kita main cucuk cucuk lagi",kepada brader shopeefood lagenda merah nanti jumpa kat highway kita main cucuk cucuk lagi,kepada brader shopeefood lagenda merah nanti jumpa kat highway kita main cucuk cucuk lagi,brader shopeefood lagenda merah jumpa kat highway main cucuk cucuk,"['brader', 'shopeefood', 'lagenda', 'merah', 'jumpa', 'kat', 'highway', 'main', 'cucuk', 'cucuk']"
294,2021-12-26 05:11:48+00:00,@A100888 Pengen banget jajan shopeefood hari minggu gini traktiran keluarga .,pengen banget jajan shopeefood hari minggu gini traktiran keluarga,ingin banget jajan shopeefood hari minggu begini traktiran keluarga,banget jajan shopeefood minggu traktiran keluarga,"['banget', 'jajan', 'shopeefood', 'minggu', 'traktir', 'keluarga']"
295,2021-12-26 05:10:53+00:00,"""Makan siang apa ya"" Dari tadi ngang ngong scroll grab gojek shopeefood ujung2 nya padang lagi dah",makan siang apa ya dari tadi ngang ngong scroll grab gojek shopeefood ujung nya padang lagi dah,makan siang apa ya dari tadi ngang ngong scroll grab gojek shopeefood ujung nya padang lagi sudah,makan siang ngang ngong scroll grab gojek shopeefood ujung padang,"['makan', 'siang', 'ngang', 'ngong', 'scroll', 'grab', 'gojek', 'shopeefood', 'ujung', 'padang']"
296,2021-12-26 05:10:14+00:00,"sumpah malesnya pake shopeefood tuh kaya gini, titik mapsnya tuh geser jauh banget
pernah juga kaya gini, udah bilang drivernya titiknya salah dari shopee
dia ngga mau nganter w jalan 1km lebih buat ambil tuh makanan -______- https://t.co/pwySFRBP0y",sumpah malesnya pake shopeefood tuh kaya gini titik mapsnya tuh geser jauh banget pernah juga kaya gini udah bilang drivernya titiknya salah dari shopee dia ngga mau nganter jalan km lebih buat ambil tuh makanan,sumpah malesnya pakai shopeefood  itu seperti begini titik mapsnya  itu geser jauh banget pernah juga seperti begini sudah bilang drivernya titiknya salah dari shopee dia tidak mau nganter jalan kamu lebih buat ambil  itu makanan,sumpah malesnya pakai shopeefood titik mapsnya geser banget drivernya titiknya salah shopee nganter jalan ambil makanan,"['sumpah', 'malesnya', 'pakai', 'shopeefood', 'titik', 'mapsnya', 'geser', 'banget', 'drivernya', 'titik', 'salah', 'shopee', 'nganter', 'jalan', 'ambil', 'makan']"
297,2021-12-26 05:09:18+00:00,"@Yamie_Panda Kemarin beli pake voucher diskon Shopeefood. Terus pesanannya ada yang dibatalin, jadi vouchernya gak bisa dipake karena di bawah min. belanja. Jadi nombok 20rb dah...",panda kemarin beli pake voucher diskon shopeefood terus pesanannya ada yang dibatalin jadi vouchernya gak bisa dipake karena di bawah min belanja jadi nombok rb dah,panda kemarin beli pakai voucher potongan harga shopeefood terus pesanannya ada yang dibatalin jadi vouchernya tidak bisa dipakai karena di bawah minimal belanja jadi nombok rb sudah,panda kemarin beli pakai voucher potongan harga shopeefood pesanannya dibatalin vouchernya dipakai minimal belanja nombok rb,"['panda', 'kemarin', 'beli', 'pakai', 'voucher', 'potong', 'harga', 'shopeefood', 'pesan', 'dibatalin', 'vouchernya', 'pakai', 'minimal', 'belanja', 'nombok', 'rb']"
298,2021-12-26 05:09:13+00:00,diskonnya shopeefood lumayan banget. mana menate4 bisa dapet 25kan argg syg saldo udh nipis😭,diskonnya shopeefood lumayan banget mana menate bisa dapet kan argg syg saldo udh nipis,diskonnya shopeefood lumayan banget mana menate bisa dapat kan argg sayang saldo sudah nipis,diskonnya shopeefood lumayan banget menate argg sayang saldo nipis,"['diskon', 'shopeefood', 'lumayan', 'banget', 'menate', 'argg', 'sayang', 'saldo', 'nipis']"
299,2021-12-26 05:06:42+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/JEiCVCgXoj https://t.co/3PpJe0s0N9,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
300,2021-12-26 05:01:27+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/ribjgz1oCT,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
301,2021-12-26 05:00:23+00:00,"Ayo, cek ShopeeFood  - Pesan Langsung Antar sekarang! Jangan lewatkan penawaran terbaik cuma di Shopee! 

https://t.co/tET3K0kM61 https://t.co/tazbe0kpXZ",ayo cek shopeefood pesan langsung antar sekarang jangan lewatkan penawaran terbaik cuma di shopee,ayo cek shopeefood pesan langsung antar sekarang jangan lewatkan penawaran terbaik hanya di shopee,ayo cek shopeefood pesan langsung lewatkan penawaran terbaik shopee,"['ayo', 'cek', 'shopeefood', 'pesan', 'langsung', 'lewat', 'tawar', 'baik', 'shopee']"
302,2021-12-26 04:59:20+00:00,"@winterzhuo @JeromePolin @jehianps shopeefood emang mantap, opo meneh nggo cah kos2 an",shopeefood emang mantap opo meneh nggo cah kos an,shopeefood memang mantap apa meneh nggo cah kos an,shopeefood mantap meneh nggo cah kos an,"['shopeefood', 'mantap', 'teh', 'nggo', 'cah', 'kos', 'an']"
303,2021-12-26 04:58:51+00:00,@ch0_ihyunsuk pake shopeefood disc 50% gratong tanpa min belanjs,ihyunsuk pake shopeefood disc gratong tanpa min belanjs,ihyunsuk pakai shopeefood disc gratong tanpa minimal belanjs,ihyunsuk pakai shopeefood disc gratong minimal belanjs,"['ihyunsuk', 'pakai', 'shopeefood', 'disc', 'gratong', 'minimal', 'belanjs']"
304,2021-12-26 04:58:33+00:00,@zkicyn @pswycityx @awrouura ketolong vocer shopeefood alhamdulilah😭👍🏻,ketolong vocer shopeefood alhamdulilah,ketolong vocer shopeefood alhamdulilah,ketolong vocer shopeefood alhamdulilah,"['tolong', 'vocer', 'shopeefood', 'alhamdulilah']"
305,2021-12-26 04:54:51+00:00,"Gausah adain promo kalo drivernya gini @shopeefood_id ga skali 2x ya dpt driver gini, kesel banget???",gausah adain promo kalo drivernya gini id ga skali x ya dpt driver gini kesel banget,tidak usah adain promo kalau drivernya begini id tidak sekali kali ya dapat driver begini kesal banget,adain promo drivernya id kali driver kesal banget,"['adain', 'promo', 'drivernya', 'id', 'kali', 'driver', 'kesal', 'banget']"
306,2021-12-26 04:53:22+00:00,"@Sopyannh @infomalang Kl kosgoro kan jalan madukoro ya mas, ini yg sebelah selatan ke arah malang lagi ada jalan ngamarto, nt dm aja kl mau detail, ato paling gampang order via gofood, grabfood ato shopeefood aja",kl kosgoro kan jalan madukoro ya mas ini yg sebelah selatan ke arah malang lagi ada jalan ngamarto nt dm aja kl mau detail ato paling gampang order via gofood grabfood ato shopeefood aja,kalau kosgoro kan jalan madukoro ya mas ini yang sebelah selatan ke arah malang lagi ada jalan ngamarto nanti dm aja kalau mau detail atau paling gampang order via gofood grabfood atau shopeefood aja,kosgoro jalan madukoro mas sebelah selatan arah malang jalan ngamarto dm detail gampang order via gofood grabfood shopeefood,"['kosgoro', 'jalan', 'madukoro', 'mas', 'belah', 'selatan', 'arah', 'malang', 'jalan', 'ngamarto', 'dm', 'detail', 'gampang', 'order', 'via', 'gofood', 'grabfood', 'shopeefood']"
307,2021-12-26 04:51:52+00:00,"@ensthetic_ gopud, akhir2 ini banyak yg abis pake shopeefood akun shopee+isi spaynya dibekuin kek di saspend gt lah",gopud akhir ini banyak yg abis pake shopeefood akun shopeeisi spaynya dibekuin kek di saspend gt lah,gopud akhir ini banyak yang habis pakai shopeefood akun shopeeisi spaynya dibekuin seperti di saspend begitu lah,gopud habis pakai shopeefood akun shopeeisi spaynya dibekuin saspend,"['gopud', 'habis', 'pakai', 'shopeefood', 'akun', 'shopeeisi', 'spaynya', 'dibekuin', 'saspend']"
308,2021-12-26 04:50:57+00:00,"Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/xUWvhG5nb6

PLIS AYO KLIK 🥰😘",share amp makan gratis bareng teman di shopeefood plis ayo klik,bagikan amp makan gratis bersama teman di shopeefood plis ayo klik,bagikan makan gratis teman shopeefood plis ayo klik,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood', 'plis', 'ayo', 'klik']"
309,2021-12-26 04:47:16+00:00,@jamaisvuphoria Shopeefood emang terbaik dehh,shopeefood emang terbaik dehh,shopeefood memang terbaik dehh,shopeefood terbaik dehh,"['shopeefood', 'baik', 'dehh']"
310,2021-12-26 04:46:12+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/Se7gQ85qvx https://t.co/othY6ZACPp,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
311,2021-12-26 04:45:46+00:00,Makanan diet ku ter favoritttt segini cuma 411 kalori ajaaa :’) pake shopeefood lgi promo loh gaes buruan deh https://t.co/Ul9oziLmMC,makanan diet ku ter favoritttt segini cuma kalori ajaaa pake shopeefood lgi promo loh gaes buruan deh,makanan diet ku ter favoritttt segini hanya kalori ajaaa pakai shopeefood lagi promo loh gaes segera deh,makanan diet ku ter favoritttt segini kalori ajaaa pakai shopeefood promo gaes deh,"['makan', 'diet', 'ku', 'ter', 'favoritttt', 'gin', 'kalori', 'ajaaa', 'pakai', 'shopeefood', 'promo', 'gaes', 'deh']"
312,2021-12-26 04:42:41+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/OiJAJl8dyj https://t.co/F6CosaQ7ML,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
313,2021-12-26 04:40:46+00:00,"Order 2 menu makanan sekaligus sudah biasa.
Disamping karena lapar (meng-qodo waktu makan sebelumnya), diskon Shopeefood hanya dapat bekerja/digunakan ketika sudah mencapai 30 ribu.

Biasanya diskon 60% maka 30 ribu menjadi 13-16 ribu. https://t.co/msljKXWOzI",order menu makanan sekaligus sudah biasa disamping karena lapar mengqodo waktu makan sebelumnya diskon shopeefood hanya dapat bekerjadigunakan ketika sudah mencapai ribu biasanya diskon maka ribu menjadi ribu,order menu makanan sekaligus sudah biasa disamping karena lapar mengqodo waktu makan sebelumnya potongan harga shopeefood hanya dapat bekerjadigunakan ketika sudah mencapai ribu biasanya potongan harga maka ribu menjadi ribu,order menu makanan disamping lapar mengqodo makan potongan harga shopeefood bekerjadigunakan mencapai ribu potongan harga ribu ribu,"['order', 'menu', 'makan', 'samping', 'lapar', 'mengqodo', 'makan', 'potong', 'harga', 'shopeefood', 'bekerjadigunakan', 'capai', 'ribu', 'potong', 'harga', 'ribu', 'ribu']"
314,2021-12-26 04:36:38+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/31NL97HeYJ https://t.co/seIcxlth2P,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
315,2021-12-26 04:33:35+00:00,@missufe Siapp yuk bismillah buat beli makan mumpung diskon shopeefood 70%,siapp yuk bismillah buat beli makan mumpung diskon shopeefood,siapp yuk bismillah buat beli makan mumpung potongan harga shopeefood,siapp yuk bismillah beli makan mumpung potongan harga shopeefood,"['siapp', 'yuk', 'bismillah', 'beli', 'makan', 'mumpung', 'potong', 'harga', 'shopeefood']"
316,2021-12-26 04:33:12+00:00,Wuihh promo nyaa 😍 asyik nih shopeefood 😌❤️ https://t.co/1Abja8wMxk,wuihh promo nyaa asyik nih shopeefood,wuihh promo nyaa asyik ini shopeefood,wuihh promo nyaa asyik shopeefood,"['wuihh', 'promo', 'nyaa', 'asyik', 'shopeefood']"
317,2021-12-26 04:32:48+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/bWlrmGXIjl https://t.co/M2v0v5zePq,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
318,2021-12-26 04:29:01+00:00,"@shopeefood_id 
Min, saya order shopeefood tapi makanan belum sampai sudah penyelesaian orderan.
Ini bagaimana penyelesaiannya??
Saldo kepotong tapi makanan ngga dapet...",id min saya order shopeefood tapi makanan belum sampai sudah penyelesaian orderan ini bagaimana penyelesaiannya saldo kepotong tapi makanan ngga dapet,id minimal saya order shopeefood tapi makanan belum sampai sudah penyelesaian orderan ini bagaimana penyelesaiannya saldo kepotong tapi makanan tidak dapat,id minimal order shopeefood makanan penyelesaian orderan penyelesaiannya saldo kepotong makanan,"['id', 'minimal', 'order', 'shopeefood', 'makan', 'selesai', 'order', 'selesai', 'saldo', 'potong', 'makan']"
319,2021-12-26 04:27:55+00:00,"Pesan sekarang juga hanya di McDonald's terdekat atau pesan lewat McDelivery aja!

Tersedia juga di GrabFood, GoFood, dan ShopeeFood.",pesan sekarang juga hanya di mcdonald terdekat atau pesan lewat mcdelivery aja tersedia juga di grabfood gofood dan shopeefood,pesan sekarang juga hanya di mcdonald terdekat atau pesan lewat mcdelivery aja tersedia juga di grabfood gofood dan shopeefood,pesan mcdonald terdekat pesan mcdelivery tersedia grabfood gofood shopeefood,"['pesan', 'mcdonald', 'dekat', 'pesan', 'mcdelivery', 'sedia', 'grabfood', 'gofood', 'shopeefood']"
320,2021-12-26 04:23:11+00:00,"@shopeefood_id 
Min aku order shopee food tapi makanan belum nyampe sudah diklik penyelesaian sama drivernya,,
Makanan ngga dateng saldo shopay ilang, gmn ini min?",id min aku order shopee food tapi makanan belum nyampe sudah diklik penyelesaian sama drivernya makanan ngga dateng saldo shopay ilang gmn ini min,id minimal saya order shopee food tapi makanan belum sampai sudah diklik penyelesaian sama drivernya makanan tidak dateng saldo shopay ilang bagaimana ini minimal,id minimal order shopee food makanan diklik penyelesaian drivernya makanan dateng saldo shopay ilang minimal,"['id', 'minimal', 'order', 'shopee', 'food', 'makan', 'klik', 'selesai', 'drivernya', 'makan', 'dateng', 'saldo', 'shopay', 'ilang', 'minimal']"
321,2021-12-26 04:17:24+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/hi0KXOQRau https://t.co/QTCbHFX6Hu,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
322,2021-12-26 04:17:04+00:00,"@cutiespiu shopeefood aku lah, laliii",shopeefood aku lah laliii,shopeefood saya lah laliii,shopeefood laliii,"['shopeefood', 'laliii']"
323,2021-12-26 04:15:52+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/8N4sqq4rmK https://t.co/rq1GPiCWUB,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
324,2021-12-26 04:14:42+00:00,"@donorys Iyaa, lg dpt potongan 35k di shopeefood",iyaa lg dpt potongan k di shopeefood,iyaa lagi dapat potongan ke di shopeefood,iyaa potongan shopeefood,"['iyaa', 'potong', 'shopeefood']"
325,2021-12-26 04:12:20+00:00,Ada yang jual voc shopeefood potongan 70%? Untuk Jabodetabek #zonaba #zonauang,ada yang jual voc shopeefood potongan untuk jabodetabek,ada yang jual voc shopeefood potongan untuk jabodetabek,jual voc shopeefood potongan jabodetabek,"['jual', 'voc', 'shopeefood', 'potong', 'jabodetabek']"
326,2021-12-26 04:10:44+00:00,Shopeefood ayam deket rumah lama betuul. Ngantri seberapa banyak yaaak,shopeefood ayam deket rumah lama betuul ngantri seberapa banyak yaaak,shopeefood ayam dekat rumah lama betuul ngantri seberapa banyak yaaak,shopeefood ayam rumah betuul ngantri yaaak,"['shopeefood', 'ayam', 'rumah', 'betuul', 'ngantri', 'yaaak']"
327,2021-12-26 04:08:59+00:00,"- nanya dong, shopeefood di nangor udh ada belum?",nanya dong shopeefood di nangor udh ada belum,nanya dong shopeefood di nangor sudah ada belum,nanya shopeefood nangor,"['nanya', 'shopeefood', 'nangor']"
328,2021-12-26 04:08:24+00:00,"Share &amp; Makan Gratis Bareng Teman di ShopeeFood
https://t.co/U1iAmxnIBf

Kuy masih byk slot!",share amp makan gratis bareng teman di shopeefood kuy masih byk slot,bagikan amp makan gratis bersama teman di shopeefood kuy masih banyak slot,bagikan makan gratis teman shopeefood kuy slot,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood', 'kuy', 'slot']"
329,2021-12-26 04:03:36+00:00,"Btw tumblr BT21 Chatime udah tersedia, bisa digojek, grabfood, shopeefood. Cm dijualnya tuh dlm paket bundle gitu. Ada yg sama minum 1L, ada yg bundle agenda, bundle sama minions/totebag. 

Harganya Rp 220k klo yg sama agenda, ini aku pake diskon chatime 30% jd cm 203k 👌 https://t.co/4iRrHVK9EO",btw tumblr bt chatime udah tersedia bisa digojek grabfood shopeefood cm dijualnya tuh dlm paket bundle gitu ada yg sama minum l ada yg bundle agenda bundle sama minionstotebag harganya rp k klo yg sama agenda ini aku pake diskon chatime jd cm k,ngomong-ngomong tumblr bt chatime sudah tersedia bisa digojek grabfood shopeefood hanya dijualnya  itu dalam paket bundle begitu ada yang sama minum l ada yang bundle agenda bundle sama minionstotebag harganya rupiah ke kalau yang sama agenda ini saya pakai potongan harga chatime jadi hanya ke,ngomong-ngomong tumblr bt chatime tersedia digojek grabfood shopeefood dijualnya paket bundle minum bundle agenda bundle minionstotebag harganya rupiah agenda pakai potongan harga chatime,"['ngomong-ngomong', 'tumblr', 'bt', 'chatime', 'sedia', 'gojek', 'grabfood', 'shopeefood', 'jual', 'paket', 'bundle', 'minum', 'bundle', 'agenda', 'bundle', 'minionstotebag', 'harga', 'rupiah', 'agenda', 'pakai', 'potong', 'harga', 'chatime']"
330,2021-12-26 04:02:23+00:00,"@rxzkxsty_ ""jajan jobo wae murah lek Ra grabfood shopeefood"" 
🙃🙃",jajan jobo wae murah lek ra grabfood shopeefood,jajan jobo wae murah lek ra grabfood shopeefood,jajan jobo wae murah lek ra grabfood shopeefood,"['jajan', 'jobo', 'wae', 'murah', 'lek', 'ra', 'grabfood', 'shopeefood']"
