Created_At,Tweets,Clean_Data,Tweet_Normal,Tanpa_StopWords,Tokenizing,Stemming,Bobot,Label,Sentimen
2021-11-20 06:51:04+00:00,"Order yuk 
banyak diskonnya lho
di
GoFood &amp;
GrabFood &amp;
Shopeefood
ketik Bakul Mimi
Tetap Yang Terbaik
TERIMA PESANAN NASI BOX
DAN PAKET JUMAT BERKAH
HUB : 088211637675
INSYAALLAH BERKAH https://t.co/OpauNeTgsq",order yuk banyak diskonnya lho di gofood amp grabfood amp shopeefood ketik bakul mimi tetap yang terbaik terima pesanan nasi box dan paket jumat berkah hub insyaallah berkah,order yuk banyak diskonnya lho di gofood amp grabfood amp shopeefood ketik bakul mimi tetap yang terbaik terima pesanan nasi box dan paket jumat berkah hubungan insyaa allah berkah,order yuk diskonnya lho gofood grabfood shopeefood ketik bakul mimi terbaik terima pesanan nasi box paket jumat berkah hubungan insyaa allah berkah,"['order', 'yuk', 'diskonnya', 'lho', 'gofood', 'grabfood', 'shopeefood', 'ketik', 'bakul', 'mimi', 'terbaik', 'terima', 'pesanan', 'nasi', 'box', 'paket', 'jumat', 'berkah', 'hubungan', 'insyaa', 'allah', 'berkah']",order yuk diskon lho gofood grabfood shopeefood ketik bakul mimi baik terima pesan nasi box paket jumat berkah hubung insyaa allah berkah,35,positif,1.0
2021-11-20 06:50:45+00:00,"Order yuk 
banyak diskonnya lho
di
GoFood &amp;
GrabFood &amp;
Shopeefood
ketik Bakul Mimi
Tetap Yang Terbaik
TERIMA PESANAN NASI BOX
DAN PAKET JUMAT BERKAH
HUB : 088211637675
INSYAALLAH BERKAH",order yuk banyak diskonnya lho di gofood amp grabfood amp shopeefood ketik bakul mimi tetap yang terbaik terima pesanan nasi box dan paket jumat berkah hub insyaallah berkah,order yuk banyak diskonnya lho di gofood amp grabfood amp shopeefood ketik bakul mimi tetap yang terbaik terima pesanan nasi box dan paket jumat berkah hubungan insyaa allah berkah,order yuk diskonnya lho gofood grabfood shopeefood ketik bakul mimi terbaik terima pesanan nasi box paket jumat berkah hubungan insyaa allah berkah,"['order', 'yuk', 'diskonnya', 'lho', 'gofood', 'grabfood', 'shopeefood', 'ketik', 'bakul', 'mimi', 'terbaik', 'terima', 'pesanan', 'nasi', 'box', 'paket', 'jumat', 'berkah', 'hubungan', 'insyaa', 'allah', 'berkah']",order yuk diskon lho gofood grabfood shopeefood ketik bakul mimi baik terima pesan nasi box paket jumat berkah hubung insyaa allah berkah,35,positif,1.0
2021-11-20 06:40:30+00:00,"BEAR BOBBA LOWOKWARU

Cinnamon Roll Macchiato 18K #BigCup22oz
50% Disc #GrabFood #GoFood

https://t.co/6fplAdGVlD

#InfoKulinerMalang
#LaporLaper
#KulinerHitsMalang
#MalangCulinary
#MalangKuliner
#BobaMalang
#KopiMalang 
#EsTehMalang
#MojitoMalang
#Grab
#GoJek
#ShopeeFood
#BTS https://t.co/YbKIVQyviK",bear bobba lowokwaru cinnamon roll macchiato k disc,bear bobba lowokwaru cinnamon roll macchiato ke disc,bear bobba lowokwaru cinnamon roll macchiato disc,"['bear', 'bobba', 'lowokwaru', 'cinnamon', 'roll', 'macchiato', 'disc']",bear bobba lowokwaru cinnamon roll macchiato disc,0,netral,2.0
2021-11-20 06:37:30+00:00,ShopeeFood is better than Foodpanda. Haa naik kan laaa lagi delivery fee tu 😌,shopeefood is better than foodpanda haa naik kan laaa lagi delivery fee tu,shopeefood is better than foodpanda haa naik kan laaa lagi delivery fee itu,shopeefood better foodpanda haa laaa delivery fee,"['shopeefood', 'better', 'foodpanda', 'haa', 'laaa', 'delivery', 'fee']",shopeefood better foodpanda haa laaa delivery fee,2,positif,1.0
2021-11-20 06:29:05+00:00,"voucher shopeefood nih kalo mau dm aja 

#zonaba #zonajajan #zonauang️ https://t.co/5A4fpWgcW6",voucher shopeefood nih kalo mau dm aja,voucher shopeefood ini kalau mau dm aja,voucher shopeefood dm,"['voucher', 'shopeefood', 'dm']",voucher shopeefood dm,3,positif,1.0
2021-11-20 06:21:38+00:00,@bertanyarl Culture shock gw adalah pas Milih makan apa :) gila dari pagi sampek jam 12 siang cuman scroll2 grab/gojek/shopeefood doang😆 dan akhirnya kenyang liat gambar 😭,culture shock gw adalah pas milih makan apa gila dari pagi sampek jam siang cuman scroll grabgojekshopeefood doang dan akhirnya kenyang liat gambar,culture shock saya adalah pas pilih makan apa gila dari pagi sampai jam siang cuman scroll grabgojekshopeefood saja dan akhirnya kenyang lihat gambar,culture shock pas pilih makan gila pagi jam siang cuman scroll grabgojekshopeefood kenyang lihat gambar,"['culture', 'shock', 'pas', 'pilih', 'makan', 'gila', 'pagi', 'jam', 'siang', 'cuman', 'scroll', 'grabgojekshopeefood', 'kenyang', 'lihat', 'gambar']",culture shock pas pilih makan gila pagi jam siang cuman scroll grabgojekshopeefood kenyang lihat gambar,14,positif,1.0
2021-11-20 06:17:19+00:00,"ini shopeefood kok aneh yaa eror kahhh , mau beli nasi ehh shopeepay ludes gt aja ga balik https://t.co/LQdwdHN1U1",ini shopeefood kok aneh yaa eror kahhh mau beli nasi ehh shopeepay ludes gt aja ga balik,ini shopeefood kok aneh ya eror kahhh mau beli nasi ehh shopeepay habis begitu aja tidak balik,shopeefood aneh eror kahhh beli nasi ehh shopeepay habis,"['shopeefood', 'aneh', 'eror', 'kahhh', 'beli', 'nasi', 'ehh', 'shopeepay', 'habis']",shopeefood aneh eror kahhh beli nasi ehh shopeepay habis,7,positif,1.0
2021-11-20 06:16:58+00:00,Shopeefood ni permudah reja betuiiiii,shopeefood ni permudah reja betuiiiii,shopeefood ini permudah reja betuiiiii,shopeefood permudah reja betuiiiii,"['shopeefood', 'permudah', 'reja', 'betuiiiii']",shopeefood mudah reja betuiiiii,4,positif,1.0
2021-11-20 06:15:28+00:00,Akhirnya shopeefood ga batalin😭😭😭😭💜💜💜 https://t.co/LZL1tIRZYn,akhirnya shopeefood ga batalin,akhirnya shopeefood tidak batalin,shopeefood batalin,"['shopeefood', 'batalin']",shopeefood batalin,0,netral,2.0
2021-11-20 06:11:57+00:00,"kalo ada tugas atau kerjaan, dikerjain bareng
kalo laper, masak bareng atau cari diskonan shopeefood
kalo ada pikiran, diobrolin bareng sambil deeptalk
kalo capek, ya pelukan, cuddle terus ketiduran bareng https://t.co/hF7EvDJqTv",kalo ada tugas atau kerjaan dikerjain bareng kalo laper masak bareng atau cari diskonan shopeefood kalo ada pikiran diobrolin bareng sambil deeptalk kalo capek ya pelukan cuddle terus ketiduran bareng,kalau ada tugas atau kerjaan dikerjain bersama kalau laper masa bersama atau cari diskonan shopeefood kalau ada pikiran diobrolin bersama sambil deeptalk kalau capek ya pelukan cuddle terus ketiduran bersama,tugas kerjaan dikerjain laper cari diskonan shopeefood pikiran diobrolin deeptalk capek pelukan cuddle ketiduran,"['tugas', 'kerjaan', 'dikerjain', 'laper', 'cari', 'diskonan', 'shopeefood', 'pikiran', 'diobrolin', 'deeptalk', 'capek', 'pelukan', 'cuddle', 'ketiduran']",tugas kerja dikerjain laper cari diskon shopeefood pikir diobrolin deeptalk capek peluk cuddle tidur,2,positif,1.0
2021-11-20 06:05:32+00:00,"sekarang 52kg yayyyy!!!! udah turun 13,5kg tanpa diet, maaci Ceyyyyy🤎 padahal tiap hari nge shopeefood terus siang malem wkwkwk, love u Cey miknya pinter bgt sampe hampir balik ke bb awal sebelum hamiduwn 🤌🏼",sekarang kg yayyyy udah turun kg tanpa diet maaci ceyyyyy padahal tiap hari nge shopeefood terus siang malem wkwkwk love cey miknya pinter bgt sampe hampir balik ke bb awal sebelum hamiduwn,sekarang kg yayyyy sudah turun kg tanpa diet maaci ceyyyyy padahal setiap hari nge shopeefood terus siang malem wkwkwk cinta cey miknya pintar begitu sampai hampir balik ke bb awal sebelum hamiduwn,kg yayyyy turun kg diet maaci ceyyyyy nge shopeefood siang malem wkwkwk cinta cey miknya pintar bb hamiduwn,"['kg', 'yayyyy', 'turun', 'kg', 'diet', 'maaci', 'ceyyyyy', 'nge', 'shopeefood', 'siang', 'malem', 'wkwkwk', 'cinta', 'cey', 'miknya', 'pintar', 'bb', 'hamiduwn']",kg yayyyy turun kg diet maaci ceyyyyy nge shopeefood siang malem wkwkwk cinta cey mik pintar bb hamiduwn,3,positif,1.0
2021-11-20 06:02:52+00:00,"@bertinder :(

Btw Kak, urusan makan area Jakarta dsk kasih ke ricebox wagyu sambel ijo nya Senja aja ya Kak! Available di ShopeeFood/GoFood/GrabFood (search : senjayummy) https://t.co/Xv1QgtWU17",btw kak urusan makan area jakarta dsk kasih ke ricebox wagyu sambel ijo nya senja aja ya kak available di shopeefoodgofoodgrabfood search senjayummy,ngomong-ngomong kak urusan makan area jakarta dsk kasih ke ricebox wagyu sambel ijo nya senja aja ya kak available di shopeefoodgofoodgrabfood search senjayummy,ngomong-ngomong kak urusan makan area jakarta dsk kasih ricebox wagyu sambel ijo senja kak available shopeefoodgofoodgrabfood search senjayummy,"['ngomong-ngomong', 'kak', 'urusan', 'makan', 'area', 'jakarta', 'dsk', 'kasih', 'ricebox', 'wagyu', 'sambel', 'ijo', 'senja', 'kak', 'available', 'shopeefoodgofoodgrabfood', 'search', 'senjayummy']",ngomong-ngomong kak urus makan area jakarta dsk kasih ricebox wagyu sambel ijo senja kak available shopeefoodgofoodgrabfood search senjayummy,1,positif,1.0
2021-11-20 06:02:47+00:00,"@christaline_ Blm ka , lgi liht menu"" di shopeefood nih",blm ka lgi liht menu di shopeefood nih,belum ka lagi liht menu di shopeefood ini,ka liht menu shopeefood,"['ka', 'liht', 'menu', 'shopeefood']",ka liht menu shopeefood,0,netral,2.0
2021-11-20 06:02:09+00:00,"@atmanug 🤣🤣🤣🤣

Btw Kak, urusan makan area Jakarta dsk kasih ke ricebox wagyu sambel ijo nya Senja aja ya Kak! Available di ShopeeFood/GoFood/GrabFood (search : senjayummy) https://t.co/0iNFevZqeT",btw kak urusan makan area jakarta dsk kasih ke ricebox wagyu sambel ijo nya senja aja ya kak available di shopeefoodgofoodgrabfood search senjayummy,ngomong-ngomong kak urusan makan area jakarta dsk kasih ke ricebox wagyu sambel ijo nya senja aja ya kak available di shopeefoodgofoodgrabfood search senjayummy,ngomong-ngomong kak urusan makan area jakarta dsk kasih ricebox wagyu sambel ijo senja kak available shopeefoodgofoodgrabfood search senjayummy,"['ngomong-ngomong', 'kak', 'urusan', 'makan', 'area', 'jakarta', 'dsk', 'kasih', 'ricebox', 'wagyu', 'sambel', 'ijo', 'senja', 'kak', 'available', 'shopeefoodgofoodgrabfood', 'search', 'senjayummy']",ngomong-ngomong kak urus makan area jakarta dsk kasih ricebox wagyu sambel ijo senja kak available shopeefoodgofoodgrabfood search senjayummy,1,positif,1.0
2021-11-20 05:47:43+00:00,"maaf banget pake ht. ada yang dom depok (jabar) dan pernah pake shopeefood? kalo ada, bersedia bantu aku isi kuesioner penelitian ilmiah? nanti aku dm linknya.. #zonauang makasih sebelumnya",maaf banget pake ht ada yang dom depok jabar dan pernah pake shopeefood kalo ada bersedia bantu aku isi kuesioner penelitian ilmiah nanti aku dm linknya makasih sebelumnya,maaf banget pakai ht ada yang dom depok jabar dan pernah pakai shopeefood kalau ada bersedia bantu saya isi kuesioner penelitian ilmiah nanti saya dm linknya makasih sebelumnya,maaf banget pakai ht dom depok jabar pakai shopeefood bersedia bantu isi kuesioner penelitian ilmiah dm linknya makasih,"['maaf', 'banget', 'pakai', 'ht', 'dom', 'depok', 'jabar', 'pakai', 'shopeefood', 'bersedia', 'bantu', 'isi', 'kuesioner', 'penelitian', 'ilmiah', 'dm', 'linknya', 'makasih']",maaf banget pakai ht dom depok jabar pakai shopeefood sedia bantu isi kuesioner teliti ilmiah dm linknya makasih,17,positif,1.0
2021-11-20 05:43:12+00:00,@collegemenfess mitra shopeefood driver... kalo lagi sibuk/males2an dapet segini https://t.co/TKCq2fzDlT,mitra shopeefood driver kalo lagi sibukmalesan dapet segini,mitra shopeefood driver kalau lagi sibukmalesan dapat segini,mitra shopeefood driver sibukmalesan segini,"['mitra', 'shopeefood', 'driver', 'sibukmalesan', 'segini']",mitra shopeefood driver sibukmalesan gin,2,positif,1.0
2021-11-20 05:41:44+00:00,@shopeefood_id @ShopeePay_ID dari tadi erornya ga selesai2 :( laper akutu :( udh kepotong shopeepaynya tapi di shopee food masih waiting payment. yakali setengah jam wating payment :(,id id dari tadi erornya ga selesai laper akutu udh kepotong shopeepaynya tapi di shopee food masih waiting payment yakali setengah jam wating payment,id id dari tadi erornya tidak selesai laper akutu sudah kepotong shopeepaynya tapi di shopee food masih waiting payment yakali setengah jam wating payment,id id erornya selesai laper akutu kepotong shopeepaynya shopee food waiting payment yakali jam wating payment,"['id', 'id', 'erornya', 'selesai', 'laper', 'akutu', 'kepotong', 'shopeepaynya', 'shopee', 'food', 'waiting', 'payment', 'yakali', 'jam', 'wating', 'payment']",id id eror selesai laper akutu potong shopeepaynya shopee food waiting payment yakali jam wating payment,-10,negatif,0.0
2021-11-20 05:32:00+00:00,"@frauu__ @bertanyarl kaaakk😭
aku kuliah pendidikan tp gaberani parttime nge les in pdhl banyak yg nawarin channel
malah nyarinya lowongan kasir2 gt sm minuman kekinian, tp ketolak semuaa😭
&amp; skrg lagi nunggu panggilan shopeefood😭
smg ga ketolak  jugaa😭
miris bgt ga sih kalo gatau passion nya apaa",kaaakk aku kuliah pendidikan tp gaberani parttime nge les in pdhl banyak yg nawarin channel malah nyarinya lowongan kasir gt sm minuman kekinian tp ketolak semuaa amp skrg lagi nunggu panggilan shopeefood smg ga ketolak jugaa miris bgt ga sih kalo gatau passion nya apaa,kaaakk saya kuliah pendidikan tapi gaberani parttime nge les in padahal banyak yang nawarin channel malah nyarinya lowongan kasir begitu sama minuman kekinian tapi ketolak semua amp sekarang lagi nunggu panggilan shopeefood semoga tidak ketolak jugaa miris begitu tidak sih kalau tidak tahu passion nya apaa,kaaakk kuliah pendidikan gaberani parttime nge les nawarin channel nyarinya lowongan kasir minuman kekinian ketolak nunggu panggilan shopeefood semoga ketolak jugaa miris passion apaa,"['kaaakk', 'kuliah', 'pendidikan', 'gaberani', 'parttime', 'nge', 'les', 'nawarin', 'channel', 'nyarinya', 'lowongan', 'kasir', 'minuman', 'kekinian', 'ketolak', 'nunggu', 'panggilan', 'shopeefood', 'semoga', 'ketolak', 'jugaa', 'miris', 'passion', 'apaa']",kaaakk kuliah didik gaberani parttime nge les nawarin channel nyarinya lowong kasir minum kini tolak nunggu panggil shopeefood moga tolak jugaa miris passion apaa,-7,negatif,0.0
2021-11-20 05:29:48+00:00,"@shopeefood_id Min mau tanya, cara tambah menu di shopeepartner gimana?",id min mau tanya cara tambah menu di shopeepartner gimana,id minimal mau tanya cara tambah menu di shopeepartner bagaimana,id minimal menu shopeepartner,"['id', 'minimal', 'menu', 'shopeepartner']",id minimal menu shopeepartner,-3,negatif,0.0
2021-11-20 05:25:39+00:00,"BEAR BOBBA LOWOKWARU / BLIMBING

Boba Double Salted Caramel  15K #BigCup22oz
50% Disc #GrabFood #GoFood

https://t.co/6fplAdGVlD

#InfoKulinerMalang
#LaporLaper
#KulinerHitsMalang
#MalangCulinary
#BobaMalang
#KopiMalang 
#EsTehMalang
#MojitoMalang
#Grab
#GoJek
#Shopee
#ShopeeFood https://t.co/XVl9TFTPZK",bear bobba lowokwaru blimbing boba double salted caramel k disc,bear bobba lowokwaru blimbing boba double salted caramel ke disc,bear bobba lowokwaru blimbing boba double salted caramel disc,"['bear', 'bobba', 'lowokwaru', 'blimbing', 'boba', 'double', 'salted', 'caramel', 'disc']",bear bobba lowokwaru blimbing boba double salted caramel disc,0,netral,2.0
2021-11-20 05:21:14+00:00,makan apa deh ya hari ini? udah satu jam ngescroll makanan di shopeefood,makan apa deh ya hari ini udah satu jam ngescroll makanan di shopeefood,makan apa deh ya hari ini sudah satu jam ngescroll makanan di shopeefood,makan deh jam ngescroll makanan shopeefood,"['makan', 'deh', 'jam', 'ngescroll', 'makanan', 'shopeefood']",makan deh jam ngescroll makan shopeefood,2,positif,1.0
2021-11-20 05:16:50+00:00,"@eajday Hai kak , Maaf banget ya Kak terkait kendala dimana Kakak tidak bisa memproses pesanan ShopeeFood menggunakan ShopeePay, padahal ShopeePay Kakak sudah aktif. Jangan khawatir, tim Shopee sedang memperbaiki kondisi ini. Mohon coba berkala ya kak, met siang :) ^FO",hai kak maaf banget ya kak terkait kendala dimana kakak tidak bisa memproses pesanan shopeefood menggunakan shopeepay padahal shopeepay kakak sudah aktif jangan khawatir tim shopee sedang memperbaiki kondisi ini mohon coba berkala ya kak met siang fo,hai kak maaf banget ya kak terkait kendala dimana kakak tidak bisa memproses pesanan shopeefood menggunakan shopeepay padahal shopeepay kakak sudah aktif jangan khawatir tim shopee sedang memperbaiki kondisi ini mohon coba berkala ya kak selamat siang fo,hai kak maaf banget kak terkait kendala dimana kakak memproses pesanan shopeefood shopeepay shopeepay kakak aktif khawatir tim shopee memperbaiki kondisi mohon coba berkala kak selamat siang fo,"['hai', 'kak', 'maaf', 'banget', 'kak', 'terkait', 'kendala', 'dimana', 'kakak', 'memproses', 'pesanan', 'shopeefood', 'shopeepay', 'shopeepay', 'kakak', 'aktif', 'khawatir', 'tim', 'shopee', 'memperbaiki', 'kondisi', 'mohon', 'coba', 'berkala', 'kak', 'selamat', 'siang', 'fo']",hai kak maaf banget kak kait kendala mana kakak proses pesan shopeefood shopeepay shopeepay kakak aktif khawatir tim shopee baik kondisi mohon coba kala kak selamat siang fo,21,positif,1.0
2021-11-20 05:14:52+00:00,Try shopeefood jap. Murah banyak sebab discount tengah banyak! https://t.co/pwSdGpSy8k,try shopeefood jap murah banyak sebab discount tengah banyak,try shopeefood jap murah banyak sebab discount tengah banyak,try shopeefood jap murah discount,"['try', 'shopeefood', 'jap', 'murah', 'discount']",try shopeefood jap murah discount,3,positif,1.0
2021-11-20 05:10:02+00:00,siang-siang menghadapi driver shopeefood yang bikin naik darah👹,siangsiang menghadapi driver shopeefood yang bikin naik darah,siangsiang menghadapi driver shopeefood yang bikin naik darah,siangsiang menghadapi driver shopeefood darah,"['siangsiang', 'menghadapi', 'driver', 'shopeefood', 'darah']",siangsiang hadap driver shopeefood darah,4,positif,1.0
2021-11-20 05:09:18+00:00,@shopeefood_id minn ini kenapaa udah cobaa berulang kali gabisaa huhuu laper bgt😭 udh update yg terbaru udah clear cache shopee jugaa :((( https://t.co/VhcALVBaE3,id minn ini kenapaa udah cobaa berulang kali gabisaa huhuu laper bgt udh update yg terbaru udah clear cache shopee jugaa,id minn ini kenapaa sudah cobaa berulang kali gabisaa huhuu laper begitu sudah update yang terbaru sudah selesai cache shopee jugaa,id minn kenapaa cobaa berulang kali gabisaa huhuu laper update terbaru selesai cache shopee jugaa,"['id', 'minn', 'kenapaa', 'cobaa', 'berulang', 'kali', 'gabisaa', 'huhuu', 'laper', 'update', 'terbaru', 'selesai', 'cache', 'shopee', 'jugaa']",id minn kenapaa cobaa ulang kali gabisaa huhuu laper update baru selesai cache shopee jugaa,-5,negatif,0.0
2021-11-20 05:09:00+00:00,Siapa pernah jadi rider shopeefood?,siapa pernah jadi rider shopeefood,siapa pernah jadi rider shopeefood,rider shopeefood,"['rider', 'shopeefood']",rider shopeefood,0,netral,2.0
2021-11-20 04:54:03+00:00,@abnormie_ @shopeefood_id Shopee food tdk menerima promo🙏🏻,id shopee food tdk menerima promo,id shopee food tidak menerima promo,id shopee food menerima promo,"['id', 'shopee', 'food', 'menerima', 'promo']",id shopee food terima promo,5,positif,1.0
2021-11-20 04:52:47+00:00,"Semangat siang semua..
cc @shopeefood_id @ShopeeID @ShopeeCare @GrabID 

Salam,
@bebekmenetas_  🙏
#partner #merchant #Online #kuliner #surabaya #suroboyo #bebek #bebeksurabaya #bebekmenetassurabaya #bebekmenetas #thanks #support https://t.co/xzqeItuTHl",semangat siang semua cc id salam,semangat siang semua cc id salam,semangat siang cc id salam,"['semangat', 'siang', 'cc', 'id', 'salam']",semangat siang cc id salam,4,positif,1.0
2021-11-20 04:51:24+00:00,@FOOD_FESS kok bisa gitu gimana si? aku kalau vocer shopeefood pasti 18/20 aja:(,fess kok bisa gitu gimana si aku kalau vocer shopeefood pasti aja,fess kok bisa begitu bagaimana si saya kalau vocer shopeefood pasti aja,fess vocer shopeefood,"['fess', 'vocer', 'shopeefood']",fess vocer shopeefood,0,netral,2.0
2021-11-20 04:48:18+00:00,..Shopee...my saving..KERING.....!!! GW NTAR MAKAN APA!😭 GW MAU ORDER SHOPEEFOOD! KENAPA JADI JAJAN SKINCARE 😭😭,shopeemy savingkering gw ntar makan apa gw mau order shopeefood kenapa jadi jajan skincare,shopeemy savingkering saya nantii makan apa saya mau order shopeefood kenapa jadi jajan skincare,shopeemy savingkering nantii makan order shopeefood jajan skincare,"['shopeemy', 'savingkering', 'nantii', 'makan', 'order', 'shopeefood', 'jajan', 'skincare']",shopeemy savingkering nanti makan order shopeefood jajan skincare,-1,negatif,0.0
2021-11-20 04:44:23+00:00,Saya mau komplain shopeefood kemana ya? @shopeefood_id @ShopeeID,saya mau komplain shopeefood kemana ya id,saya mau komplain shopeefood kemana ya id,komplain shopeefood kemana id,"['komplain', 'shopeefood', 'kemana', 'id']",komplain shopeefood mana id,0,netral,2.0
2021-11-20 04:41:16+00:00,"Kawan² di #Batujajar #BandungBarat weekend mager 🛀
Ada KATSU &amp; RICEBOWL 77 yang siap menemani 🥳
Cobain menu yg lagi viral ni, #AyamDrakor #HotLava
Dijamin smriwing 😁

Order via #ShopeeFood #GoFood dan #GrabFood

Promo nya gila-gilaan!! 🥳 https://t.co/4vpSZHB6fB",kawan di weekend mager ada katsu amp ricebowl yang siap menemani cobain menu yg lagi viral ni dijamin smriwing order via dan promo nya gilagilaan,kawan di weekend mager ada katsu amp ricebowl yang siap menemani cobain menu yang lagi viral ini dijamin smriwing order via dan promo nya gilagilaan,kawan weekend mager katsu ricebowl menemani cobain menu viral dijamin smriwing order via promo gilagilaan,"['kawan', 'weekend', 'mager', 'katsu', 'ricebowl', 'menemani', 'cobain', 'menu', 'viral', 'dijamin', 'smriwing', 'order', 'via', 'promo', 'gilagilaan']",kawan weekend mager katsu ricebowl tani cobain menu viral jamin smriwing order via promo gilagilaan,-6,negatif,0.0
2021-11-20 04:34:37+00:00,"@crushteekrab untuk apa ada shopeefood ,grabfood dan gofood ka aica🤸🤸",untuk apa ada shopeefood grabfood dan gofood ka aica,untuk apa ada shopeefood grabfood dan gofood ka aica,shopeefood grabfood gofood ka aica,"['shopeefood', 'grabfood', 'gofood', 'ka', 'aica']",shopeefood grabfood gofood ka aica,0,netral,2.0
2021-11-20 04:33:49+00:00,"@intjgirll Hi kak, maaf ya sdh buat kamu ga nyaman. mimin informasikan bahwa Kakak tidak perlu membayar pesanan tersebut jika tidak merasa melakukan pemesanan. Jika Mitra Pengemudi masih bersama Kakak, mohon sampaikan untuk menghubungi CS ShopeeFood agar kendalanya dibantu.🙏🏻 ^DH",hi kak maaf ya sdh buat kamu ga nyaman mimin informasikan bahwa kakak tidak perlu membayar pesanan tersebut jika tidak merasa melakukan pemesanan jika mitra pengemudi masih bersama kakak mohon sampaikan untuk menghubungi cs shopeefood agar kendalanya dibantu dh,hi kak maaf ya sudah buat kamu tidak nyaman admin informasikan bahwa kakak tidak perlu membayar pesanan tersebut jika tidak merasa melakukan pemesanan jika mitra pengemudi masih bersama kakak mohon sampaikan untuk menghubungi cs shopeefood agar kendalanya dibantu dh,hi kak maaf nyaman admin informasikan kakak membayar pesanan pemesanan mitra pengemudi kakak mohon menghubungi cs shopeefood kendalanya dibantu dh,"['hi', 'kak', 'maaf', 'nyaman', 'admin', 'informasikan', 'kakak', 'membayar', 'pesanan', 'pemesanan', 'mitra', 'pengemudi', 'kakak', 'mohon', 'menghubungi', 'cs', 'shopeefood', 'kendalanya', 'dibantu', 'dh']",hi kak maaf nyaman admin informasi kakak bayar pesan mesan mitra kemudi kakak mohon hubung cs shopeefood kendala bantu dh,23,positif,1.0
2021-11-20 04:28:02+00:00,"Kemarin br aja mikir hari ini beli makan apa ya krna gada promoan. Shopeefood jg mulai hilang promo2nya. Eh pagi2 tadi dpt info promo gofood. Sepele sih, tp ngerasa aja gt klo semua ada waktunya masing2, gausa takut atau khawatir. 😂😂",kemarin br aja mikir hari ini beli makan apa ya krna gada promoan shopeefood jg mulai hilang promonya eh pagi tadi dpt info promo gofood sepele sih tp ngerasa aja gt klo semua ada waktunya masing gausa takut atau khawatir,kemarin baru aja mikir hari ini beli makan apa ya karena tidak ada promoan shopeefood juga mulai hilang promonya eh pagi tadi dapat info promo gofood sepele sih tapi merasa aja begitu kalau semua ada waktunya masing gausa takut atau khawatir,kemarin mikir beli makan promoan shopeefood hilang promonya eh pagi info promo gofood sepele gausa takut khawatir,"['kemarin', 'mikir', 'beli', 'makan', 'promoan', 'shopeefood', 'hilang', 'promonya', 'eh', 'pagi', 'info', 'promo', 'gofood', 'sepele', 'gausa', 'takut', 'khawatir']",kemarin mikir beli makan promoan shopeefood hilang promonya eh pagi info promo gofood sepele gausa takut khawatir,12,positif,1.0
2021-11-20 04:26:04+00:00,"bukak shopeefood, foodpanda pastu tutup balik sebab taktau nak beli apa",bukak shopeefood foodpanda pastu tutup balik sebab taktau nak beli apa,bukak shopeefood foodpanda pastu tutup balik sebab taktau nak beli apa,bukak shopeefood foodpanda pastu tutup taktau nak beli,"['bukak', 'shopeefood', 'foodpanda', 'pastu', 'tutup', 'taktau', 'nak', 'beli']",bukak shopeefood foodpanda pastu tutup taktau nak beli,0,netral,2.0
2021-11-20 04:22:41+00:00,Lagi pada mau minum apaan? Coba ss gofood/grabfood/shopeefood nya https://t.co/5qqraAx9rt,lagi pada mau minum apaan coba ss gofoodgrabfoodshopeefood nya,lagi pada mau minum apaan coba ss gofoodgrabfoodshopeefood nya,minum coba ss gofoodgrabfoodshopeefood,"['minum', 'coba', 'ss', 'gofoodgrabfoodshopeefood']",minum coba ss gofoodgrabfoodshopeefood,-1,negatif,0.0
2021-11-20 04:14:26+00:00,@shopeefood_id Hellow admin ini kenapa error saat pembayaran via shopeeppay? Lapar Bosque.,id hellow admin ini kenapa error saat pembayaran via shopeeppay lapar bosque,id hellow admin ini kenapa error saat pembayaran via shopeeppay lapar bosque,id hellow admin error pembayaran via shopeeppay lapar bosque,"['id', 'hellow', 'admin', 'error', 'pembayaran', 'via', 'shopeeppay', 'lapar', 'bosque']",id hellow admin error bayar via shopeeppay lapar bosque,-9,negatif,0.0
2021-11-20 04:06:46+00:00,@coochannxx @itzntcc @ngalamfess Hai kak. Monggo di coba. Via shopeefood juga bisa ya kak 🥰,hai kak monggo di coba via shopeefood juga bisa ya kak,hai kak silahkan di coba via shopeefood juga bisa ya kak,hai kak silahkan coba via shopeefood kak,"['hai', 'kak', 'silahkan', 'coba', 'via', 'shopeefood', 'kak']",hai kak silah coba via shopeefood kak,8,positif,1.0
2021-11-20 04:05:05+00:00,Hasil panen pu'un duit nya Shopee yg ke 8 @ShopeeID  mayan dikumpul2 bisa buat namabh jajan2 shopeefood 😋 #TanamShopeePay12M https://t.co/JwLjdPBCDy,hasil panen puun duit nya shopee yg ke mayan dikumpul bisa buat namabh jajan shopeefood,hasil panen puun uang nya shopee yang ke mayan dikumpul bisa buat namabh jajan shopeefood,hasil panen puun uang shopee mayan dikumpul namabh jajan shopeefood,"['hasil', 'panen', 'puun', 'uang', 'shopee', 'mayan', 'dikumpul', 'namabh', 'jajan', 'shopeefood']",hasil panen puun uang shopee mayan kumpul namabh jajan shopeefood,3,positif,1.0
